"Udalerri kodea","Udalerria","2015","2011","2010","2006","2001","1996"
"48001","Abadiño","36.55","37.48","39.16","42.70","48.63","54.25"
"20001","Abaltzisketa","34.75","34.59","40.28","41.73","35.77","30.48"
"48002","Abanto y Ciérvana-Abanto Zierbena","15.63","15.16","16.07","18.86","23.96","33.45"
"20002","Aduna","26.15","26.79","27.83","27.53","29.68","37.70"
"20016","Aia","21.50","21.18","23.36","25.81","19.39","23.62"
"20003","Aizarnazabal","40.38","40.94","47.52","48.06","57.80","57.01"
"48911","Ajangiz","28.84","28.23","27.70","30.50","30.11","34.67"
"20004","Albiztur","32.41","30.95","35.71","38.41","35.20","33.02"
"20005","Alegia","32.91","33.15","34.12","34.48","32.02","38.59"
"01001","Alegría-Dulantzi","24.27","27.02","27.95","29.89","32.49","32.01"
"20006","Alkiza","28.74","33.33","28.66","32.70","27.27","18.18"
"48912","Alonsotegi","14.44","15.27","17.83","20.78","25.68","32.87"
"20906","Altzaga","24.29","23.88","23.75","22.08","15.09","16.67"
"20007","Altzo","28.86","27.67","25.45","25.29","26.98","35.65"
"20008","Amezketa","41.58","43.37","42.12","47.23","45.21","45.88"
"48003","Amorebieta-Etxano","26.21","26.97","28.50","32.82","36.39","44.73"
"48004","Amoroto","31.46","31.25","33.52","36.63","36.57","35.06"
"01002","Amurrio","31.27","31.15","33.04","36.83","42.71","46.82"
"20009","Andoain","27.14","27.07","28.94","32.67","37.99","46.59"
"20010","Anoeta","33.06","30.96","33.01","34.02","35.63","39.42"
"20011","Antzuola","46.69","47.56","47.44","52.92","57.36","59.55"
"48005","Arakaldo","26.87","28.57","26.92","30.56","22.86","46.15"
"20012","Arama","33.33","35.96","39.13","33.80","20.69","33.87"
"01003","Aramaio","39.32","40.95","42.38","46.53","48.35","49.75"
"48006","Arantzazu","35.37","33.33","32.43","32.82","40.50","45.65"
"48093","Areatza","22.13","23.97","25.41","26.89","33.52","36.52"
"20013","Aretxabaleta","45.42","46.76","47.79","54.88","60.01","58.29"
"01006","Armiñón","31.58","30.00","24.18","36.76","37.18","23.81"
"01037","Arraia-Maeztu","23.31","25.42","27.25","34.42","31.34","32.85"
"48009","Arrankudiaga","16.40","14.84","15.50","20.70","25.57","34.30"
"20055","Arrasate/Mondragón","37.57","39.12","40.61","49.02","52.68","53.78"
"48914","Arratzu","27.66","28.73","26.78","27.71","30.00","37.01"
"01008","Arratzua-Ubarrundia","21.37","22.59","23.53","24.14","23.25","27.27"
"48010","Arrieta","14.62","14.12","17.86","21.05","21.23","22.54"
"48011","Arrigorriaga","16.24","17.13","18.56","20.76","23.85","30.60"
"48023","Artea","22.02","19.50","23.58","24.69","27.84","29.30"
"48008","Artzentales","10.54","11.35","12.70","14.75","16.67","18.33"
"01004","Artziniega","25.37","25.57","26.01","29.86","32.46","35.12"
"01009","Asparrena","38.12","38.08","39.66","36.93","37.96","47.50"
"20014","Asteasu","24.82","24.10","25.81","25.53","25.76","31.21"
"20903","Astigarraga","17.95","17.60","18.58","20.52","21.33","31.19"
"20015","Ataun","35.03","32.71","35.72","38.45","36.79","31.06"
"48091","Atxondo","31.22","33.23","36.71","39.47","46.90","52.94"
"48070","Aulesti","33.71","36.98","35.04","38.08","39.31","38.72"
"01010","Ayala/Aiara","28.96","30.78","30.57","29.79","32.09","31.64"
"20017","Azkoitia","37.85","38.99","40.90","42.40","50.47","49.70"
"20018","Azpeitia","32.55","36.88","38.87","40.42","48.40","46.29"
"01049","Añana","18.84","29.41","26.67","29.17","28.05","20.55"
"48012","Bakio","13.82","14.77","15.17","15.83","18.92","23.94"
"20904","Baliarrain","39.44","32.76","41.67","41.30","37.50","33.33"
"48090","Balmaseda","16.03","17.86","19.35","23.10","32.03","35.49"
"48013","Barakaldo","13.99","14.38","15.74","18.45","23.30","30.19"
"48014","Barrika","8.95","12.01","10.79","12.52","13.92","20.38"
"01013","Barrundia","19.00","21.79","22.86","22.59","25.22","20.86"
"48015","Basauri","18.68","19.38","21.51","24.09","28.09","35.79"
"01011","Baños de Ebro/Mañueta","20.90","16.67","16.43","40.56","29.57","2.70"
"20019","Beasain","36.55","35.74","35.80","39.83","45.71","40.24"
"48092","Bedia","21.38","21.52","25.18","29.29","36.01","41.61"
"20020","Beizama","19.67","24.56","30.30","22.73","26.83","22.67"
"20021","Belauntza","25.00","26.28","27.01","27.45","37.12","41.49"
"48016","Berango","11.35","11.26","12.67","15.34","20.58","26.02"
"01014","Berantevilla","25.14","26.74","24.63","25.37","25.33","23.24"
"20022","Berastegi","31.14","32.76","30.18","31.98","41.01","39.40"
"20074","Bergara","37.73","38.56","39.25","44.07","50.35","53.23"
"48017","Bermeo","16.43","17.98","19.01","21.06","21.92","24.11"
"01016","Bernedo","28.74","34.48","29.79","28.15","25.36","20.16"
"48018","Berriatua","34.29","34.73","34.55","37.91","41.11","42.75"
"48019","Berriz","37.11","38.72","39.21","44.51","50.45","53.90"
"20023","Berrobi","40.78","40.27","40.08","41.73","41.40","46.35"
"20024","Bidania-Goiatz","30.00","29.91","33.64","38.14","37.78","34.52"
"48020","Bilbao","10.57","11.07","12.01","14.25","16.55","22.18"
"48021","Busturia","20.43","22.13","22.11","24.68","29.79","33.27"
"01017","Campezo/Kanpezu","25.17","31.47","32.74","31.65","30.80","37.26"
"20029","Deba","28.80","30.14","32.10","37.91","41.50","38.55"
