"Udalerri kodea","Udalerria","2015","2014","2013","2012","2011"
"48001","Abadiño","14.10","13.98","12.71","12.85","12.61"
"20001","Abaltzisketa","10.10","9.47","8.74","6.67","6.36"
"48002","Abanto y Ciérvana-Abanto Zierbena","11.75","12.01","11.21","10.90","11.45"
"20002","Aduna","10.67","9.22","11.68","10.61","10.81"
"20016","Aia","14.57","14.22","12.99","12.24","10.42"
"20003","Aizarnazabal","16.08","14.05","16.08","14.74","22.22"
"48911","Ajangiz","11.40","10.43","10.81","11.82","9.35"
"20004","Albiztur","9.00","11.76","11.34","5.43","8.18"
"20005","Alegia","12.75","11.75","12.62","11.68","12.41"
"01001","Alegría-Dulantzi","11.69","9.83","8.46","7.18","9.13"
"20006","Alkiza","13.56","16.67","15.32","13.89","17.92"
"48912","Alonsotegi","11.60","11.31","10.31","10.87","10.31"
"20906","Altzaga","16.22","15.79","10.53","13.51","12.50"
"20007","Altzo","12.20","13.91","11.21","6.96","5.26"
"20008","Amezketa","10.31","14.98","13.82","14.90","15.86"
"48003","Amorebieta-Etxano","13.13","13.27","12.75","12.21","12.61"
"48004","Amoroto","9.26","9.90","9.78","8.89","15.00"
"01002","Amurrio","10.97","9.89","10.44","9.90","9.80"
"20009","Andoain","12.15","12.31","11.59","10.68","10.31"
"20010","Anoeta","11.37","11.43","12.98","12.90","11.13"
"20011","Antzuola","12.21","12.19","11.71","10.73","10.83"
"48005","Arakaldo","22.22","10.71","15.62","17.86","19.23"
"20012","Arama","7.02","7.27","5.26","7.02","7.14"
"01003","Aramaio","14.75","10.36","10.19","9.32","9.91"
"48006","Arantzazu","7.29","5.49","6.67","8.05","12.79"
"48093","Areatza","14.33","14.15","13.98","13.21","15.04"
"20013","Aretxabaleta","14.60","14.23","14.34","14.25","14.03"
"01006","Armiñón","13.64","8.33","6.25","6.67","7.50"
"01037","Arraia-Maeztu","13.29","9.55","7.69","8.84","8.24"
"48009","Arrankudiaga","14.66","14.74","14.88","14.73","16.33"
"20055","Arrasate/Mondragón","15.60","14.77","14.53","14.20","13.54"
"48914","Arratzu","12.87","12.37","12.50","12.37","13.73"
"01008","Arratzua-Ubarrundia","11.81","10.08","8.30","8.27","10.57"
"48010","Arrieta","8.19","11.18","9.59","9.27","17.20"
"48011","Arrigorriaga","12.47","12.94","12.19","11.81","12.13"
"48023","Artea","7.65","8.33","9.42","8.90","11.70"
"48008","Artzentales","12.05","9.82","12.34","11.61","14.71"
"01004","Artziniega","8.70","9.57","9.02","9.56","8.39"
"01009","Asparrena","11.48","10.58","12.26","13.25","12.99"
"20014","Asteasu","15.37","15.10","15.42","12.66","13.82"
"20903","Astigarraga","11.70","11.95","11.62","11.47","12.32"
"20015","Ataun","10.65","9.30","10.10","10.62","12.11"
"48091","Atxondo","17.25","17.57","16.06","15.74","16.54"
"48070","Aulesti","17.31","20.83","22.73","15.56","16.67"
"01010","Ayala/Aiara","9.38","7.46","8.56","9.12","9.57"
"20017","Azkoitia","13.86","13.95","13.24","12.53","12.86"
"20018","Azpeitia","11.50","11.00","9.80","9.51","9.97"
"01049","Añana","5.41","8.57","0.00","2.94","7.89"
"48012","Bakio","7.80","8.66","7.42","7.45","7.83"
"20904","Baliarrain","10.81","11.11","13.89","11.11","7.89"
"48090","Balmaseda","11.79","11.45","11.29","11.92","12.56"
"48013","Barakaldo","14.04","13.79","13.88","13.44","13.55"
"48014","Barrika","6.52","8.08","7.30","6.99","8.11"
"01013","Barrundia","5.78","9.13","6.83","7.69","8.14"
"48015","Basauri","13.56","14.02","13.31","12.60","12.34"
"01011","Baños de Ebro/Mañueta","21.74","30.77","35.71","13.24","92.73"
"20019","Beasain","9.22","9.20","8.58","8.37","8.32"
"48092","Bedia","11.75","13.11","12.93","10.53","11.46"
"20020","Beizama","21.21","15.79","14.29","6.25","3.12"
"20021","Belauntza","9.64","12.35","10.71","7.53","10.19"
"48016","Berango","9.56","8.82","8.64","7.79","8.05"
"01014","Berantevilla","9.57","8.79","8.60","6.73","7.62"
"20022","Berastegi","10.36","9.59","9.12","8.53","9.00"
"20074","Bergara","10.08","9.82","9.04","8.74","8.89"
"48017","Bermeo","13.97","14.08","14.87","14.99","15.87"
"01016","Bernedo","13.27","10.00","8.70","9.24","10.83"
