"Udalerri kodea","Udalerria","2009","2008","2007","2006","2005"
"48001","Abadiño","4.10","4.13","4.17","4.20","4.19"
"20001","Abaltzisketa","0.00","0.00","0.00","0.00","0.00"
"48002","Abanto y Ciérvana-Abanto Zierbena","7.20","7.26","7.29","6.24","6.24"
"20002","Aduna","0.00","24.94","26.60","0.00","0.00"
"20016","Aia","4.98","5.11","5.39","5.47","5.64"
"20003","Aizarnazabal","0.00","0.00","0.00","0.00","0.00"
"48911","Ajangiz","0.00","0.00","0.00","0.00","0.00"
"20004","Albiztur","0.00","0.00","0.00","0.00","0.00"
"20005","Alegia","5.71",NA,NA,"5.93","5.98"
"01001","Alegría-Dulantzi","3.68","0.00","0.00","4.34","4.57"
"20006","Alkiza","0.00","0.00","0.00","0.00","0.00"
"48912","Alonsotegi","0.00","0.00","0.00","0.00","0.00"
"20906","Altzaga","0.00","0.00","0.00","0.00","0.00"
"20007","Altzo","0.00","0.00","0.00","0.00","0.00"
"20008","Amezketa","0.00","0.00","0.00","0.00","0.00"
"48003","Amorebieta-Etxano","5.57","5.60","5.67","5.75","5.84"
"48004","Amoroto","24.15","24.51","24.75","24.45","25.25"
"01002","Amurrio","9.95","9.91","9.97","10.12","10.38"
"20009","Andoain","4.77","4.77","4.85","4.92","4.26"
"20010","Anoeta","0.00","0.00","0.00","0.00","0.00"
"20011","Antzuola","0.00","0.00","0.00","9.43","9.65"
"48005","Arakaldo","0.00","0.00","0.00","0.00","0.00"
"20012","Arama","0.00","0.00","0.00","0.00","0.00"
"01003","Aramaio","13.36","13.34","6.72","6.70","6.71"
"48006","Arantzazu","0.00","0.00","0.00","0.00","0.00"
"48093","Areatza","0.00","0.00","0.00","0.00","0.00"
"20013","Aretxabaleta","4.48","4.48","4.51","4.57","4.64"
"01006","Armiñón","0.00","0.00","0.00","0.00","0.00"
"01037","Arraia-Maeztu","0.00","0.00","0.00","0.00","0.00"
"48009","Arrankudiaga","0.00",NA,NA,"0.00","0.00"
"20055","Arrasate/Mondragón","5.00","4.99","5.01","4.97","4.93"
"48914","Arratzu","0.00","0.00","0.00","0.00","0.00"
"01008","Arratzua-Ubarrundia","0.00","10.86","11.09","11.36","11.60"
"48010","Arrieta","0.00","0.00","0.00","0.00","0.00"
"48011","Arrigorriaga","7.28","7.24","7.26","7.29","7.35"
"48023","Artea","0.00","0.00","0.00","0.00","0.00"
"48008","Artzentales","0.00","0.00","0.00","0.00","0.00"
"01004","Artziniega","11.00","11.00","11.34","11.75","12.26"
"01009","Asparrena","11.90","12.17","12.54","6.34","6.32"
"20014","Asteasu","0.00","0.00","0.00","0.00","0.00"
"20903","Astigarraga","2.12","2.14","2.21","2.28","2.36"
"20015","Ataun","5.99","5.98","6.05","6.25","6.35"
"48091","Atxondo","0.00","0.00","0.00","0.00","0.00"
"48070","Aulesti","14.71","14.64","14.71","14.84","14.84"
"01010","Ayala/Aiara","3.54","3.62","3.69","7.59","7.62"
"20017","Azkoitia","4.40",NA,NA,"4.64",NA
"20018","Azpeitia","6.29","6.26","6.36","6.40","6.46"
"01049","Añana","0.00","0.00","0.00","0.00","0.00"
"48012","Bakio","8.10","0.00","0.00","0.00","0.00"
"20904","Baliarrain","0.00","0.00","0.00","0.00","0.00"
"48090","Balmaseda","5.43","4.13","4.18","4.22","4.24"
"48013","Barakaldo","7.25","7.31","7.40","7.47","7.53"
"48014","Barrika","0.00","0.00","0.00","0.00","0.00"
"01013","Barrundia","10.99","11.43","11.89","12.22","12.58"
