"Udalerri kodea","Udalerria","2016","2015","2014","2013","2012","2011","2010","2009","2008","2006"
"48058","Mallabia","14.76","14.77","14.77","14.77","14.77","14.59","14.59","14.59","14.61","14.61"
"48060","Markina-Xemein","13.90","13.90","13.90","13.89","13.89","13.82","13.84","13.84","13.84","13.84"
"48061","Maruri-Jatabe","23.45","23.45","23.45","23.45","23.45","23.54","23.69","23.69","23.69","23.69"
"48059","Mañaria","58.24","58.41","58.41","58.21","58.34","58.20","58.20","58.20","58.20","58.20"
"20901","Mendaro","20.83","20.83","20.83","20.82","20.82","20.72","21.57","21.57","60.71","60.71"
"48062","Mendata","1.36","1.36","1.36","1.44","1.44","1.46","1.46","1.46","1.46","1.46"
"48063","Mendexa","5.58","5.58","5.58","5.45","5.58","5.59","5.36","5.36","5.36","5.36"
"48064","Meñaka","13.99","59.49","59.49","59.51","59.82","58.81","61.22","61.22","61.25","61.25"
"01039","Moreda de Álava / Moreda Araba","0.42","0.42","0.42","0.42","0.42","0.43","0.43","0.43","0.43","1.62"
"48066","Morga","8.46","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.00"
"48068","Mundaka","0.61","6.95","6.95","6.95","6.95","6.52","6.52","6.52","6.50","6.50"
"48069","Mungia","6.37","6.37","6.37","6.37","6.37","6.04","6.38","6.38","6.38","6.38"
"48007","Munitibar-Arbatzegi Gerrikaitz-","15.20","15.20","15.20","15.14","15.14","15.26","15.26","15.26","15.26","15.26"
"48908","Murueta","57.39","57.35","57.35","57.28","56.81","55.55","50.08","50.08","50.08","50.08"
"48071","Muskiz","16.14","16.14","15.88","15.92","15.92","16.00","15.12","15.12","15.11","15.11"
"20057","Mutiloa","1.09","1.09","1.09","1.09","1.09","1.09","1.07","1.07","1.07","1.07"
"20056","Mutriku","31.81","31.81","31.74","31.69","31.34","31.81","31.24","31.24","31.24","18.62"
"48067","Muxika","3.97","3.97","3.97","3.97","3.97","3.93","3.93","3.93","3.91","3.91"
"48909","Nabarniz","10.09","10.09","10.09","10.09","10.09","10.04","9.71","9.71","9.71","9.71"
"01041","Navaridas","4.48","4.48","4.48","4.48","4.48","4.51","6.74","6.74","6.74","6.73"
"20063","Oiartzun","56.58","65.12","65.12","65.23","64.96","65.02","64.70","64.29","64.23","13.93"
"01042","Okondo","1.63","1.63","1.63","1.63","1.63","1.64","1.65","1.65","1.65","1.71"
"20058","Olaberria","9.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"48073","Ondarroa","5.27","5.27","5.29","5.01","5.01","6.11","4.94","4.94","4.94","5.29"
"20076","Ordizia","4.44","4.44","4.44","4.48","4.48","4.42","4.33","4.33","4.33","4.33"
"20905","Orendain","13.49","13.49","13.49","13.49","13.49","13.75","13.75","13.67","13.65","13.68"
"20060","Orexa","0.24","0.24","0.24","0.24","0.24","0.24","0.24","0.24","0.24","0.24"
"20061","Orio","18.39","18.39","18.39","18.39","15.50","15.30","15.30","15.30","17.43","2.74"
"20062","Ormaiztegi","4.88","4.88","4.88","4.86","4.86","4.91","4.84","4.84","4.84","71.26"
"48075","Orozko","42.93","42.93","42.88","42.88","43.10","42.75","42.75","42.75","42.74","42.74"
"48083","Ortuella","23.45","23.47","23.47","24.01","24.53","24.18","24.18","24.18","23.90","23.90"
"48072","Otxandio","41.78","41.78","30.80","35.26","35.28","34.85","34.85","51.40","51.52","15.87"
"01043","Oyón-Oion","5.17","5.17","5.17","5.17","5.17","2.35","2.35","2.35","2.35","2.34"
"20059","Oñati","25.37","25.37","25.37","25.36","25.36","25.42","25.21","25.21","25.21","0.00"
"20064","Pasaia","60.21","60.21","60.27","60.59","60.62","56.50","57.86","57.86","57.84","57.84"
"01044","Peñacerrada-Urizaharra","1.19","1.19","1.19","1.29","1.29","1.29","1.29","1.29","1.29","1.28"
"48077","Plentzia","16.58","16.58","16.58","16.58","16.58","16.78","15.44","15.44","15.41","15.41"
"48078","Portugalete","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"01047","Ribera Baja/Erribera Beitia","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"01051","Salvatierra/Agurain","15.57","15.57","15.57","15.57","15.57","0.20","0.20","0.20","0.20","0.20"
"01052","Samaniego","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"01053","San Millán/Donemiliaga","43.20","43.20","43.20","43.20","43.08","48.34","48.34","33.97","33.97","33.25"
"48082","Santurtzi","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20070","Segura","34.89","34.89","34.89","35.08","35.08","35.46","35.47","35.47","35.47","35.47"
"48084","Sestao","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"48904","Sondika","6.64","6.64","6.64","6.64","6.64","7.21","6.58","6.58","6.59","6.59"
"48085","Sopela","4.06","4.06","4.06","4.06","4.06","4.01","4.01","4.01","4.01","4.01"
"48086","Sopuerta","2.19","2.19","2.19","2.19","2.19","2.17","2.17","2.17","2.18","2.18"
"20065","Soraluze-Placencia de las Armas","2.22","2.22","2.22","2.23","2.23","2.21","2.19","2.19","2.20","2.20"
"48076","Sukarrieta","27.50","26.67","27.82","27.82","27.82","18.83","18.83","18.83","18.83","18.83"
"20071","Tolosa","19.13","19.26","19.38","19.32","19.32","19.29","19.03","0.00","0.00","0.00"
"48087","Trucios-Turtzioz","65.69","65.69","65.69","65.79","65.68","65.64","65.64","65.64","65.64","65.64"
"48088","Ubide","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"48065","Ugao-Miraballes","11.70","11.70","11.70","11.70","11.70","11.81","11.81","11.81","11.81","0.00"
"48089","Urduliz","4.05","4.05","4.05","4.05","4.05","4.05","4.05","4.05","4.04","4.27"
"48074","Urduña/Orduña","51.08","51.08","51.08","51.18","51.34","47.45","47.45","47.45","47.42","47.38"
"01054","Urkabustaiz","49.26","53.17","53.17","53.14","53.12","53.71","53.71","53.71","53.72","53.72"
