"Udalerri kodea","Udalerria","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005"
"48006","Arantzazu","50.00","25.00","33.33","40.00","37.50","0.00","12.50","0.00","14.29","19.15","10.20"
"48093","Areatza","37.50","33.33","22.22","45.45","50.00","42.86","0.00","26.32","17.24","23.08","29.41"
"20013","Aretxabaleta","39.39","22.73","31.15","32.00","10.42","24.24","16.98","17.07","20.37","18.39","40.35"
"01006","Armiñón","0.00","0.00","0.00","50.00","0.00","0.00","0.00","25.00","46.15","12.50","12.50"
"01037","Arraia-Maeztu","50.00","40.00","33.33","25.00","14.29","15.38","10.00","14.29","13.33","21.43","27.27"
"48009","Arrankudiaga","35.29","32.35","42.31","20.00","18.75","15.15","22.73","13.04","17.78","14.14","25.00"
"20055","Arrasate/Mondragón","32.03","33.52","21.62","17.67","19.39","19.17","18.50","21.80","22.18","22.51","18.81"
"48914","Arratzu","0.00","0.00","0.00","0.00","100.00","0.00","0.00","0.00",NA,NA,"0.00"
"01008","Arratzua-Ubarrundia","33.33","18.18","22.22","0.00","16.67","9.09","14.29","10.71","14.29","11.11","11.11"
"48010","Arrieta","44.44","25.00","87.50","14.29","15.38","7.69","13.33","10.00","16.22","17.39","7.69"
"48011","Arrigorriaga","20.59","26.29","26.92","24.75","19.55","23.61","18.75","15.92","17.88","14.72","18.21"
"48023","Artea","46.81","21.62","20.69","33.33","10.53","21.62","20.00","18.52","8.33","16.67","33.33"
"48008","Artzentales","37.50","0.00","20.00","0.00","0.00","16.00","0.00","5.56","17.65","6.67","10.53"
"01004","Artziniega","25.00","15.79","25.00","26.67","20.00","10.34","10.00","31.25","11.43","24.24","0.00"
"01009","Asparrena","33.85","42.00","30.77","45.51","27.78","15.28","11.11","17.02","18.60","23.38","22.58"
"20014","Asteasu","21.95","24.59","25.00","25.00","12.73","14.29","24.07","17.36","25.00","13.68","14.49"
"20903","Astigarraga","25.57","28.40","23.70","20.86","20.53","11.22","18.75","17.99","17.28","13.97","15.32"
"20015","Ataun","23.81","25.00","28.57","27.27","25.00","21.43","18.18","16.67","30.00","10.00","9.09"
"48091","Atxondo","32.50","34.62","20.83","20.00","10.34","30.77","18.18","11.36","18.92","6.82","11.29"
"48070","Aulesti","50.00","0.00","20.00","33.33","33.33","28.57","25.00","10.00","0.00","20.00","30.00"
"01010","Ayala/Aiara","35.00","33.33","38.46","27.78","16.33","23.33","12.28","17.86","19.64","10.81","13.19"
"20017","Azkoitia","27.57","31.77","21.93","18.70","20.51","18.47","18.18","21.25","17.14","17.83","16.08"
"20018","Azpeitia","26.76","31.29","24.88","18.67","19.84","17.22","19.31","16.33","14.36","17.04","18.08"
"01049","Añana","40.00","0.00","0.00","20.00","0.00","25.00","66.67","0.00",NA,"0.00","0.00"
"48012","Bakio","27.03","24.14","38.46","14.29","29.17","22.73","28.57","21.21","26.92","20.00","19.44"
"20904","Baliarrain","0.00","0.00","0.00","0.00","0.00","20.00","0.00","33.33",NA,NA,"0.00"
"48090","Balmaseda","36.94","27.78","35.82","30.67","22.62","15.22","18.42","21.33","17.81","23.60","23.21"
"48013","Barakaldo","20.97","20.77","19.87","17.42","14.53","13.94","13.73","11.47","12.40","13.20","11.33"
"48014","Barrika","32.26","31.03","33.33","34.78","20.00","7.69","25.81","19.30","12.12","31.03","31.82"
"01013","Barrundia","37.50","28.57","20.00","0.00","0.00","10.00","14.29","20.00","35.71","14.29","16.67"
"48015","Basauri","26.58","23.58","21.59","21.76","16.71","17.79","15.97","15.48","15.40","13.14","14.59"
"01011","Baños de Ebro/Mañueta","50.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20.00","0.00","0.00"
"20019","Beasain","17.20","18.18","23.58","15.58","12.60","7.80","11.85","11.89","11.72","10.17","9.42"
"48092","Bedia","22.45","20.93","10.71","24.14","18.75","22.58","38.89","23.53","8.64","10.81","19.35"
"20020","Beizama","0.00","50.00","0.00","66.67","0.00","33.33","100.00","0.00","41.67","27.50","0.00"
"20021","Belauntza","17.65","27.27","6.25","33.33","11.11","3.45","9.09","11.27","16.67","15.73","15.52"
"48016","Berango","29.32","21.15","22.22","22.92","20.62","14.86","10.84","11.88","15.22","11.58","13.04"
"01014","Berantevilla","23.33","12.90","22.22","35.71","21.74","12.00","10.53","15.79","11.32","13.64","17.14"
"20022","Berastegi","37.50","50.00","18.18","11.11","16.67","0.00","0.00","16.67","33.33","33.33","0.00"
"20074","Bergara","32.52","34.81","27.06","26.29","20.13","21.11","21.65","19.05","21.72","16.56","15.65"
"48017","Bermeo","27.25","33.61","29.03","29.72","30.36","26.54","29.97","19.35","25.06","22.45","27.53"
"01016","Bernedo","11.11","30.00","33.33","0.00","28.57","5.00","14.71","2.27","25.00","3.23","0.00"
"48018","Berriatua","22.58","29.41","17.65","22.58","51.28","24.32","30.30","38.89","14.63","31.43","40.91"
"48019","Berriz","28.00","30.43","26.67","26.13","21.60","25.93","20.00","20.69","27.78","19.25","18.24"
"20023","Berrobi","10.00","100.00","0.00","57.14","40.00","66.67","0.00","33.33","0.00","20.00","0.00"
"20024","Bidania-Goiatz","0.00","25.00","0.00","25.00","0.00","20.00","30.00","0.00","57.14","25.00","11.11"
"48020","Bilbao","22.29","22.73","23.12","20.19","17.80","16.67","15.94","13.67","13.70","13.47","14.24"
"48021","Busturia","36.36","27.27","23.53","50.00","33.33","45.45","26.32","38.46","18.18","0.00","8.33"
"01017","Campezo/Kanpezu","38.89","11.11","44.44","18.18","0.00","0.00","15.38","22.22","31.58","18.52","15.38"
"20029","Deba","23.08","17.65","33.33","16.67","15.69","22.29","16.67","21.86","12.27","13.41","14.69"
"48901","Derio","23.15","24.66","23.41","19.07","13.69","11.32","30.35","10.53","14.34","16.49","12.14"
"48026","Dima","45.45","47.62","42.86","33.33","40.00","8.00","50.00","35.71","40.00","24.00","26.32"
"20069","Donostia / San Sebastián","25.71","23.84","23.69","20.86","17.89","16.33","14.16","14.09","13.92","14.96","15.12"
"48027","Durango","24.49","23.40","26.40","23.70","17.91","15.97","20.73","18.63","17.80","14.58","15.49"
"48028","Ea","46.15","50.00","42.86","16.67","16.67","33.33","25.00","40.00","50.00","10.53","27.27"
"20030","Eibar","29.82","29.92","28.37","20.71","17.09","14.63","16.99","15.32","14.99","14.31","15.38"
"48031","Elantxobe","0.00","0.00","0.00","0.00","0.00","0.00","0.00","28.57","50.00","50.00","0.00"
"01021","Elburgo/Burgelu","42.86","25.00","25.00","25.00","42.86","9.09","30.00","0.00","25.00","50.00","37.50"
"01022","Elciego","27.50","5.00","10.53","4.55","4.35","3.45","0.00","6.94","6.82","19.30","25.00"
"20031","Elduain","33.33","75.00","66.67","0.00","66.67","0.00","33.33","0.00","16.67","0.00","16.67"
"20033","Elgeta","45.28","17.86","19.05","10.00","50.00","23.08","26.32","20.59","11.11","20.00","10.00"
"20032","Elgoibar","25.46","24.16","28.17","22.68","19.51","17.70","16.10","15.84","17.26","15.89","16.84"
"48032","Elorrio","30.00","21.14","34.12","24.79","30.00","20.79","20.95","12.80","13.11","9.28","11.04"
"01023","Elvillar/Bilar","0.00","33.33","0.00","0.00","0.00","25.00","0.00","20.00","50.00","0.00","0.00"
"48902","Erandio","19.93","22.40","22.98","25.96","15.00","19.68","18.82","13.47","12.50","16.77","15.94"
"48033","Ereño","75.00","100.00","0.00","33.33","0.00","0.00","25.00","0.00","0.00","50.00","100.00"
"48034","Ermua","28.29","23.71","15.60","18.32","25.85","22.43","17.39","11.17","20.71","13.98","27.98"
"20067","Errenteria","24.65","23.73","26.20","23.55","18.30","22.70","17.38","20.87","18.26","18.11","19.05"
"20066","Errezil","100.00","12.50","50.00","33.33","11.11","0.00","0.00","33.33","12.50","0.00","50.00"
"01046","Erriberagoitia/Ribera Alta","20.00","15.79","22.22","5.88","35.00","33.33","15.38","0.00","45.45","10.00","50.00"
"48079","Errigoiti","0.00","33.33","25.00","0.00","0.00","8.33","0.00","7.14","0.00","8.33","0.00"
"20034","Eskoriatza","20.34","14.29","44.44","36.84","20.83","30.30","24.00","5.88","18.29","19.15","21.21"
"48029","Etxebarri","28.70","32.00","29.36","26.57","26.25","23.76","23.37","16.00","20.68","26.69","26.29"
"48030","Etxebarria","20.00","25.00","19.44","10.00","29.17","7.89","33.33","6.38","8.33","8.89","25.00"
"20035","Ezkio-Itsaso","45.83","31.43","31.82","26.83","39.13","26.09","28.57","32.26","16.90","21.78","30.95"
"48906","Forua","11.11","18.18","50.00","33.33","12.50","0.00","0.00","20.00","14.29","4.35","13.64"
"48035","Fruiz","20.00","12.50","20.00","50.00","50.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20038","Gabiria","30.00","60.00","0.00","16.67","0.00","0.00","0.00","16.67","20.00","29.17","22.22"
"20037","Gaintza","0.00","0.00","0.00","50.00","50.00","0.00","0.00","0.00",NA,NA,"0.00"
"48036","Galdakao","28.70","23.51","27.75","22.69","16.31","17.15","16.70","16.03","19.06","18.88","16.61"
"48037","Galdames","14.29","16.67","66.67","22.22","40.00","50.00","38.89","20.00","28.57","0.00","27.27"
"48038","Gamiz-Fika","5.88","15.38","12.00","33.33","0.00","20.00","13.04","26.32","29.41","9.52","11.11"
"48039","Garai","33.33","0.00","0.00","50.00","50.00","25.00","0.00","0.00","0.00",NA,"50.00"
"48040","Gatika","33.33","7.69","29.41","16.00","22.86","36.36","13.51","4.26","23.08","22.41","10.00"
"48041","Gautegiz Arteaga","33.33","25.00","60.00","40.00","20.00","27.27","55.56","0.00","14.29","9.09","20.00"
"20907","Gaztelu","100.00","0.00","0.00","0.00","0.00","0.00","14.29","0.00",NA,"0.00","100.00"
"48046","Gernika-Lumo","28.06","32.97","28.12","23.86","19.57","18.84","20.80","31.42","25.71","36.68","32.31"
"20039","Getaria","28.95","24.29","27.71","34.88","32.20","30.48","28.57","24.27","20.89","33.91","15.56"
"48044","Getxo","25.43","28.01","26.60","23.92","18.30","20.99","14.67","13.81","12.32","14.56","19.20"
"48047","Gizaburuaga","14.29","0.00","44.44","12.50","30.77","26.92","16.67","26.92","20.00","14.58","18.18"
"48042","Gordexola","30.61","34.38","41.67","24.14","24.00","6.90","20.00","41.38","34.78","16.67","29.41"
"48043","Gorliz","38.10","37.21","22.50","21.05","36.36","26.67","25.93","13.33","20.00","21.43","5.41"
"48045","Güeñes","21.47","32.35","29.23","24.07","13.87","21.43","12.00","11.83","15.73","13.89","9.62"
"01056","Harana/Valle de Arana","0.00","100.00","40.00","0.00","25.00","50.00","0.00","0.00","0.00","0.00","0.00"
"20040","Hernani","23.17","25.89","20.61","19.38","18.88","15.90","16.28","16.67","17.81","21.12","14.82"
"20041","Hernialde","0.00","100.00","0.00","50.00","0.00","0.00","0.00","0.00",NA,"0.00","50.00"
"20036","Hondarribia","31.99","29.34","30.45","32.43","20.52","17.92","19.25","21.90","19.71","17.84","22.83"
"20042","Ibarra","23.96","27.54","21.79","16.67","22.03","43.31","15.22","16.67","20.90","19.48","21.43"
"48048","Ibarrangelu","57.14","50.00","100.00","100.00","100.00","20.00","14.29","14.29","33.33","6.67","25.00"
"20043","Idiazabal","34.00","34.09","23.26","21.21","26.09","12.20","19.05","20.59","25.19","11.88","14.52"
"48094","Igorre","32.89","29.20","21.43","16.67","17.86","9.09","10.10","13.90","16.39","9.81","8.97"
"20044","Ikaztegieta","26.67","27.27","8.00","9.09","4.76","5.00","0.00","22.22","5.26","14.29","0.00"
"20045","Irun","26.33","24.35","24.35","24.07","20.26","20.33","19.04","16.75","16.10","15.56","16.63"
"20046","Irura","23.08","15.38","20.00","17.33","11.90","16.88","8.57","10.00","17.44","9.35","7.27"
"01027","Iruraiz-Gauna","22.22","50.00","66.67","50.00","0.00","33.33","0.00","0.00","11.11","28.57","0.00"
"01901","Iruña Oka/Iruña de Oca","19.39","21.21","18.33","27.42","15.29","10.53","10.87","18.67","18.52","11.11","20.73"
"48049","Ispaster","33.33","100.00","33.33","16.67","0.00","16.67","20.00","0.00","27.27","20.00","11.11"
"20047","Itsasondo","33.33","25.00","100.00","30.77","0.00","3.45","20.00","10.71","11.36","10.34","13.04"
"48910","Iurreta","28.73","25.64","20.20","20.92","28.92","17.65","10.42","18.72","19.47","16.42","15.27"
"48050","Izurtza","41.18","26.32","20.00","35.00","10.53","27.59","12.50","11.43","19.35","13.73","7.89"
"48022","Karrantza Harana/Valle de Carranza","27.50","32.00","24.00","50.00","16.67","17.39","18.52","25.00","15.79","15.71","11.36"
"48907","Kortezubi","40.00","33.33","20.00","25.00","33.33","12.50","20.00","10.00","0.00","33.33","0.00"
"01019","Kripan","66.67","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00","0.00","25.00"
"01020","Kuartango","66.67","0.00","0.00","25.00","0.00","16.67","50.00","0.00","0.00",NA,"33.33"
"01028","Labastida/Bastida","29.03","8.70","31.25","14.29","18.18","57.89","10.00","22.22","24.14","25.86","29.63"
"01030","Lagrán","100.00","20.00","50.00","50.00","16.67","0.00","16.67","0.00","12.50","40.00","14.29"
"01031","Laguardia","22.00","24.37","23.81","17.14","15.53","18.82","14.44","14.79","12.93","8.28","11.50"
"01032","Lanciego/Lantziego","31.25","16.67","25.00","12.50","50.00","12.50","16.67","12.82","9.09","8.82","8.33"
"48051","Lanestosa","0.00","0.00","0.00","33.33","0.00","0.00","40.00","20.00","28.57","16.67","0.00"
"01902","Lantarón","31.11","26.67","34.48","26.92","22.58","25.00","16.67","10.00","10.81","17.50","9.43"
"01033","Lapuebla de Labarca","20.00","4.55","17.65","20.00","0.00","11.11","18.18","10.00","6.90","7.14","9.52"
"48052","Larrabetzu","16.67","21.92","13.51","20.51","16.22","7.69","24.53","7.32","14.10","10.00","5.08"
"20048","Larraul","33.33","66.67","0.00","0.00","0.00","0.00","0.00","0.00","50.00",NA,"0.00"
"20902","Lasarte-Oria","25.16","23.81","27.11","18.64","18.02","17.42","16.38","15.65","17.53","13.77","19.92"
"01036","Laudio/Llodio","23.57","25.00","18.48","18.53","12.50","14.32","10.68","11.74","15.73","13.16","14.83"
"48053","Laukiz","42.42","44.44","42.11","31.25","50.00","27.27","33.33","10.00","50.00","9.09","22.22"
"20049","Lazkao","22.62","22.22","20.00","21.67","8.51","38.52","16.18","27.78","21.71","16.44","16.13"
"20050","Leaburu","16.67","33.33","20.00","14.29","0.00","0.00","33.33","18.18","16.67","8.33","28.57"
"20051","Legazpi","28.44","35.42","33.33","39.58","30.53","32.10","22.55","13.16","21.51","21.47","14.81"
"20052","Legorreta","18.18","31.25","35.00","25.00","16.13","23.08","29.17","15.00","31.82","17.39","16.00"
"01058","Legutio","27.01","22.22","18.81","22.73","17.95","14.71","19.01","12.85","14.76","12.11","17.83"
"20068","Leintz-Gatzaga","83.33","0.00","0.00","100.00","100.00","0.00","0.00","0.00","0.00","25.00","0.00"
"48054","Leioa","22.60","23.15","21.63","20.03","16.69","15.58","14.03","10.84","10.84","12.29","11.73"
"48057","Lekeitio","39.58","27.87","22.03","20.00","35.71","24.59","24.66","21.74","21.88","16.87","27.78"
"48055","Lemoa","24.21","32.47","40.00","24.14","30.37","17.72","16.84","18.38","15.14","19.08","20.31"
"48056","Lemoiz","0.00","0.00","0.00","60.00","11.11","0.00","16.67","26.67","0.00","33.33","40.00"
"01034","Leza","50.00","25.00","0.00","50.00","0.00","16.67","50.00","0.00","0.00","14.29","0.00"
"48081","Lezama","43.68","33.33","20.00","24.24","13.79","3.03","13.64","15.38","19.28","21.43","13.04"
"20053","Lezo","37.63","32.93","29.94","29.27","29.90","27.56","29.13","29.73","18.50","21.05","16.17"
"20054","Lizartza","33.33","40.00","60.00","42.86","25.00","22.22","27.27","14.29","21.15","15.79","40.00"
"48903","Loiu","27.40","22.83","28.37","17.30","22.42","18.21","10.29","16.06","19.96","19.20","15.65"
"48058","Mallabia","17.98","40.68","15.22","25.00","6.67","13.64","20.00","19.72","25.24","12.34","20.55"
"48060","Markina-Xemein","29.17","28.57","35.59","39.47","29.79","21.74","43.90","32.47","26.56","29.82","50.70"
"48061","Maruri-Jatabe","27.27","6.67","20.00","22.22","22.22","18.18","40.00","20.00","22.22","31.82","16.67"
"48059","Mañaria","0.00","11.11","14.29","0.00","50.00","50.00","33.33","14.29","8.33","33.33","0.00"
"20901","Mendaro","28.12","11.32","15.09","20.34","8.82","16.67","8.33","8.86","20.00","10.47","16.67"
"48062","Mendata","100.00","100.00","0.00","0.00","0.00","0.00","0.00","0.00",NA,"100.00","0.00"
"48063","Mendexa","62.50","0.00","0.00","66.67","0.00","33.33","0.00","0.00","0.00","30.00","0.00"
"48064","Meñaka","35.29","33.33","60.00","0.00","40.00","26.67","38.10","11.11","22.73","23.53","21.05"
"01039","Moreda de Álava / Moreda Araba","66.67","50.00","50.00","0.00","57.14","17.39","0.00","0.00","100.00","50.00","50.00"
"48066","Morga","33.33","33.33","100.00","25.00","50.00","0.00","0.00","0.00","50.00","0.00","0.00"
"48068","Mundaka","25.64","17.86","31.25","38.10","25.00","17.65","9.52","23.81","33.33","18.75","13.33"
"48069","Mungia","20.92","24.82","24.41","25.79","24.68","15.32","18.58","16.81","16.38","13.43","12.01"
"48007","Munitibar-Arbatzegi Gerrikaitz-","50.00","75.00","0.00","50.00","14.29","33.33","0.00","40.00","14.29","12.50","39.29"
"48908","Murueta","36.36","20.00","33.33","40.00","30.00","33.33","17.65","11.11","16.67","20.00","33.33"
"48071","Muskiz","39.34","22.58","24.03","20.13","13.23","15.34","19.59","13.40","17.45","17.21","23.05"
"20057","Mutiloa","87.50","50.00","25.00","0.00","0.00","40.00","25.00","0.00","42.86","0.00","0.00"
"20056","Mutriku","36.11","36.51","32.69","31.25","40.91","34.38","31.82","27.42","23.46","18.75","23.40"
"48067","Muxika","54.17","22.73","21.43","23.08","5.88","36.36","12.50","10.53","11.76","12.77","2.33"
"48909","Nabarniz","0.00","0.00","50.00","0.00","0.00","50.00","0.00","0.00","0.00","10.00","75.00"
"01041","Navaridas","50.00","0.00","0.00","0.00","0.00","0.00","100.00","50.00","50.00","100.00","0.00"
"20063","Oiartzun","26.56","24.19","21.34","20.87","16.71","18.24","18.27","15.14","16.58","15.74","21.67"
"01042","Okondo","24.24","8.33","11.76","20.00","29.41","21.62","20.00","15.62","27.27","32.00","22.22"
"20058","Olaberria","19.51","11.11","20.34","17.57","17.02","20.31","16.67","16.67","14.48","18.18","13.95"
"48073","Ondarroa","38.41","33.83","44.54","36.50","46.53","38.22","39.75","47.37","37.28","40.36","41.74"
"20076","Ordizia","29.66","26.42","18.75","18.82","19.18","16.55","19.01","18.07","11.39","14.74","15.48"
"20905","Orendain","0.00","0.00","0.00","50.00","100.00","0.00","0.00","0.00","0.00",NA,"0.00"
"20060","Orexa","0.00","0.00","0.00","50.00","50.00","0.00","20.00","0.00","0.00","0.00","33.33"
"20061","Orio","29.73","30.59","27.78","20.48","22.39","17.74","8.64","14.66","20.99","26.26","22.95"
"20062","Ormaiztegi","33.33","39.13","29.41","21.05","21.74","26.32","25.00","8.33","18.75","23.08","13.95"
"48075","Orozko","27.27","37.50","31.82","35.00","25.00","17.39","16.13","16.00","16.13","15.56","20.00"
"48083","Ortuella","29.13","21.61","32.59","26.55","18.18","15.24","18.01","15.41","14.25","18.57","20.00"
"48072","Otxandio","57.14","28.57","50.00","33.33","22.22","37.50","40.00","20.00","26.67","21.05","33.33"
"01043","Oyón-Oion","21.66","18.18","30.21","22.86","24.14","22.55","13.64","9.52","14.20","9.42","9.62"
"20059","Oñati","29.05","30.11","24.86","22.30","31.21","28.17","20.69","19.89","19.41","21.03","14.88"
"20064","Pasaia","39.08","34.30","30.68","33.55","26.32","26.87","25.11","26.75","30.34","34.34","34.68"
"01044","Peñacerrada-Urizaharra","100.00","83.33","0.00","0.00","0.00","0.00","0.00","0.00",NA,NA,"0.00"
"48077","Plentzia","19.67","19.61","20.83","26.09","15.15","12.82","13.64","18.57","13.04","25.49","20.69"
"48078","Portugalete","26.47","24.30","23.87","23.82","18.13","14.77","14.87","10.17","17.58","16.34","15.90"
"01047","Ribera Baja/Erribera Beitia","9.78","14.75","15.91","8.33","25.81","12.82","0.00","7.46","5.56","5.41","4.44"
"01051","Salvatierra/Agurain","32.00","24.53","21.21","20.00","13.64","17.98","21.43","18.33","21.52","13.25","12.20"
"01052","Samaniego","10.00","25.00","14.29","40.00","22.22","0.00","28.21","17.71","23.58","0.00","14.29"
"01053","San Millán/Donemiliaga","4.55","13.33","15.38","15.00","28.57","35.29","9.09","21.43","26.32","10.34","5.00"
"48082","Santurtzi","25.60","26.80","29.72","24.55","18.26","18.16","16.57","17.28","20.03","23.02","18.94"
"20070","Segura","23.53","28.57","36.36","50.00","33.33","25.00","0.00","12.00","14.71","23.81","0.00"
"48084","Sestao","25.25","21.43","27.39","17.55","18.10","16.05","18.86","16.84","13.59","17.14","13.54"
"48904","Sondika","25.42","29.35","32.97","26.75","24.04","22.42","20.33","15.25","15.68","17.12","21.04"
"48085","Sopela","25.00","21.15","17.12","18.64","18.18","16.88","19.51","14.81","15.81","8.76","13.57"
"48086","Sopuerta","23.53","27.78","28.12","38.10","4.55","34.78","23.33","26.92","21.74","21.74","9.09"
"20065","Soraluze-Placencia de las Armas","37.50","24.56","36.96","25.93","29.63","25.45","18.75","18.00","12.96","31.76","14.89"
"48076","Sukarrieta","33.33","37.50","20.00","0.00","0.00","9.09","0.00","0.00","10.00","6.67","0.00"
"20071","Tolosa","26.98","24.68","24.83","27.46","22.03","14.29","20.16","18.91","23.35","19.47","24.78"
"48087","Trucios-Turtzioz","25.00","33.33","50.00","50.00","33.33","20.00","33.33","20.00","15.38","25.00","50.00"
"48088","Ubide","0.00","0.00","0.00","100.00","0.00","0.00","0.00","0.00",NA,"0.00","0.00"
"48065","Ugao-Miraballes","28.38","25.00","27.78","15.79","24.49","14.58","20.83","22.32","24.32","19.13","15.87"
"48089","Urduliz","26.67","20.78","39.13","20.00","36.54","22.50","20.69","22.64","17.32","16.39","10.71"
"48074","Urduña/Orduña","33.33","26.67","35.29","14.29","27.27","25.64","22.22","17.39","34.67","16.39","18.87"
"01054","Urkabustaiz","46.67","16.67","44.44","11.11","9.09","20.00","7.14","20.00","7.14","12.12","5.88"
"20072","Urnieta","25.73","32.12","32.74","19.39","17.65","26.57","18.79","12.02","14.01","21.02","12.78"
"20077","Urretxu","35.29","20.00","22.08","23.61","25.32","19.51","15.74","20.57","20.57","24.00","14.81"
"20073","Usurbil","28.21","23.79","15.61","13.08","12.50","9.76","12.99","11.11","10.47","11.62","16.33"
"01055","Valdegovía/Gaubea","50.00","23.08","0.00","12.50","16.67","16.00","30.77","50.00","12.24","33.33","16.67"
"48080","Valle de Trápaga-Trapagaran","24.95","21.32","21.88","18.13","16.26","20.30","17.04","14.16","13.84","13.18","16.67"
"20075","Villabona","34.72","28.07","25.64","10.87","11.43","19.70","17.74","17.57","7.14","18.31","17.72"
"01057","Villabuena de Álava/Eskuernaga","22.22","27.27","12.50","11.11","31.25","23.81","22.73","11.54","9.52","7.14","26.67"
"01059","Vitoria-Gasteiz","23.69","23.17","22.72","18.38","15.43","14.90","16.08","14.07","13.69","14.56","13.62"
"01060","Yécora/Iekora","42.86","37.50","0.00","0.00","28.57","30.77","16.67","20.00","18.18","20.00","0.00"
"48095","Zaldibar","29.29","37.33","36.00","18.18","28.85","25.00","19.05","18.37","21.79","10.58","20.90"
"20078","Zaldibia","21.88","21.05","32.00","22.22","31.58","38.10","33.33","13.51","20.00","13.64","22.22"
"01061","Zalduondo","0.00","100.00","0.00","0.00","0.00","100.00","0.00","0.00",NA,"0.00","0.00"
"48096","Zalla","37.11","31.45","23.38","35.87","23.81","26.67","26.17","13.83","13.19","16.98","19.50"
"01062","Zambrana","33.33","33.33","50.00","0.00","0.00","50.00","0.00","33.33","50.00","11.11","0.00"
"48905","Zamudio","18.83","19.18","17.13","18.42","12.90","9.84","10.31","8.46","9.79","12.59","11.10"
"48097","Zaratamo","27.69","17.14","26.03","25.00","23.91","34.13","25.30","8.06","12.50","16.67","12.30"
"20079","Zarautz","24.23","24.46","23.39","25.33","13.31","14.36","16.79","16.33","13.61","19.24","12.78"
"48024","Zeanuri","39.13","29.41","33.33","12.50","0.00","45.45","38.46","0.00","20.00","42.86","57.14"
"48025","Zeberio","75.00","50.00","33.33","80.00","16.67","41.18","35.00","15.00","10.53","50.00","30.00"
"20025","Zegama","33.33","29.17","27.27","46.67","0.00","7.69","25.00","26.32","22.22","26.32","42.86"
"20026","Zerain","33.33","0.00","50.00","0.00","0.00","33.33","33.33","11.11","9.09","0.00","0.00"
"20027","Zestoa","16.22","22.09","23.01","16.92","30.00","18.39","15.08","11.11","23.20","14.16","20.00"
"48913","Zierbena","31.36","28.79","23.26","28.70","28.57","20.63","18.57","19.40","17.31","19.70","34.69"
"01018","Zigoitia","17.48","14.10","9.84","16.00","10.64","4.31","3.45","6.67","2.52","3.33","3.50"
"48915","Ziortza-Bolibar","50.00","0.00","0.00","0.00","33.33","16.67","0.00","14.29","20.00",NA,"50.70"
