"Udalerri kodea","Udalerria","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004"
"48001","Abadiño","4.03","4.03","4.03","3.95","44.12","44.92","44.92","44.92","44.92","44.92","37.73","0.00","0.00"
"20001","Abaltzisketa","35.14","35.14","35.14","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"48002","Abanto y Ciérvana-Abanto Zierbena","22.97","22.97","22.97","23.26","27.55","27.55","19.59","22.51","22.51","22.51","22.51","22.51","25.87"
"20002","Aduna","30.16","30.16","30.16","29.69","25.68","25.68","25.68","25.68","25.68","19.70","19.70","22.41","22.41"
"20016","Aia","11.71","11.78","11.78","11.88","24.86","24.86","24.86","24.86","42.36","46.58","46.58","46.58","46.58"
"20003","Aizarnazabal","12.50","12.50","12.50","12.99","17.39","17.39","17.39","17.39","17.39","17.39","17.39","17.39","17.39"
"48911","Ajangiz","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20004","Albiztur","0.00","0.00","0.00","0.00","17.95","17.95","17.95","17.95","17.95","17.95","17.95","17.95","0.00"
"20005","Alegia","0.00","0.00","0.00","0.00","22.47","20.41","20.41","20.41","20.41","20.41","20.41","20.41","16.13"
"01001","Alegría-Dulantzi","51.88","51.88","51.88","52.68","49.69","49.69","49.69","49.69","49.69","15.24","15.24","15.24","15.24"
"20006","Alkiza","0.00","0.00","0.00","0.00","15.22","15.22","13.04","13.04","13.04","15.22","13.04","15.22","15.22"
"48912","Alonsotegi","6.20","6.20","6.20","6.25","13.33","13.33","13.33","13.33","13.16","17.35","17.35","17.33","17.33"
"20906","Altzaga","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20007","Altzo","26.42","26.42","26.42","27.78","27.78","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20008","Amezketa","14.02","14.02","14.02","13.66","12.43","12.43","12.43","12.43","12.43","12.36","0.00","0.00","0.00"
"48003","Amorebieta-Etxano","9.46","9.46","9.42","9.27","24.87","24.94","24.94","24.94","24.95","25.99","26.20","36.75","41.93"
"48004","Amoroto","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"01002","Amurrio","23.50","24.24","24.23","27.38","32.15","31.68","31.68","31.68","31.68","31.68","31.49","31.52","31.52"
"20009","Andoain","22.03","22.03","22.03","22.02","22.02","25.89","25.89","25.89","25.89","25.89","25.89","25.89","25.89"
"20010","Anoeta","30.22","30.22","30.22","28.78","23.53","13.42","13.42","13.42","13.42","13.42","13.42","13.42","13.42"
"20011","Antzuola","15.03","15.03","15.03","14.74","15.05","15.05","15.05","15.30","15.30","15.14","15.14","14.13","14.13"
"48005","Arakaldo","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20012","Arama","0.00","0.00","0.00","0.00","34.78","34.78","34.78","34.78","34.78","34.78","34.78","34.78","34.78"
"01003","Aramaio","4.57","4.57","4.83","4.83","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"48006","Arantzazu","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"48093","Areatza","5.67","5.67","30.41","31.41","37.17","37.17","37.17","37.17","37.17","37.17","39.00","39.00","39.00"
"20013","Aretxabaleta","0.00","0.00","0.00","0.00","12.65","12.65","12.65","12.65","12.65","12.65","12.65","19.85","20.36"
"01006","Armiñón","14.35","14.35","14.35","15.24","21.78","21.78","21.78","21.78","21.78","21.78","21.78","21.78","21.78"
"01037","Arraia-Maeztu","6.15","6.15","6.15","6.14","6.29","6.29","6.29","6.31","6.31","6.31","6.31","10.63","6.32"
"48009","Arrankudiaga","3.86","3.86","3.86","4.27","5.06","5.24","5.14","12.79","12.79","12.79","12.79","12.79","20.49"
"20055","Arrasate/Mondragón","16.50","16.50","16.50","20.11","19.57","38.17","38.17","38.17","37.89","37.89","37.38","17.63","15.86"
"48914","Arratzu","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"01008","Arratzua-Ubarrundia","26.19","26.19","26.19","25.62","22.05","22.05","21.92","21.92","21.92","22.05","21.92","22.05","22.05"
"48010","Arrieta","13.98","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"48011","Arrigorriaga","11.19","11.19","11.19","14.16","27.51","27.51","27.51","27.51","27.51","27.51","27.51","27.51","32.04"
"48023","Artea","19.49","19.49","19.49","19.48","17.11","17.11","17.11","17.11","17.43","17.43","17.43","17.43","18.31"
"48008","Artzentales","11.58","11.58","11.58","9.88","9.52","9.52","9.52","9.52","9.52","9.52","9.52","9.52","9.52"
"01004","Artziniega","33.79","33.79","33.79","34.46","37.16","17.35","17.35","17.35","17.35","17.35","17.35","17.35","17.35"
"01009","Asparrena","26.52","26.52","26.52","26.50","25.60","25.60","25.60","25.60","26.53","26.53","28.55","28.55","0.00"
"20014","Asteasu","7.88","7.88","7.88","7.32","10.80","10.80","10.80","10.80","10.80","30.30","30.30","30.30","30.30"
"20903","Astigarraga","14.34","19.54","19.31","18.96","19.10","19.10","30.29","30.29","14.44","14.41","14.44","14.41","14.41"
"20015","Ataun","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"48091","Atxondo","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"48070","Aulesti","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"01010","Ayala/Aiara","11.19","11.37","11.37","11.14","11.58","11.58","11.58","11.58","13.80","13.80","12.42","12.42","0.00"
"20017","Azkoitia","20.75","21.02","21.02","20.37","20.32","20.32","20.32","20.32","20.32","10.29","10.44","10.25","10.25"
"20018","Azpeitia","8.31","8.31","8.31","14.24","21.89","16.93","16.93","16.93","16.93","22.36","22.49","22.49","22.49"
"01049","Añana","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"48012","Bakio","51.31","51.31","51.31","51.25","62.85","62.87","62.87","62.87","62.81","62.87","62.87","68.27","74.30"
"20904","Baliarrain","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"48090","Balmaseda","17.30","17.30","17.30","17.19","19.40","19.40","19.40","19.40","18.13","18.20","18.20","18.20","47.31"
"48013","Barakaldo","1.26","1.26","1.26","1.21","10.95","10.98","10.98","10.98","10.98","10.98","11.21","11.44","10.81"
"48014","Barrika","9.61","9.61","9.61","9.37","60.45","68.34","68.34","68.34","68.34","68.34","68.34","68.34","87.48"
"01013","Barrundia","8.96","8.96","8.96","9.09","9.19","10.55","10.55","10.55","10.55","10.55","10.52","10.53","10.53"
"48015","Basauri","6.81","6.85","6.85","6.70","9.44","9.44","9.44","9.51","9.51","11.60","13.78","14.26","25.00"
"01011","Baños de Ebro/Mañueta","15.05","14.98","15.05","14.09","12.09","12.09","12.32","12.56","13.20","13.20","16.99","16.99","16.99"
"20019","Beasain","13.88","14.26","14.26","14.44","14.59","14.59","14.59","14.66","14.66","6.19","6.19","6.19","6.55"
"48092","Bedia","6.73","6.73","6.73","6.79","22.99","22.99","22.99","22.99","22.99","23.26","23.62","23.62","23.62"
"20020","Beizama","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20021","Belauntza","35.96","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"48016","Berango","17.35","17.35","24.37","23.99","24.77","39.70","39.70","39.70","39.70","39.70","39.70","39.70","58.51"
"01014","Berantevilla","16.43","16.43","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20022","Berastegi","5.82","5.82","5.82","5.76","6.92","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20074","Bergara","4.89","4.89","4.89","4.48","5.29","5.29","5.29","5.42","5.42","5.42","5.42","5.42","5.42"
"48017","Bermeo","8.04","7.58","14.77","14.90","14.05","14.05","14.05","14.05","14.05","14.05","14.05","18.92","18.92"
"01016","Bernedo","14.04","14.04","14.04","14.36","14.38","14.38","14.38","14.38","14.38","14.38","14.38","14.38","16.94"
"48018","Berriatua","0.00","0.00","0.00","0.00","14.89","14.89","14.89","14.89","14.89","14.89","15.18","15.38","51.69"
"48019","Berriz","0.00","0.00","0.00","0.00","15.79","15.79","15.79","15.79","15.79","15.96","15.96","15.96","17.02"
"20023","Berrobi","23.08","30.00","25.81","26.37","32.43","32.43","32.43","32.43","32.43","13.75","13.75","13.75","13.75"
"20024","Bidania-Goiatz","8.89","15.38","15.38","15.65","14.71","14.71","39.50","39.50","39.50","39.50","39.50","39.50","39.50"
"48020","Bilbao","0.70","0.70","0.00","0.00","6.75","6.75","6.75","6.75","6.90","6.95","6.94","10.59","11.13"
"48021","Busturia","10.77","10.77","10.77","10.95","10.80","10.80","10.92","10.92","10.92","10.92","10.92","8.59","8.80"
"01017","Campezo/Kanpezu","41.59","41.59","41.59","41.19","44.98","44.98","44.98","44.98","44.98","44.98","44.98","44.98","44.98"
"20029","Deba","6.19","6.19","6.19","6.62","6.57","6.57","6.57","6.57","6.57","0.00","0.00","0.00","0.00"
"48901","Derio","75.47","75.47","75.47","73.89","82.24","82.24","82.14","82.14","82.14","82.14","82.14","82.29","83.97"
"48026","Dima","19.67","19.67","19.67","19.83","21.79","21.79","21.79","14.57","14.57","4.59","4.59","4.70","47.73"
"20069","Donostia / San Sebastián","16.37","16.43","19.19","19.38","20.82","20.82","22.33","22.33","18.53","20.64","20.66","20.66","20.72"
"48027","Durango","14.89","14.89","14.89","15.60","8.69","8.80","8.80","8.80","12.63","12.63","12.63","17.15","17.15"
"48028","Ea","0.00","6.88","6.88","7.01","12.40","12.40","12.50","12.50","12.50","12.40","12.50","12.40","12.40"
"20030","Eibar","7.80","7.21","7.21","8.58","7.11","6.81","6.81","6.81","6.68","9.31","3.55","3.52","3.78"
"48031","Elantxobe","53.52","53.52","53.52","56.52","56.52","56.52","56.52","20.75","20.75","20.75","20.75","20.75","20.75"
"01021","Elburgo/Burgelu","12.43","12.43","12.43","12.09","21.89","21.89","21.89","21.89","22.31","22.31","22.50","22.45","22.45"
"01022","Elciego","20.35","20.35","20.35","20.61","20.61","20.61","20.61","20.61","20.61","20.61","20.61","20.61","20.61"
"20031","Elduain","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20033","Elgeta","0.00","0.00","0.00","0.00","20.63","20.63","20.63","20.63","20.63","20.63","20.63","20.63","20.63"
"20032","Elgoibar","4.67","4.67","4.67","3.35","24.03","24.03","24.03","24.03","24.03","24.24","24.21","65.10","23.58"
"48032","Elorrio","6.78","6.78","6.78","6.97","6.58","30.64","30.64","30.79","30.79","36.01","21.46","17.63","26.65"
"01023","Elvillar/Bilar","13.89","13.89","13.89","13.95","13.95","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"48902","Erandio","14.55","14.74","16.31","15.10","26.15","26.15","26.17","26.17","24.70","24.82","24.94","25.68","25.68"
"48033","Ereño","13.03","13.03","13.03","12.54","12.68","12.65","12.65","12.65","12.65","12.65","12.65","12.65","41.75"
"48034","Ermua","26.39","0.00","0.00","0.00","33.52","36.51","36.85","36.85","36.85","37.10","36.92","37.10","37.10"
"20067","Errenteria","30.06","28.52","28.52","28.43","50.11","50.11","50.11","50.42","50.42","53.19","53.03","53.03","23.76"
