"Udalerri kodea","Udalerria","2009","2008","2007","2006","2005"
"48001","Abadiño","43.75","43.75","43.75","43.75","43.75"
"20001","Abaltzisketa","25.00","25.00","50.00","50.00","50.00"
"48002","Abanto y Ciérvana-Abanto Zierbena","30.77","24.00","23.08","23.08","23.08"
"20002","Aduna","80.00","100.00","100.00","100.00","50.00"
"20016","Aia","33.33","18.18","66.67","66.67","66.67"
"20003","Aizarnazabal","20.00","25.00","25.00","25.00","100.00"
"48911","Ajangiz","66.67","50.00","50.00","50.00","50.00"
"20004","Albiztur","66.67","66.67","66.67","66.67","0.00"
"20005","Alegia",NA,NA,NA,"33.33","33.33"
"01001","Alegría-Dulantzi","75.00","83.33","83.33","71.43","71.43"
"20006","Alkiza","0.00","25.00","0.00","0.00","0.00"
"48912","Alonsotegi","87.50","75.00","40.00","40.00","40.00"
"20906","Altzaga","100.00","100.00","100.00","100.00","100.00"
"20007","Altzo","80.00","80.00","80.00","80.00","80.00"
"20008","Amezketa","100.00","100.00","100.00","100.00","100.00"
"48003","Amorebieta-Etxano","44.00","44.00","55.56","44.44","44.44"
"48004","Amoroto","66.67","100.00","100.00","100.00","100.00"
"01002","Amurrio","85.71","85.71","78.57","78.57","71.43"
"20009","Andoain","21.21","21.21","21.21","21.21","21.21"
"20010","Anoeta","100.00","100.00","100.00","100.00","100.00"
"20011","Antzuola",NA,NA,NA,"14.29","14.29"
"48005","Arakaldo","28.57","33.33","33.33","33.33","33.33"
"20012","Arama","33.33","33.33","33.33","33.33","33.33"
"01003","Aramaio","66.67","66.67","50.00","50.00","50.00"
"48006","Arantzazu","50.00","66.67","50.00","50.00","40.00"
"48093","Areatza","37.50","37.50","37.50","42.86","40.00"
"20013","Aretxabaleta","13.33","53.33","26.32","26.32","26.32"
"01006","Armiñón","100.00","40.00","40.00","40.00","40.00"
"01037","Arraia-Maeztu","31.25","31.25","31.25","33.33","33.33"
"48009","Arrankudiaga","83.33",NA,NA,"0.00","0.00"
"20055","Arrasate/Mondragón","48.39","48.39","33.33","36.67","28.57"
"48914","Arratzu","50.00","0.00","0.00","0.00","0.00"
"01008","Arratzua-Ubarrundia","50.00","50.00","50.00","50.00","50.00"
"48010","Arrieta","100.00","100.00","100.00","80.00","80.00"
"48011","Arrigorriaga","57.14","37.50","14.29","14.29","14.29"
"48023","Artea","40.00","40.00","40.00","40.00","66.67"
"48008","Artzentales","60.00","60.00","50.00","50.00","50.00"
"01004","Artziniega","60.00","60.00","20.00","20.00","20.00"
"01009","Asparrena","82.61","78.95","38.89","38.89","50.00"
"20014","Asteasu","85.71","85.71","100.00","100.00","100.00"
"20903","Astigarraga","60.00","60.00","70.00","70.00","100.00"
