"Udalerri kodea","Udalerria","2012","2010","2008","2005","2000"
"48001","Abadiño","75.254.00","73.690.00","72.881.00","67.047.00","52.709.00"
"20001","Abaltzisketa","33.521.00","30.317.00","41.211.00","42.503.00","32.952.00"
"48002","Abanto y Ciérvana-Abanto Zierbena","53.540.00","52.130.00","54.080.00","47.771.00","38.953.00"
"20002","Aduna","61.151.00","58.117.00","66.713.00","52.545.00","42.013.00"
"20016","Aia","54.254.00","54.453.00","58.643.00","58.652.00","40.066.00"
"20003","Aizarnazabal","73.076.00","73.341.00","74.098.00","72.931.00","51.567.00"
"48911","Ajangiz","67.851.00","76.240.00","53.533.00","46.157.00","43.812.00"
"20004","Albiztur","73.519.00","69.435.00","66.096.00","61.849.00","50.235.00"
"20005","Alegia","70.050.00","66.754.00","75.843.00","62.778.00","57.712.00"
"01001","Alegría-Dulantzi","67.765.00","63.780.00","78.163.00","71.434.00","57.170.00"
"20006","Alkiza","48.907.00","42.813.00","40.699.00","46.846.00","43.507.00"
"48912","Alonsotegi","84.760.00","47.480.00","62.348.00","62.313.00","49.792.00"
"20906","Altzaga","41.088.00","38.485.00","43.740.00","34.978.00","55.835.00"
"20007","Altzo","102.604.00","99.930.00","89.462.00","99.199.00","67.563.00"
"20008","Amezketa","78.662.00","73.933.00","71.208.00","53.771.00","47.459.00"
"48003","Amorebieta-Etxano","69.568.00","75.613.00","78.236.00","69.032.00","58.830.00"
"48004","Amoroto","68.924.00","79.373.00","74.175.00","74.646.00","48.028.00"
"01002","Amurrio","77.634.00","68.772.00","102.491.00","82.724.00","52.451.00"
"20009","Andoain","75.476.00","73.723.00","64.139.00","59.491.00","50.646.00"
"20010","Anoeta","75.473.00","59.031.00","63.221.00","66.356.00","70.162.00"
"20011","Antzuola","77.337.00","71.215.00","68.968.00","66.129.00","54.756.00"
"48005","Arakaldo","46.941.00","48.644.00","53.523.00","47.515.00","37.249.00"
"20012","Arama","59.211.00","58.198.00","57.009.00","56.813.00","62.102.00"
"01003","Aramaio","52.904.00","39.494.00","52.579.00","47.022.00","45.284.00"
"48006","Arantzazu","60.255.00","59.640.00","112.141.00","81.667.00","61.458.00"
"48093","Areatza","63.072.00","63.714.00","115.009.00","61.999.00","55.457.00"
"20013","Aretxabaleta","70.062.00","64.401.00","70.256.00","55.664.00","46.360.00"
"01006","Armiñón","83.964.00","78.075.00","62.763.00","78.184.00","45.965.00"
"01037","Arraia-Maeztu","68.115.00","78.028.00","69.708.00","58.839.00","46.477.00"
"48009","Arrankudiaga","61.007.00","63.857.00","73.248.00","60.148.00","42.344.00"
"20055","Arrasate/Mondragón","71.076.00","69.718.00","64.854.00","57.717.00","42.191.00"
"48914","Arratzu","47.340.00","75.907.00","50.938.00","56.273.00","28.207.00"
"01008","Arratzua-Ubarrundia","60.382.00","49.275.00","85.844.00","68.111.00","67.781.00"
"48010","Arrieta","51.759.00","61.557.00","55.412.00","38.702.00","30.913.00"
"48011","Arrigorriaga","60.973.00","61.304.00","66.494.00","58.287.00","51.893.00"
"48023","Artea","59.392.00","49.461.00","46.822.00","44.701.00","50.446.00"
"48008","Artzentales","42.083.00","45.292.00","42.539.00","44.841.00","41.614.00"
"01004","Artziniega","63.181.00","54.834.00","82.357.00","73.997.00","51.162.00"
"01009","Asparrena","77.577.00","85.614.00","102.319.00","103.605.00","54.323.00"
"20014","Asteasu","67.913.00","68.868.00","80.328.00","61.566.00","47.503.00"
"20903","Astigarraga","53.505.00","56.054.00","53.016.00","48.507.00","40.761.00"
"20015","Ataun","49.281.00","56.708.00","68.216.00","61.627.00","59.630.00"
"48091","Atxondo","85.189.00","77.962.00","80.460.00","76.701.00","46.302.00"
"48070","Aulesti","73.169.00","64.531.00","72.912.00","68.842.00","43.802.00"
"01010","Ayala/Aiara","48.555.00","40.357.00","48.114.00","41.200.00","39.158.00"
"20017","Azkoitia","61.984.00","60.269.00","71.070.00","61.972.00","52.092.00"
"20018","Azpeitia","57.551.00","57.848.00","73.849.00","66.529.00","51.609.00"
"01049","Añana","97.653.00","104.388.00","68.090.00","70.486.00","58.748.00"
"48012","Bakio","79.759.00","106.611.00","124.271.00","86.455.00","72.801.00"
"20904","Baliarrain","38.775.00","38.760.00","65.174.00","35.175.00","27.967.00"
"48090","Balmaseda","58.748.00","60.077.00","75.658.00","58.719.00","58.976.00"
"48013","Barakaldo","69.667.00","64.188.00","72.219.00","67.303.00","50.554.00"
"48014","Barrika","55.016.00","51.161.00","52.679.00","61.997.00","51.456.00"
"01013","Barrundia","55.804.00","54.732.00","55.603.00","56.762.00","60.605.00"
"48015","Basauri","66.535.00","65.094.00","71.967.00","61.561.00","49.560.00"
"01011","Baños de Ebro/Mañueta","35.112.00","40.113.00","57.697.00","55.620.00","42.094.00"
"20019","Beasain","89.521.00","82.290.00","84.561.00","58.205.00","48.284.00"
"48092","Bedia","65.597.00","67.223.00","69.601.00","52.809.00","36.550.00"
"20020","Beizama","47.392.00","45.508.00","38.474.00","29.742.00","34.026.00"
"20021","Belauntza","52.497.00","39.429.00","42.384.00","40.808.00","39.303.00"
"48016","Berango","67.237.00","64.394.00","71.259.00","64.408.00","52.882.00"
"01014","Berantevilla","58.751.00","45.396.00","54.276.00","49.163.00","33.318.00"
"20022","Berastegi","72.927.00","68.685.00","58.725.00","74.143.00","67.011.00"
"20074","Bergara","64.773.00","74.027.00","73.047.00","59.096.00","49.802.00"
"48017","Bermeo","87.267.00","65.249.00","69.449.00","59.692.00","47.089.00"
"01016","Bernedo","59.769.00","70.676.00","54.968.00","45.936.00","34.675.00"
"48018","Berriatua","57.799.00","66.179.00","54.535.00","46.867.00","32.816.00"
"48019","Berriz","64.611.00","55.050.00","60.656.00","59.784.00","46.784.00"
"20023","Berrobi","56.030.00","61.470.00","75.613.00","64.143.00","48.755.00"
"20024","Bidania-Goiatz","48.822.00","47.093.00","55.169.00","57.676.00","43.800.00"
"48020","Bilbao","63.523.00","61.030.00","61.550.00","53.859.00","43.705.00"
"48021","Busturia","64.418.00","61.939.00","61.653.00","66.874.00","53.268.00"
"01017","Campezo/Kanpezu","62.845.00","56.837.00","56.464.00","52.693.00","45.869.00"
"20029","Deba","67.928.00","59.883.00","66.778.00","55.289.00","48.899.00"
"48901","Derio","53.496.00","53.671.00","55.450.00","44.089.00","40.537.00"
"48026","Dima","45.061.00","47.940.00","52.389.00","71.428.00","42.216.00"
"20069","Donostia / San Sebastián","64.971.00","64.206.00","62.352.00","54.788.00","45.219.00"
"48027","Durango","70.254.00","74.713.00","67.002.00","56.037.00","51.304.00"
"48028","Ea","82.600.00","78.438.00","76.352.00","90.172.00","51.093.00"
"20030","Eibar","67.640.00","63.437.00","64.389.00","56.956.00","49.491.00"
"48031","Elantxobe","105.000.00","87.193.00","85.406.00","89.234.00","55.554.00"
"01021","Elburgo/Burgelu","57.143.00","53.474.00","75.609.00","63.343.00","56.742.00"
"01022","Elciego","77.322.00","78.163.00","83.353.00","111.250.00","96.406.00"
"20031","Elduain","47.091.00","39.278.00","37.549.00","26.979.00","28.932.00"
"20033","Elgeta","64.687.00","62.507.00","67.475.00","53.877.00","49.664.00"
"20032","Elgoibar","71.530.00","68.040.00","66.981.00","61.722.00","51.644.00"
"48032","Elorrio","58.832.00","63.080.00","73.501.00","52.062.00","48.169.00"
"01023","Elvillar/Bilar","49.828.00","51.716.00","66.479.00","86.209.00","54.557.00"
"48902","Erandio","61.864.00","57.121.00","55.968.00","51.431.00","48.338.00"
"48033","Ereño","44.324.00","40.476.00","55.982.00","53.915.00","35.307.00"
"48034","Ermua","66.197.00","63.421.00","64.763.00","68.741.00","55.487.00"
"20067","Errenteria","66.176.00","63.117.00","71.277.00","65.942.00","58.641.00"
"20066","Errezil","46.671.00","47.568.00","41.128.00","47.049.00","37.561.00"
"01046","Erriberagoitia/Ribera Alta","58.281.00","48.753.00","59.119.00","53.095.00","46.757.00"
"48079","Errigoiti","51.901.00","42.186.00","48.747.00","53.361.00","46.726.00"
"20034","Eskoriatza","64.135.00","63.668.00","62.248.00","59.713.00","47.998.00"
"48029","Etxebarri","65.722.00","77.976.00","71.272.00","63.965.00","48.487.00"
"48030","Etxebarria","78.327.00","75.927.00","61.349.00","52.377.00","40.086.00"
"20035","Ezkio-Itsaso","62.499.00","53.396.00","61.030.00","52.562.00","41.375.00"
"48906","Forua","56.236.00","55.732.00","70.637.00","82.871.00","58.028.00"
"48035","Fruiz","61.198.00","59.620.00","140.185.00","56.273.00","48.524.00"
"20038","Gabiria","46.849.00","44.182.00","51.630.00","51.695.00","40.673.00"
"20037","Gaintza","41.273.00","29.694.00","39.927.00","41.470.00","27.711.00"
"48036","Galdakao","68.578.00","76.652.00","65.692.00","62.311.00","49.355.00"
"48037","Galdames","50.621.00","44.503.00","50.212.00","47.536.00","39.777.00"
"48038","Gamiz-Fika","44.292.00","41.794.00","40.012.00","39.696.00","32.280.00"
"48039","Garai","53.719.00","51.535.00","50.001.00","43.806.00","50.948.00"
"48040","Gatika","70.820.00","69.298.00","68.584.00","56.611.00","40.728.00"
"48041","Gautegiz Arteaga","72.010.00","68.004.00","64.169.00","63.806.00","55.842.00"
"20907","Gaztelu","38.171.00","24.228.00","33.055.00","23.805.00","33.632.00"
"48046","Gernika-Lumo","63.738.00","59.264.00","63.831.00","52.942.00","45.320.00"
"20039","Getaria","70.402.00","72.440.00","57.011.00","58.842.00","42.533.00"
"48044","Getxo","73.394.00","70.698.00","62.969.00","57.080.00","54.065.00"
"48047","Gizaburuaga","45.923.00","53.385.00","34.495.00","43.267.00","27.293.00"
"48042","Gordexola","56.277.00","47.610.00","51.379.00","56.541.00","42.086.00"
"48043","Gorliz","91.606.00","85.612.00","92.591.00","71.968.00","66.185.00"
"48045","Güeñes","83.284.00","65.150.00","82.498.00","94.036.00","59.263.00"
"01056","Harana/Valle de Arana","44.016.00","45.752.00","39.520.00","36.644.00","35.886.00"
"20040","Hernani","70.358.00","71.029.00","74.113.00","64.863.00","53.116.00"
"20041","Hernialde","46.831.00","37.368.00","40.447.00","33.750.00","36.867.00"
"20036","Hondarribia","69.632.00","69.368.00","65.873.00","58.387.00","55.443.00"
"20042","Ibarra","68.065.00","58.281.00","55.221.00","58.100.00","54.175.00"
"48048","Ibarrangelu","82.554.00","73.529.00","74.289.00","60.155.00","60.407.00"
"20043","Idiazabal","70.124.00","76.163.00","88.442.00","72.219.00","55.125.00"
"48094","Igorre","68.134.00","77.449.00","68.342.00","64.728.00","50.538.00"
"20044","Ikaztegieta","68.206.00","65.600.00","61.850.00","61.037.00","49.066.00"
"20045","Irun","67.989.00","63.376.00","59.896.00","54.494.00","49.861.00"
"20046","Irura","98.434.00","97.916.00","113.293.00","81.494.00","52.291.00"
"01027","Iruraiz-Gauna","59.281.00","45.695.00","45.692.00","45.234.00","43.699.00"
"01901","Iruña Oka/Iruña de Oca","67.055.00","55.646.00","75.590.00","67.519.00","64.741.00"
"48049","Ispaster","58.535.00","49.711.00","53.247.00","52.750.00","32.951.00"
"20047","Itsasondo","63.693.00","64.487.00","63.068.00","63.901.00","65.749.00"
"48910","Iurreta","81.667.00","62.766.00","79.673.00","69.477.00","50.024.00"
"48050","Izurtza","64.837.00","62.232.00","62.062.00","57.599.00","53.647.00"
"48022","Karrantza Harana/Valle de Carranza","37.190.00","45.720.00","51.738.00","37.722.00","35.385.00"
"48907","Kortezubi","65.241.00","61.505.00","63.328.00","45.954.00","28.268.00"
"01019","Kripan","42.207.00","38.203.00","63.259.00","51.748.00","57.991.00"
"01020","Kuartango","67.216.00","51.058.00","60.519.00","45.935.00","42.394.00"
"01028","Labastida/Bastida","82.269.00","76.001.00","85.518.00","67.987.00","60.648.00"
"01030","Lagrán","50.171.00","45.940.00","43.409.00","37.787.00","42.037.00"
"01031","Laguardia","67.414.00","63.923.00","71.551.00","57.748.00","53.710.00"
"01032","Lanciego/Lantziego","71.675.00","71.883.00","72.830.00","64.252.00","57.202.00"
"48051","Lanestosa","44.327.00","103.670.00","47.245.00","47.571.00","51.575.00"
"01902","Lantarón","74.771.00","72.374.00","81.769.00","80.451.00","60.252.00"
"01033","Lapuebla de Labarca","61.720.00","58.846.00","68.578.00","63.862.00","41.348.00"
"48052","Larrabetzu","61.540.00","48.218.00","62.960.00","58.074.00","38.401.00"
"20048","Larraul","38.771.00","35.326.00","45.487.00","58.625.00","32.203.00"
"20902","Lasarte-Oria","73.442.00","74.618.00","63.228.00","54.838.00","53.454.00"
