"Udalerri kodea","Udalerria","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002"
"20011","Antzuola","0.92","7.30","6.39","8.70","8.25","11.50","10.16","4.17","5.16","5.25","-1.94","0.50","6.22","3.67"
"48005","Arakaldo","-12.74","-6.62","14.60","7.81","7.87","25.00","-9.62","0.00","-10.53","0.00","10.87","10.75","-10.53","0.00"
"20012","Arama","9.62","-9.35","0.00","9.59","0.00","-14.29","4.78","15.46","0.00","-16.76","17.75","6.10","0.00","12.12"
"01003","Aramaio","-1.32","7.34","0.00","-3.33","1.99","1.34","-2.00","-0.67","-2.68","5.36","3.34","8.03","0.67","1.35"
"48006","Arantzazu","-5.26","-7.87","21.51","11.05","8.40","8.82","3.17","-6.54","-9.80","-10.00","0.00","7.04","3.55","-3.50"
"48093","Areatza","2.49","-4.99","0.00","1.63","6.65","3.45","3.52","-3.57","0.00","-5.58","1.90","-0.97","-14.65","0.00"
"20013","Aretxabaleta","2.43","3.01","1.72","5.37","2.36","2.68","1.34","6.15","7.12","2.61","6.25","5.55","2.55","4.01"
"01006","Armiñón","4.18","-12.15","20.49","4.27","-4.35","0.00","9.26","4.93","10.05","10.58","0.00","11.83","6.02","0.00"
"01037","Arraia-Maeztu","0.00","7.01","-11.07","-4.08","9.58","1.40","-7.05","-5.64","1.40","1.38","-6.84","2.72","-12.21","1.36"
"48009","Arrankudiaga","2.04","0.00","-8.26","4.16","-2.11","7.55","1.09","3.34","8.07","-4.78","9.84","-3.79","-3.86","-14.07"
"20055","Arrasate/Mondragón","-1.63","-1.50","-1.77","-2.36","-1.05","-0.59","-1.45","-1.36","-1.81","-0.90","-2.00","-0.57","-1.00","-0.56"
"48914","Arratzu","-14.71","-7.46","7.63","0.00","-5.14","-2.60","2.65","-2.72","0.00","-14.20","2.87","-22.73","0.00","-8.15"
"01008","Arratzua-Ubarrundia","-4.05","0.00","0.00","5.09","4.14","3.22","-1.09","0.00","0.00","1.15","2.40","-8.74","-5.29","-4.16"
"48010","Arrieta","-8.82","-3.49","0.00","-7.30","-5.48","-18.18","-5.41","-14.52","-3.62","-9.14","1.87","-5.76","1.96","-19.49"
"48011","Arrigorriaga","-1.63","-1.21","2.42","-1.53","3.44","3.94","3.23","3.46","4.20","4.96","7.71","4.92","4.96","0.97"
"48023","Artea","-2.64","-2.59","0.00","1.30","-1.28","1.30","0.00","-1.35","0.00","-1.47","-5.91","2.96","-1.50","-10.72"
"48008","Artzentales","-8.14","0.00","-1.38","-8.06","-1.33","0.00","-6.93","-15.47","-4.30","-11.64","-2.93","-7.47","-3.02","-16.52"
"01004","Artziniega","-1.09","1.64","2.19","6.50","11.88","7.65","1.65","2.23","1.73","4.20","-1.28","-1.36","4.24","2.94"
"01009","Asparrena","-2.44","1.21","3.01","-6.53","0.00","-2.97","9.63","0.62","-3.78","1.27","-8.78","1.25","-3.80","-1.89"
"20014","Asteasu","-2.64","-3.28","2.64","3.31","11.98","4.05","6.78","4.05","9.51","10.42","8.52","13.14","3.00","9.18"
"20903","Astigarraga","8.47","8.55","9.04","10.09","7.13","8.61","10.23","8.70","8.76","11.59","10.72","13.80","11.17","9.29"
"20015","Ataun","-1.78","3.56","5.32","4.17","3.58","4.79","-1.80","1.20","15.37","4.41","1.93","7.88","-1.98","-10.50"
"48091","Atxondo","1.45","0.00","-0.72","0.00","-0.70","4.19","5.54","1.37","2.07","0.69","4.18","-2.80","-5.56","-1.39"
"48070","Aulesti","-3.04","1.52","0.00","-13.67","-7.41","-1.47","-7.33","0.00","-8.86","-1.48","-1.49","1.51","0.00","3.05"
"01010","Ayala/Aiara","4.09","3.42","2.05","7.52","8.62","5.61","3.22","9.50","8.23","15.97","5.42","9.28","-3.01","0.00"
"20017","Azkoitia","-1.81","2.34","2.88","2.53","4.10","4.39","5.13","5.55","3.66","0.47","0.95","1.63","0.10","2.24"
"20018","Azpeitia","0.55","1.23","1.86","2.34","3.88","3.00","4.81","5.12","0.64","2.86","1.58","4.40","2.89","3.77"
"01049","Añana","-6.33","-18.63","0.00","-12.50","-35.93","-34.88","-17.05","-11.36","-27.93","-16.48","-10.87","-16.22","-10.81","-15.96"
"48012","Bakio","3.47","0.38","6.10","4.59","7.77","8.38","2.93","10.06","5.85","5.11","2.90","4.55","-2.13","-1.11"
"20904","Baliarrain","6.85","21.58","7.63","7.75","24.00","0.00","17.39","19.05","0.00","-10.75","-10.42","-30.30","-10.10","10.10"
"48090","Balmaseda","-0.26","-1.28","-0.77","-0.26","0.26","-2.01","-4.10","-0.14","-4.20","-4.09","-1.27","-3.52","-3.11","-2.98"
"48013","Barakaldo","-2.26","-1.17","-0.94","-0.65","-0.66","0.99","-0.37","-0.85","-0.38","-1.03","-2.38","-1.36","-2.05","-3.13"
"48014","Barrika","-11.10","-5.20","-5.86","-1.31","3.97","-2.66","-6.13","-6.28","2.13","-4.32","-11.80","-3.82","-3.17","-5.75"
"01013","Barrundia","0.00","-3.30","-3.26","5.46","-3.31","7.71","5.60","2.33","1.20","1.24","7.62","3.91","5.48","-1.48"
"48015","Basauri","-5.35","-2.44","-3.16","-2.63","-2.04","-1.28","-1.74","-1.26","-0.21","0.30","-1.16","-0.54","0.71","0.69"
"01011","Baños de Ebro/Mañueta","-3.23","-6.29","-12.35","-3.12","-9.35","-15.29","0.00","-14.49","-16.81","-11.05","-8.43","14.71","-14.66","5.83"
"20019","Beasain","2.29","1.94","3.26","3.55","3.34","4.45","7.56","4.36","7.19","6.48","2.77","2.16","2.83","1.71"
"48092","Bedia","-6.83","-10.69","0.97","0.00","-5.11","-11.36","-6.22","-6.17","6.11","-1.02","-5.08","3.06","3.05","0.00"
"20020","Beizama","0.00","0.00","0.00","0.00","0.00","16.39","5.49","0.00","-5.52","0.00","-17.44","-5.88","11.98","-24.39"
"20021","Belauntza","4.08","-11.81","-7.55","-3.64","-10.56","-6.85","13.61","6.54","0.00","0.00","13.42","6.83","6.78","3.40"
"48016","Berango","5.17","3.60","4.18","4.92","5.70","7.08","9.15","6.45","11.32","7.65","10.07","8.34","4.54","4.04"
"01014","Berantevilla","4.37","-6.36","2.09","-2.09","-2.05","6.04","-4.26","-11.29","-2.24","2.25","4.44","6.55","-15.18","-2.15"
"20022","Berastegi","1.87","4.72","-4.71","0.00","-2.82","5.68","0.00","0.97","15.73","1.00","1.00","5.03","5.06","-2.03"
"20074","Bergara","-0.88","-1.01","0.07","-0.75","0.20","0.55","0.41","-0.81","-1.01","-1.01","-3.43","-1.28","-1.87","-1.39"
"48017","Bermeo","-1.48","-1.00","-0.99","-2.62","-3.21","-2.87","-0.59","-0.89","-2.31","-3.85","-2.42","-1.06","-2.01","-2.13"
"01016","Bernedo","-7.80","-7.46","-10.79","-12.33","-5.29","-1.75","1.74","3.44","-17.09","-1.74","-3.52","-9.06","-9.24","-5.57"
"48018","Berriatua","5.75","-4.07","10.46","1.60","0.00","7.08","0.77","3.86","3.18","8.30","5.18","0.90","8.57","-7.96"
"48019","Berriz","0.84","-1.46","-0.83","1.86","4.32","4.10","6.14","4.53","7.09","7.21","5.43","5.33","-0.45","-1.82"
"20023","Berrobi","3.45","1.74","7.07","3.53","0.00","-3.47","3.40","3.36","5.10","1.70","6.97","8.83","8.80","0.00"
"20024","Bidania-Goiatz","0.00","-3.81","9.52","-9.42","-1.87","7.52","0.00","9.98","10.25","0.00","-4.34","6.70","-4.59","0.00"
"48020","Bilbao","-3.90","-2.53","-2.28","-2.52","-2.29","-1.91","-1.66","-1.06","-1.66","-1.67","-1.97","-1.92","-2.46","-2.01"
"48021","Busturia","-8.97","-0.59","-7.04","-9.24","-3.41","-3.39","-8.55","-5.20","-9.28","-6.96","-9.33","-11.18","-2.99","-13.68"
"01017","Campezo/Kanpezu","-9.40","-4.64","-11.75","0.00","0.00","-4.44","-8.91","-2.70","-3.61","4.58","-13.90","-4.61","-3.72","-5.60"
"20029","Deba","-1.46","-1.10","1.47","1.29","0.92","2.78","0.56","2.77","1.67","3.93","0.94","1.14","2.85","0.57"
"48901","Derio","7.88","1.00","6.80","5.59","3.97","1.85","4.12","6.25","-1.15","3.30","0.99","2.01","4.06","1.63"
"48026","Dima","6.25","-1.41","3.55","3.61","-5.88","2.25","1.53","-3.11","-3.19","-5.01","-8.70","-5.28","-0.91","1.86"
"20069","Donostia / San Sebastián","-2.71","-2.07","-2.24","-1.51","-1.42","-1.31","-1.75","-1.23","-1.48","-1.15","-1.24","-0.87","-0.75","-1.20"
"48027","Durango","0.86","1.28","2.54","0.84","2.01","1.59","2.55","3.49","3.11","2.93","2.61","1.71","2.93","4.07"
"48028","Ea","-3.55","-11.70","0.00","-6.86","-5.61","-8.92","-12.21","-3.34","-11.35","-9.33","-10.96","-3.78","-12.59","-11.12"
"20030","Eibar","-2.59","-3.32","-1.86","-5.13","-1.64","-1.64","-1.09","-3.64","-1.60","-1.38","-3.15","-3.23","-1.85","-4.66"
"48031","Elantxobe","-5.28","-10.31","-17.86","-15.09","-4.84","-9.28","0.00","-2.27","-4.51","2.24","-4.44","-8.70","-21.65","-13.13"
"01021","Elburgo/Burgelu","3.28","11.36","-1.61","4.82","4.79","11.55","5.31","-3.75","5.71","5.98","10.46","6.47","-4.50","-4.65"
"01022","Elciego","-4.86","-3.80","-6.67","2.88","0.96","1.91","4.77","0.00","2.96","2.07","-13.87","-1.07","-9.63","-2.11"
"20031","Elduain","4.12","0.00","0.00","17.02","12.93","8.55","-4.22","0.00","4.31","9.05","0.00","9.35","-4.65","0.00"
"20033","Elgeta","7.17","-1.79","7.08","7.08","4.49","1.83","-0.93","-1.89","-1.90","0.97","4.88","1.97","1.01","0.00"
"20032","Elgoibar","-1.98","0.69","0.78","1.13","3.51","2.03","4.17","3.59","1.82","1.39","0.47","-0.28","-3.78","-0.38"
"48032","Elorrio","-2.33","-1.24","-3.85","-1.65","1.51","-2.62","-1.66","0.83","-2.10","-0.84","-0.84","-0.42","-2.52","0.28"
"01023","Elvillar/Bilar","0.00","-5.68","-19.77","-2.76","-2.74","-10.99","5.43","0.00","0.00","-11.33","-22.35","0.00","-10.70","2.70"
"48902","Erandio","-0.99","-1.85","-0.45","2.46","2.02","1.98","3.21","2.61","1.46","2.31","0.34","-0.78","0.91","0.35"
"48033","Ereño","0.00","-4.03","-8.10","-23.58","-3.82","7.66","0.00","-7.81","-11.67","-7.72","0.00","3.86","-7.87","-7.78"
"48034","Ermua","-1.06","1.87","1.67","-2.28","0.80","1.72","0.86","0.43","1.17","1.72","2.20","3.51","2.52","2.02"
"20067","Errenteria","-0.58","-0.71","-0.08","-0.97","1.68","1.89","1.85","0.72","1.30","2.07","2.27","0.63","1.67","1.74"
"20066","Errezil","3.36","-6.73","-8.33","3.27","8.17","0.00","0.00","4.79","-1.59","-1.61","0.00","0.00","4.93","-1.63"
"01046","Erriberagoitia/Ribera Alta","-2.64","1.31","0.00","2.58","-1.27","6.53","6.77","-2.79","4.32","3.11","-3.37","0.00","-3.48","1.80"
"48079","Errigoiti","0.00","0.00","-5.70","-9.35","-5.48","3.68","-3.84","-13.57","0.00","-1.98","-9.98","-6.10","-12.20","-6.06"
"20034","Eskoriatza","1.71","-4.16","-1.72","-0.25","2.22","3.95","4.43","1.23","3.24","1.27","2.30","-1.28","1.80","1.02"
"48029","Etxebarri","11.69","8.50","7.60","10.52","12.51","13.54","10.19","11.63","7.79","8.73","8.46","7.09","6.84","6.61"
"48030","Etxebarria","-3.84","-5.07","2.51","3.73","-2.48","2.45","2.42","-1.20","-9.66","-2.44","6.16","-6.25","2.53","-8.83"
"20035","Ezkio-Itsaso","-1.62","6.51","16.50","9.78","1.62","-1.64","3.34","0.00","-1.74","-3.57","-5.35","-8.76","5.30","-1.76"
"48906","Forua","-1.06","0.00","-3.10","1.03","-7.19","1.00","-2.96","-8.99","-4.10","-18.56","0.00","-13.97","0.00","-10.00"
"48035","Fruiz","0.00","0.00","16.33","3.69","7.95","2.17","4.58","-2.40","4.93","-9.93","5.12","0.00","-2.78","-8.43"
"20038","Gabiria","6.13","8.10","0.00","-2.03","2.04","0.00","-4.14","0.00","-6.80","2.31","-2.35","2.38","-4.64","13.82"
"20037","Gaintza","0.00","8.26","0.00","-8.33","0.00","15.50","15.38","-7.58","-7.46","7.46","7.87","-16.13","0.00","-7.52"
"48036","Galdakao","-0.99","0.92","1.40","1.30","-0.24","0.17","1.40","0.34","0.89","1.78","0.58","2.60","0.67","1.82"
"48037","Galdames","-4.92","4.91","-9.77","-4.80","3.55","2.37","-8.35","2.42","-8.53","-1.22","-12.21","-7.35","0.00","-3.73"
"48038","Gamiz-Fika","-5.17","2.23","-2.97","-4.45","-5.22","-6.77","-0.76","-3.07","-9.35","-7.78","-1.57","-2.38","-3.22","-3.29"
"48039","Garai","9.65","-6.35","6.19","5.95","2.93","9.06","6.23","-3.12","12.70","6.80","-7.12","-10.56","7.14","-7.49"
"48040","Gatika","5.44","0.61","4.34","-6.18","3.12","3.17","6.39","4.55","2.68","6.24","-5.75","1.48","5.31","4.64"
"48041","Gautegiz Arteaga","-1.17","-6.95","-1.13","3.32","5.59","-4.58","-8.03","-2.29","-4.59","-6.84","-5.71","-3.43","3.43","2.32"
"20907","Gaztelu","6.17","11.90","-5.85","11.83","17.75","5.95","12.35","0.00","-5.95","-6.21","-6.58","19.87","-13.25","0.00"
"48046","Gernika-Lumo","-0.48","0.00","-0.30","2.14","1.74","1.16","1.60","-0.92","-0.80","0.75","-0.38","0.45","-1.03","-2.46"
"20039","Getaria","5.36","5.08","-0.74","5.59","-1.50","4.12","1.89","4.99","-1.56","-0.40","-1.18","1.98","4.80","2.02"
"48044","Getxo","-0.85","-0.71","0.60","-0.70","0.16","-0.05","0.00","-0.26","0.39","0.50","0.61","0.48","0.79","-0.35"
"48047","Gizaburuaga","-9.48","4.69","0.00","19.09","14.63","14.78","5.03","5.29","0.00","-11.30","6.13","0.00","-7.09","-13.89"
"48042","Gordexola","-7.63","-5.26","-3.50","-2.32","2.29","-5.15","1.15","-1.74","1.79","-1.86","-3.16","0.64","-6.50","-3.27"
"48043","Gorliz","2.65","1.76","0.00","2.69","0.00","2.00","2.93","6.92","4.40","6.65","4.03","1.25","4.89","7.17"
"48045","Güeñes","-3.17","-0.76","1.53","-0.62","1.09","1.55","2.81","3.33","-0.48","-0.97","0.33","-1.15","4.33","-4.40"
"01056","Harana/Valle de Arana","-20.83","-23.90","-3.85","-11.15","-24.73","-6.85","-19.93","-22.73","-9.62","-21.81","-2.99","-23.95","-24.02","-14.84"
"20040","Hernani","-1.73","-1.89","-0.26","0.31","1.76","2.90","2.75","2.65","1.62","1.16","2.12","2.76","0.00","1.34"
"20041","Hernialde","-15.34","2.93","-2.85","0.00","2.78","2.82","-2.88","8.70","5.90","8.98","15.15","-3.16","10.00","3.44"
"20036","Hondarribia","1.48","-1.06","-1.60","2.58","1.82","3.09","2.37","2.99","2.52","3.84","2.50","3.16","3.59","2.46"
"20042","Ibarra","0.47","-2.58","1.64","2.34","0.23","1.85","3.46","6.49","-0.47","3.73","2.79","5.76","3.89","2.53"
"48048","Ibarrangelu","3.12","-9.38","-1.57","-9.43","1.56","-8.00","-1.63","1.63","-4.98","-3.42","-3.50","-5.40","-5.55","-1.85"
"20043","Idiazabal","0.87","4.33","6.51","6.54","6.12","10.13","3.09","3.13","4.55","6.43","4.16","5.60","6.22","3.93"
"48094","Igorre","3.79","3.30","3.54","2.60","5.17","3.76","2.12","5.24","3.65","2.46","-0.49","0.74","0.00","3.02"
"20044","Ikaztegieta","6.16","10.53","2.16","-6.43","8.51","8.51","4.27","2.16","8.75","8.81","14.15","17.90","2.58","10.44"
"20045","Irun","0.31","1.40","0.29","1.90","1.70","1.57","1.31","2.68","3.16","2.27","2.94","2.35","3.04","0.83"
"20046","Irura","12.08","13.68","10.79","23.00","18.40","23.15","20.70","19.77","16.37","22.73","21.68","12.77","12.26","16.08"
"01027","Iruraiz-Gauna","-3.91","-7.84","-7.78","-3.78","-1.86","7.65","-1.99","2.04","-8.25","2.09","8.40","0.00","4.33","0.00"
"01901","Iruña Oka/Iruña de Oca","4.66","5.73","3.22","9.72","10.27","11.78","11.95","9.17","11.92","9.55","4.69","10.12","9.27","6.01"
"48049","Ispaster","2.81","-1.42","0.00","12.68","-18.79","-1.48","-6.02","-12.08","7.74","0.00","0.00","-4.86","-8.14","0.00"
"20047","Itsasondo","0.00","10.43","-4.49","7.43","8.96","19.64","16.79","9.38","14.49","3.33","8.65","-1.79","-3.58","1.75"
"48910","Iurreta","-3.48","-1.06","-0.52","3.62","-1.81","3.91","2.09","0.78","-2.08","-0.52","-3.28","3.22","0.98","1.68"
"48050","Izurtza","-8.13","-11.36","10.83","-14.41","-10.87","-3.66","-18.94","-11.58","0.00","-16.13","-7.94","-3.86","-11.36","-3.79"
"48022","Karrantza Harana/Valle de Carranza","-11.32","-3.25","-7.18","-7.53","-5.00","-8.24","-8.58","-10.99","-6.37","-12.38","-8.44","-6.63","-15.53","-8.57"
"48907","Kortezubi","-10.92","2.16","-4.42","6.91","-2.34","0.00","-2.40","0.00","0.00","5.03","2.56","-5.26","-5.38","-7.98"
"01019","Kripan","10.87","-10.81","-20.73","5.10","-10.20","0.00","5.13","-10.58","0.00","0.00","-10.47","0.00","10.47","-5.29"
"01020","Kuartango","-10.96","-8.36","8.40","0.00","-2.82","-17.00","-2.81","-8.40","-8.38","-13.85","0.00","-13.89","-5.46","-2.70"
"01028","Labastida/Bastida","-2.73","2.70","4.72","4.02","4.70","0.68","16.86","6.00","2.01","6.19","8.49","5.87","-1.52","-0.77"
"01030","Lagrán","-6.02","-18.52","-24.10","-11.43","5.49","11.05","-21.98","-5.32","-20.83","-5.18","-10.42","-15.46","-25.91","-10.31"
"01031","Laguardia","-3.34","-1.97","-1.31","-7.80","-2.59","-4.58","-6.62","1.33","-4.01","-6.06","-1.35","-2.70","-3.40","-10.31"
"01032","Lanciego/Lantziego","0.00","-2.94","-1.46","1.46","7.31","-1.45","-1.46","-1.47","4.38","2.94","-16.49","1.53","-1.55","-4.57"
"48051","Lanestosa","-7.43","-22.30","-14.93","-7.49","3.77","-7.43","-7.14","0.00","-17.24","-10.45","-14.34","-21.28","-3.50","-6.92"
"01902","Lantarón","-5.61","-4.39","-3.21","1.07","1.08","0.00","-10.31","-2.08","-9.46","-2.08","-4.16","-3.15","-4.29","-5.25"
"01033","Lapuebla de Labarca","-1.17","12.78","-2.37","-4.77","-3.50","-6.92","-5.73","-2.24","-5.58","2.32","-7.08","-5.88","-2.33","-6.89"
"48052","Larrabetzu","-0.49","0.98","2.48","3.01","2.56","2.60","-1.58","3.77","1.12","4.11","1.81","1.84","2.48","5.02"
"20048","Larraul","-16.19","-3.92","0.00","7.91","0.00","4.02","11.95","12.30","22.32","15.54","0.00","16.95","-5.78","12.50"
"20902","Lasarte-Oria","1.27","1.38","1.27","1.72","-0.17","3.41","4.55","3.61","4.59","5.46","4.83","2.71","2.04","1.88"
"01036","Laudio/Llodio","-3.34","-2.12","-0.16","0.70","-0.87","1.08","-1.36","-0.87","-0.27","0.11","-1.78","0.64","0.37","-0.32"
"48053","Laukiz","-1.72","2.64","4.39","-4.35","4.37","2.67","10.04","4.68","4.87","-3.04","3.05","0.00","4.06","-2.00"
"20049","Lazkao","-0.55","-1.65","-1.64","6.59","1.84","6.69","3.36","7.14","5.91","6.00","2.34","3.54","2.37","1.79"
"20050","Leaburu","-10.93","-2.70","-2.72","-13.40","-2.60","-2.57","7.67","2.58","12.95","2.63","5.41","-5.45","2.69","5.38"
"20051","Legazpi","-1.53","-1.98","-4.06","-1.04","0.00","1.26","2.87","-0.34","3.00","1.86","-0.81","-2.88","-0.23","0.46"
"20052","Legorreta","2.77","4.12","-6.08","3.36","5.32","5.29","6.02","4.08","-4.85","4.20","1.43","-3.65","-1.46","1.46"
"01058","Legutio","7.51","5.85","7.53","1.71","12.72","0.00","1.82","-1.85","-1.25","9.02","1.33","1.35","0.00","2.80"
"20068","Leintz-Gatzaga","8.40","-4.12","0.00","-7.78","-7.58","7.49","0.00","0.00","15.56","0.00","0.00","12.05","4.03","12.24"
"48054","Leioa","1.20","3.65","2.19","2.15","4.49","3.82","3.41","4.28","3.15","1.17","4.87","3.82","3.47","4.78"
"48057","Lekeitio","-3.89","-5.50","-2.32","-3.24","-2.56","-3.37","-4.69","-2.00","-3.49","-2.04","-0.68","0.00","-0.55","-3.93"
"48055","Lemoa","4.55","6.27","3.72","4.62","7.65","4.26","1.88","2.87","3.29","3.11","1.42","1.42","-0.36","-0.73"
"48056","Lemoiz","4.11","7.51","-2.59","8.11","5.64","-2.90","0.97","-2.91","2.97","4.12","1.07","-2.18","-4.45","9.01"
"01034","Leza","-9.35","0.00","14.29","-27.84","9.26","-17.78","-4.33","-17.70","-4.39","13.27","0.00","-8.89","-9.30","-9.52"
"48081","Lezama","0.83","0.83","1.64","-3.66","4.41","1.59","4.43","1.22","0.41","2.94","-0.86","6.65","-2.72","-0.46"
"20053","Lezo","-1.51","1.67","0.00","3.31","2.16","5.66","2.50","3.16","4.67","3.36","2.36","2.03","2.35","7.54"
"20054","Lizartza","-1.63","0.00","-3.13","6.22","3.09","-4.59","13.82","4.72","8.08","3.30","-4.93","4.94","-1.67","5.05"
"48903","Loiu","-4.21","-4.60","-5.34","-6.02","-1.20","2.79","-7.90","1.35","-4.62","0.46","0.00","-0.45","-8.33","-0.45"
"48058","Mallabia","-2.51","-0.82","3.30","2.49","6.71","3.38","5.93","5.11","-1.71","3.48","0.00","2.68","-4.50","0.90"
"48060","Markina-Xemein","1.41","-3.01","0.80","4.62","0.20","-1.41","4.24","1.44","-0.84","-3.24","-0.21","0.21","-1.27","-7.65"
"48061","Maruri-Jatabe","4.19","-3.16","8.45","0.00","8.52","-3.31","1.11","1.14","-1.18","-3.55","0.00","6.33","3.99","-2.83"
"48059","Mañaria","9.52","5.80","-3.91","9.77","9.80","-5.81","0.00","12.37","2.11","-10.73","-8.71","0.00","-4.42","0.00"
"20901","Mendaro","1.97","6.96","11.06","11.67","10.79","10.45","1.58","6.41","13.48","7.62","1.78","5.51","5.16","-4.05"
"48062","Mendata","0.00","2.63","0.00","-21.45","0.00","-7.77","5.18","0.00","-2.69","5.35","2.78","2.90","0.00","5.87"
"48063","Mendexa","-6.49","-15.25","2.23","-6.83","0.00","-6.90","0.00","7.04","0.00","2.46","2.57","10.78","-5.62","-8.60"
"48064","Meñaka","-2.71","-13.51","-2.68","-6.67","-1.35","-4.20","-4.35","0.00","6.11","-23.44","-1.64","-5.23","-3.64","-13.28"
"01039","Moreda de Álava / Moreda Araba","-12.99","-25.53","-21.10","-4.13","-16.13","-12.05","-11.76","3.79","-14.76","-32.73","-10.83","-3.60","-3.60","-10.56"
"48066","Morga","-2.39","-4.78","-7.11","2.40","-14.67","-9.64","-9.66","0.00","-5.04","-7.50","-9.88","-14.56","0.00","0.00"
"48068","Mundaka","-3.18","-4.75","-9.42","-4.65","0.00","-6.70","-7.23","0.53","-2.15","-9.10","-7.50","-10.81","-7.60","-9.24"
"48069","Mungia","4.12","3.74","2.93","6.31","5.17","5.59","4.95","6.11","6.14","4.39","3.87","3.07","2.92","3.33"
"48007","Munitibar-Arbatzegi Gerrikaitz-","-6.51","-15.05","-4.31","6.70","0.00","0.00","-12.08","-4.95","-12.89","-21.00","-7.92","-5.25","-7.81","-23.20"
"48908","Murueta","-3.23","0.00","-12.86","0.00","3.28","-9.74","-9.71","-9.68","3.26","-3.29","10.27","-7.02","3.61","-7.78"
"48071","Muskiz","-0.40","-3.15","0.00","1.98","4.01","1.36","-0.55","0.56","1.14","-0.73","3.70","-1.51","-3.49","-1.24"
"20057","Mutiloa","-7.66","11.36","7.78","19.80","16.00","-16.19","4.13","4.26","22.03","9.57","0.00","18.52","-31.65","-12.58"
"20056","Mutriku","-2.82","0.57","-0.38","0.00","1.58","1.59","0.00","2.21","1.21","5.97","-1.47","2.74","-0.42","1.04"
"48067","Muxika","-2.08","0.69","-0.69","-4.79","-4.75","-5.43","-5.44","-6.16","-2.83","-2.95","-12.19","-3.09","-5.40","-12.15"
"48909","Nabarniz","0.00","4.20","-12.71","-4.36","-4.31","-8.51","4.29","0.00","-13.16","17.62","-17.70","4.35","0.00","-4.41"
"01041","Navaridas","-17.47","-4.48","-9.13","0.00","0.00","-4.72","4.76","-9.35","9.13","9.30","0.00","-9.57","4.81","-23.36"
"20063","Oiartzun","0.30","1.89","-1.50","1.80","4.29","5.31","3.02","4.46","4.17","7.64","3.48","3.31","4.52","4.60"
"01042","Okondo","0.86","1.73","10.40","2.60","0.00","8.80","-9.07","8.32","15.89","4.77","3.91","3.96","6.10","6.39"
