"Udalerri kodea","Udalerria","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003"
"48001","Abadiño","3.00","3.00","3.00","3.00","2.00","2.00","2.00","2.00","2.00","2.00","1.00","2.00","1.00"
"20001","Abaltzisketa","3.00","1.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","2.00","2.00","2.00"
"48002","Abanto y Ciérvana-Abanto Zierbena","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00"
"20002","Aduna","3.00","3.00","1.00","2.00","1.00","1.00","1.00","1.00","1.00","1.00","1.00","1.00","1.00"
"20016","Aia","3.00","3.00","2.00","2.00","3.00","3.00","3.00","2.00","3.00","2.00","3.00","1.00","1.00"
"20003","Aizarnazabal","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","2.00","2.00","1.00","1.00"
"48911","Ajangiz","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00"
"20004","Albiztur","2.00","3.00","3.00","2.00","1.00","1.00","1.00","1.00","2.00","1.00","1.00","1.00","1.00"
"20005","Alegia","3.00","2.00","3.00","2.00","1.00","1.00","1.00","1.00","1.00","1.00","1.00","1.00","1.00"
"01001","Alegría-Dulantzi","2.00","3.00","3.00","2.00","2.00","2.00","2.00","2.00","1.00","1.00","3.00","2.00","3.00"
"20006","Alkiza","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","1.00","3.00","1.00","1.00"
"48912","Alonsotegi","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00"
"20906","Altzaga","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00"
"20007","Altzo","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","1.00","3.00"
"20008","Amezketa","2.00","2.00","2.00","2.00","2.00","2.00","2.00","2.00","3.00","1.00","1.00","1.00","3.00"
"48003","Amorebieta-Etxano","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","2.00","3.00","3.00","3.00"
"48004","Amoroto","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00"
"01002","Amurrio","2.00","2.00","2.00","2.00","3.00","3.00","3.00","2.00","2.00","2.00","3.00","3.00","3.00"
"20009","Andoain","3.00","3.00","3.00","3.00","2.00","2.00","1.00","2.00","3.00","2.00","1.00","2.00","3.00"
"20010","Anoeta","3.00","3.00","3.00","3.00","2.00","2.00","1.00","1.00","3.00","2.00","1.00","2.00","3.00"
"20011","Antzuola","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00"
"48005","Arakaldo","3.00","3.00","2.00","2.00","2.00","2.00","3.00","3.00","2.00","1.00","1.00","3.00","3.00"
"20012","Arama","3.00","3.00",NA,"3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00"
"01003","Aramaio","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","2.00","2.00","3.00","3.00","3.00"
"48006","Arantzazu","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00"
"48093","Areatza","3.00","2.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","1.00","3.00","1.00","3.00"
"20013","Aretxabaleta","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","2.00"
"01006","Armiñón","3.00","3.00","3.00","3.00","1.00","1.00","2.00","3.00","3.00","3.00","2.00","3.00","3.00"
"01037","Arraia-Maeztu","3.00","2.00","2.00","2.00","2.00","2.00","3.00","1.00","3.00","3.00","3.00","2.00","3.00"
"48009","Arrankudiaga","1.00","1.00","1.00","2.00","3.00","3.00","1.00","1.00","2.00","2.00","1.00","3.00","1.00"
"20055","Arrasate/Mondragón","3.00","3.00","3.00","2.00","3.00","3.00","3.00","2.00","1.00","1.00","3.00","3.00","3.00"
"48914","Arratzu","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","2.00","3.00","2.00","2.00","1.00"
"01008","Arratzua-Ubarrundia","3.00","3.00","3.00","2.00","3.00","3.00","1.00","3.00","3.00","1.00","2.00","3.00","3.00"
"48010","Arrieta","2.00","3.00","3.00","1.00","3.00","3.00","2.00","3.00","3.00","3.00","3.00","3.00","3.00"
"48011","Arrigorriaga","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00"
"48023","Artea","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00"
"48008","Artzentales","3.00","1.00","2.00","2.00","3.00","3.00","2.00","3.00","3.00","3.00","1.00","1.00","1.00"
"01004","Artziniega","3.00","2.00","1.00","2.00","3.00","3.00","2.00","3.00","3.00","3.00","3.00","2.00","3.00"
"01009","Asparrena","3.00","3.00","2.00","3.00","3.00","3.00","3.00","2.00","2.00","2.00","2.00","1.00","1.00"
"20014","Asteasu","3.00","3.00","3.00","3.00","2.00","2.00","1.00","1.00","1.00","1.00","1.00","2.00","1.00"
"20903","Astigarraga","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00"
"20015","Ataun","2.00","3.00","2.00","1.00","2.00","2.00","1.00","1.00","2.00","2.00","1.00","3.00","1.00"
"48091","Atxondo","3.00","3.00","3.00","3.00","2.00","2.00","3.00","3.00","2.00","1.00","3.00","3.00","1.00"
"48070","Aulesti","3.00","2.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","1.00","2.00","3.00","2.00"
"01010","Ayala/Aiara","3.00","3.00","3.00","3.00","2.00","2.00","2.00","2.00","2.00","2.00","2.00","3.00","3.00"
"20017","Azkoitia","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00"
"20018","Azpeitia","3.00","3.00","2.00","2.00","3.00","3.00","3.00","3.00","2.00","2.00","3.00","3.00","3.00"
"01049","Añana","3.00","3.00","3.00","2.00","3.00","3.00","1.00","2.00","3.00","3.00","1.00","3.00","3.00"
"48012","Bakio","3.00","3.00","3.00","2.00","1.00","1.00","2.00","2.00","3.00","3.00","3.00","3.00","3.00"
"20904","Baliarrain","2.00","3.00","3.00","3.00","1.00","1.00","1.00","1.00","1.00","1.00","1.00","1.00","1.00"
"48090","Balmaseda","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00"
"48013","Barakaldo","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00"
"48014","Barrika","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00"
"01013","Barrundia","2.00","3.00","3.00","2.00","2.00","2.00","2.00","2.00","1.00","1.00","2.00","2.00","3.00"
"48015","Basauri","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00"
"01011","Baños de Ebro/Mañueta","3.00","3.00","3.00","3.00","3.00","3.00","2.00","3.00","3.00","3.00","2.00","3.00","3.00"
"20019","Beasain","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00"
"48092","Bedia","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00"
"20020","Beizama","3.00","3.00","3.00","3.00","2.00","2.00","1.00","3.00","2.00","2.00","3.00","1.00","1.00"
"20021","Belauntza","3.00","3.00","3.00","3.00","3.00","3.00","1.00","1.00","1.00","1.00","1.00","1.00","2.00"
"48016","Berango","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00"
"01014","Berantevilla","3.00","3.00","3.00","3.00","3.00","3.00","1.00","2.00","2.00","3.00","3.00","3.00","2.00"
"20022","Berastegi","3.00","3.00","3.00","2.00","2.00","2.00","2.00","3.00","3.00","2.00","2.00","1.00","3.00"
"20074","Bergara","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00"
"48017","Bermeo","3.00","2.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","2.00","3.00","3.00","3.00"
"01016","Bernedo","3.00","3.00","2.00","3.00","2.00","2.00","3.00","2.00","2.00","2.00","2.00","3.00","1.00"
"48018","Berriatua","3.00","2.00","3.00","3.00","3.00","3.00","2.00","2.00","3.00","3.00","3.00","3.00","2.00"
"48019","Berriz","2.00","2.00","2.00","3.00","3.00","3.00","3.00","2.00","3.00","3.00","3.00","3.00","3.00"
"20023","Berrobi","3.00","3.00","3.00","2.00","3.00","3.00","3.00","3.00","3.00","3.00","2.00","3.00","3.00"
"20024","Bidania-Goiatz","3.00","1.00","2.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","1.00","2.00","2.00"
