"Udalerri kodea","Udalerria","2006","2005","2004","2003"
"48001","Abadiño","4.20","4.19","4.21","4.12"
"20001","Abaltzisketa","3.29","3.39","7.04","7.14"
"48002","Abanto y Ciérvana-Abanto Zierbena","7.39","7.70","8.21","7.94"
"20002","Aduna","0.00","0.00","0.00","0.00"
"20016","Aia","6.56","7.33","8.00","9.37"
"20003","Aizarnazabal","6.27","4.89","4.77","3.45"
"48911","Ajangiz","15.84","0.00","0.00","0.00"
"20004","Albiztur","3.31","3.41","3.36","3.38"
"20005","Alegia","7.11","6.58","6.68","5.42"
"01001","Alegría-Dulantzi","1.74","2.74","3.91","4.17"
"20006","Alkiza","6.21","6.25","6.64","6.90"
"48912","Alonsotegi","5.71","5.75","7.29","7.24"
"20906","Altzaga","0.00","0.00","0.00","0.00"
"20007","Altzo","5.28","5.57","5.57","5.73"
"20008","Amezketa","6.29","5.13","6.19","7.14"
"48003","Amorebieta-Etxano","4.25","4.85","5.24","5.24"
"48004","Amoroto","9.78","10.10","7.75","8.11"
"01002","Amurrio","2.53","2.70","2.81","3.78"
"20009","Andoain","3.66","4.05","4.36","4.85"
"20010","Anoeta","2.24","2.25","2.24","2.25"
"20011","Antzuola","5.66","4.82","5.39","6.17"
"48005","Arakaldo","10.31","0.00","0.00","0.00"
"20012","Arama","10.87","11.56","12.20","6.13"
"01003","Aramaio","0.67","1.34","0.67","2.02"
"48006","Arantzazu","3.28","3.40","3.46","3.58"
"48093","Areatza","2.78","3.73","4.83","5.88"
"20013","Aretxabaleta","1.98","2.16","1.90","2.23"
"01006","Armiñón","0.00","0.00","0.00","0.00"
"01037","Arraia-Maeztu","0.00","0.00","0.00","0.00"
"48009","Arrankudiaga","5.90","1.21","1.25","3.85"
"20055","Arrasate/Mondragón","15.10","15.46","16.32","16.79"
"48914","Arratzu","5.67","2.85","2.89","2.80"
"01008","Arratzua-Ubarrundia","0.00","0.00","0.00","1.26"
"48010","Arrieta","3.62","11.09","9.45","7.81"
"48011","Arrigorriaga","6.64","4.74","4.12","3.87"
"48023","Artea","7.34","4.44","5.90","4.46"
"48008","Artzentales","17.49","7.27","5.91","6.06"
"01004","Artziniega","2.35","3.07","2.67","2.76"
"01009","Asparrena","5.07","5.69","6.23","5.06"
"20014","Asteasu","6.18","7.02","6.46","6.69"
"20903","Astigarraga","4.56","4.48","4.34","4.87"
"20015","Ataun","1.88","1.27","1.96","3.30"
"48091","Atxondo","2.76","3.47","2.80","4.21"
"48070","Aulesti","22.26","2.97","4.49","3.03"
"01010","Ayala/Aiara","2.66","3.81","3.54","3.73"
"20017","Azkoitia","4.64","4.89","4.96","6.09"
"20018","Azpeitia","5.69","5.74","5.69","5.70"
"01049","Añana","11.05","5.49","5.41","5.41"
"48012","Bakio","5.03","4.73","4.94","4.14"
"20904","Baliarrain","0.00","0.00","0.00","0.00"
"48090","Balmaseda","6.33","6.64","7.48","7.45"
"48013","Barakaldo","7.76","6.51","6.64","6.74"
"48014","Barrika","7.12","7.27","5.98","5.46"
"01013","Barrundia","1.22","1.26","1.28","1.32"
"48015","Basauri","4.79","5.13","5.43","5.22"
"01011","Baños de Ebro/Mañueta","5.60","5.45","5.81","5.95"
"20019","Beasain","3.71","3.08","3.50","3.38"
"48092","Bedia","6.11","6.10","5.09","6.13"
"20020","Beizama","5.49","5.88","5.78","6.02"
"20021","Belauntza","9.80","6.51","6.92","10.14"
"48016","Berango","3.66","3.99","4.07","5.13"
"01014","Berantevilla","2.24","2.26","0.00","0.00"
"20022","Berastegi","2.99","2.99","3.02","2.01"
"20074","Bergara","2.50","2.90","3.16","3.55"
"48017","Bermeo","9.57","10.94","10.99","11.42"
"01016","Bernedo","0.00","0.00","0.00","0.00"
"48018","Berriatua","3.25","3.40","3.51","3.71"
"48019","Berriz","6.30","4.92","4.85","5.82"
"20023","Berrobi","3.41","3.40","1.79","1.75"
"20024","Bidania-Goiatz","8.28","10.78","8.75","9.11"
"48020","Bilbao","8.10","9.02","9.19","9.39"
"48021","Busturia","8.67","9.33","8.76","9.50"
"01017","Campezo/Kanpezu","8.14","8.37","8.31","10.14"
"20029","Deba","3.54","3.76","4.17","4.37"
"48901","Derio","3.66","4.50","4.77","5.70"
"48026","Dima","4.04","5.19","5.25","5.32"
"20069","Donostia / San Sebastián","5.64","5.55","5.76","5.95"
"48027","Durango","3.38","3.70","3.77","3.87"
"48028","Ea","9.20","11.85","11.29","10.11"
"20030","Eibar","4.71","4.94","5.00","5.03"
"48031","Elantxobe","13.42","4.50","4.39","6.48"
"01021","Elburgo/Burgelu","1.91","2.08","2.11","2.21"
"01022","Elciego","4.00","5.36","5.31","5.40"
"20031","Elduain","0.00","0.00","0.00","0.00"
"20033","Elgeta","2.85","2.94","3.89","2.99"
"20032","Elgoibar","4.77","5.61","5.69","5.99"
"48032","Elorrio","5.08","5.34","5.22","4.79"
"01023","Elvillar/Bilar","0.00","0.00","0.00","0.00"
"48902","Erandio","6.09","6.60","6.73","7.01"
"48033","Ereño","0.00","0.00","0.00","0.00"
"48034","Ermua","6.58","6.98","7.48","7.17"
"20067","Errenteria","4.98","5.47","5.57","6.06"
"20066","Errezil","1.58","1.64","4.94","4.94"
"01046","Erriberagoitia/Ribera Alta","2.93","3.32","3.41","5.17"
"48079","Errigoiti","7.83","9.98","8.00","8.26"
"20034","Eskoriatza","1.77","2.04","2.05","2.83"
"48029","Etxebarri","5.15","5.33","5.06","4.92"
"48030","Etxebarria","3.65","3.69","3.70","2.53"
"20035","Ezkio-Itsaso","3.51","3.64","3.50","3.51"
"48906","Forua","7.25","7.18","6.04","5.94"
"48035","Fruiz","9.90","2.49","2.64","2.75"
"20038","Gabiria","2.30","2.33","2.38","2.39"
"20037","Gaintza","0.00","0.00","0.00","0.00"
"48036","Galdakao","4.15","3.57","3.82","3.61"
"48037","Galdames","8.44","8.61","7.28","8.66"
"48038","Gamiz-Fika","10.91","3.88","3.96","2.39"
"48039","Garai","0.00","0.00","0.00","0.00"
"48040","Gatika","4.78","6.34","6.59","5.97"
"48041","Gautegiz Arteaga","3.44","4.54","4.60","3.41"
"20907","Gaztelu","0.00","0.00","0.00","0.00"
"48046","Gernika-Lumo","4.70","5.14","5.61","6.10"
"20039","Getaria","1.98","1.98","2.36","1.99"
"48044","Getxo","3.71","4.19","3.97","3.90"
"48047","Gizaburuaga","0.00","0.00","0.00","0.00"
"48042","Gordexola","7.92","7.55","8.27","8.42"
"48043","Gorliz","5.99","4.95","5.53","5.47"
"48045","Güeñes","3.71","4.05","4.74","4.95"
"01056","Harana/Valle de Arana","0.00","0.00","0.00","3.04"
"20040","Hernani","6.75","6.97","7.60","7.93"
"20041","Hernialde","5.99","5.99","6.13","9.84"
"20036","Hondarribia","2.71","2.92","2.76","3.12"
"20042","Ibarra","3.04","4.19","4.64","4.80"
"48048","Ibarrangelu","5.06","3.48","3.51","7.39"
"20043","Idiazabal","3.20","2.31","2.78","3.30"
"48094","Igorre","4.18","3.69","3.44","3.73"
"20044","Ikaztegieta","19.78","19.87","20.30","23.26"
"20045","Irun","5.18","5.38","5.44","5.84"
"20046","Irura","0.00","1.68","1.80","0.93"
"01027","Iruraiz-Gauna","0.00","0.00","2.09","2.15"
"01901","Iruña Oka/Iruña de Oca","12.76","11.08","9.77","10.03"
"48049","Ispaster","3.18","6.47","6.46","8.13"
"20047","Itsasondo","6.56","3.38","5.31","5.42"
"48910","Iurreta","3.12","3.08","2.98","2.97"
"48050","Izurtza","24.49","7.97","3.95","3.77"
"48022","Karrantza Harana/Valle de Carranza","9.23","10.22","11.93","14.91"
"48907","Kortezubi","2.48","5.10","5.17","5.38"
"01019","Kripan","0.00","0.00","0.00","0.00"
"01020","Kuartango","8.38","8.24","8.43","8.24"
"01028","Labastida/Bastida","6.10","4.88","4.31","6.00"
"01030","Lagrán","0.00","0.00","0.00","0.00"
"01031","Laguardia","2.02","1.35","2.02","2.70"
"01032","Lanciego/Lantziego","4.37","5.94","7.58","7.78"
"48051","Lanestosa","3.40","3.58","7.17","14.04"
"01902","Lantarón","0.00","1.04","3.11","4.28"
"01033","Lapuebla de Labarca","3.40","4.75","4.68","4.72"
"48052","Larrabetzu","5.74","4.21","6.07","5.56"
"20048","Larraul","4.81","5.65","5.65","5.68"
"20902","Lasarte-Oria","2.90","2.84","2.95","2.99"
"01036","Laudio/Llodio","3.42","3.36","3.76","4.17"
"48053","Laukiz","7.02","5.11","5.07","7.18"
"20049","Lazkao","3.65","4.49","4.30","4.34"
"20050","Leaburu","5.21","2.67","2.75","2.71"
"20051","Legazpi","4.52","4.88","4.73","4.96"
"20052","Legorreta","1.39","2.12","1.45","0.73"
"01058","Legutio","1.26","1.32","1.33","1.37"
"20068","Leintz-Gatzaga","4.00","3.89","4.00","4.03"
"48054","Leioa","3.76","4.12","4.12","4.34"
"48057","Lekeitio","4.87","5.20","4.80","5.07"
"48055","Lemoa","4.04","3.19","3.18","3.58"
"48056","Lemoiz","17.15","5.26","5.41","5.51"
"01034","Leza","4.35","4.50","4.35","4.55"
"48081","Lezama","3.32","3.40","3.50","4.05"
"20053","Lezo","4.36","4.21","4.57","3.89"
"20054","Lizartza","3.28","3.32","6.53","4.99"
"48903","Loiu","2.29","2.73","2.72","3.19"
"48058","Mallabia","3.44","3.52","4.42","5.43"
"48060","Markina-Xemein","2.78","3.93","4.35","3.79"
"48061","Maruri-Jatabe","2.36","2.37","3.72","3.89"
"48059","Mañaria","14.80","0.00","2.18","2.22"
"20901","Mendaro","1.74","1.78","2.98","3.15"
"48062","Mendata","0.00","0.00","0.00","0.00"
"48063","Mendexa","0.00","0.00","0.00","0.00"
"48064","Meñaka","30.96","9.46","8.56","12.43"
"01039","Moreda de Álava / Moreda Araba","3.64","3.65","7.14","10.87"
"48066","Morga","5.06","7.43","9.88","7.16"
"48068","Mundaka","8.07","7.98","10.80","11.37"
"48069","Mungia","2.99","3.84","4.30","4.29"
"48007","Munitibar-Arbatzegi Gerrikaitz-","47.24","5.26","5.31","7.79"
"48908","Murueta","3.28","3.31","3.56","3.46"
"48071","Muskiz","6.19","6.14","5.99","6.37"
"20057","Mutiloa","4.59","0.00","5.95","6.41"
"20056","Mutriku","4.68","4.59","5.05","6.10"
"48067","Muxika","7.26","6.01","6.95","6.98"
"48909","Nabarniz","21.74","8.97","8.73","8.66"
"01041","Navaridas","0.00","4.74","4.76","4.81"
"20063","Oiartzun","3.47","3.56","3.29","3.32"
"01042","Okondo","4.70","4.84","4.93","4.98"
"20058","Olaberria","2.14","2.17","2.18","1.09"
"48073","Ondarroa","5.62","6.68","6.78","6.95"
"20076","Ordizia","3.64","3.70","4.21","4.26"
"20905","Orendain","0.00","0.00","0.00","0.00"
"20060","Orexa","8.70","10.42","11.24","11.76"
"20061","Orio","3.72","3.62","3.45","3.49"
"20062","Ormaiztegi","1.54","1.58","1.60","1.61"
"48075","Orozko","6.83","7.71","7.82","7.06"
"48083","Ortuella","6.65","7.43","7.48","6.94"
"48072","Otxandio","8.46","8.13","8.49","8.65"
"01043","Oyón-Oion","6.30","6.83","7.78","8.96"
"20059","Oñati","3.53","4.00","4.20","4.47"
"20064","Pasaia","6.40","6.50","7.07","8.09"
"01044","Peñacerrada-Urizaharra","3.95","3.85","3.89","7.60"
"48077","Plentzia","5.64","5.65","5.06","5.39"
"48078","Portugalete","5.79","6.43","6.95","7.17"
"01047","Ribera Baja/Erribera Beitia","0.00","0.91","0.97","2.07"
"01051","Salvatierra/Agurain","3.18","3.08","3.16","4.15"
"01052","Samaniego","12.78","19.48","29.03","34.48"
"01053","San Millán/Donemiliaga","2.69","2.79","2.77","4.25"
"48082","Santurtzi","6.24","6.78","7.00","6.99"
"20070","Segura","6.07","6.40","5.69","5.67"
"48084","Sestao","7.07","7.29","7.35","7.35"
"48904","Sondika","4.96","5.24","5.35","5.19"
"48085","Sopela","3.79","4.30","5.06","5.26"
"48086","Sopuerta","14.07","15.67","17.76","19.37"
"20065","Soraluze-Placencia de las Armas","5.17","4.64","5.54","5.53"
"48076","Sukarrieta","11.33","5.65","5.63","5.56"
"20071","Tolosa","6.32","6.71","6.79","7.59"
"48087","Trucios-Turtzioz","23.72","11.45","13.36","15.09"
"48088","Ubide","19.35","12.74","12.58","12.42"
"48065","Ugao-Miraballes","4.73","4.46","3.94","3.92"
"48089","Urduliz","5.20","6.05","4.94","5.67"
"48074","Urduña/Orduña","4.35","4.64","6.16","6.69"
