"Udalerri kodea","Udalerria","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002"
"48001","Abadiño","208.83","-77.67","69.09","186.82","133.20","289.99","-41.95","169.49","391.90","294.47","253.47","281.85","748.35"
"20001","Abaltzisketa","-7.44","717.01","-193.81","112.46","614.44","585.88","316.44","106.32","341.05","371.34","271.93","360.14","708.22"
"48002","Abanto y Ciérvana-Abanto Zierbena","61.63","45.68","14.62","192.35","23.43","240.10","241.55","242.02","348.27","115.55","236.69","105.90","104.25"
"20002","Aduna","288.04","227.42","158.68","159.56","814.86","-900.80","-961.01","313.60","161.14","1.285.45","1.101.06","928.86","515.81"
"20016","Aia","-6.07","161.45","139.55","186.08","184.00","219.79","691.42","152.80","488.97","382.03","25.43","161.28","617.45"
"20003","Aizarnazabal","288.46","154.71","363.31","249.88","42.05","632.18","1.874.99","504.62","439.18","354.23","438.03","618.70","268.88"
"48911","Ajangiz","287.81","222.98","365.65","984.46","1.042.67","924.10","911.08","-50.45","597.94","-213.56","191.87","-263.18","385.42"
"20004","Albiztur","406.26","192.53","37.68","72.59","443.64","-412.77","731.90","1.177.59","1.217.10","1.315.39","104.85","400.08","342.68"
"20005","Alegia","101.79","87.39","15.72","61.94","162.64","134.31","45.11","540.83","-33.28","150.14","24.87","148.46","76.02"
"01001","Alegría-Dulantzi","69.44","64.28","35.19","-46.21","363.69","66.55","189.30","160.12","280.61","219.15","814.04","-284.31","249.49"
"20006","Alkiza","-33.63","20.36","50.85","36.41","507.24","-81.47","406.03","449.53","-176.21","414.69","5.04","81.33","142.62"
"48912","Alonsotegi","-40.41","-3.31","179.32","9.66","-46.90","338.83","-187.39","1.359.83","134.66","-357.55","-86.13","-752.82","432.84"
"20906","Altzaga","109.77","2.11","501.51","-318.61","354.48","482.89","317.93","580.14","936.69","515.51","-210.51","-250.66","2.209.65"
"20007","Altzo","235.75","174.23","172.11","172.95","174.68","128.20","148.38","333.41","352.39","362.20","343.98","1.042.87","875.17"
"20008","Amezketa","194.20","231.64","22.78","243.43","194.22","723.43","180.57","232.91","633.55","282.12","107.37","632.64","-20.24"
"48003","Amorebieta-Etxano","286.10","13.72","105.80","79.88","680.49","619.66","456.79","141.29","296.22","154.14","414.95","410.65","356.41"
"48004","Amoroto","221.99","66.98","207.40","207.25","202.86","325.83","531.38","303.78","368.35","274.64","370.11","56.31","258.99"
"01002","Amurrio","38.79","95.27","92.92","-91.53","-101.43","146.74","-143.38","231.51","-50.70","323.98","80.86","133.32","167.49"
"20009","Andoain","10.15","31.29","69.56","59.11","28.78","215.13","27.49","339.45","145.10","146.25","127.20","345.60","-0.88"
"20010","Anoeta","172.99","-144.03","-146.52","-83.26","86.61","105.67","15.75","16.03","166.71","-78.91","1.663.98","363.66","247.86"
"20011","Antzuola","157.57","63.79","34.59","90.38","412.65","733.07","494.99","-269.55","-181.89","141.84","141.64","157.38","43.82"
"48005","Arakaldo","-184.98","85.64","792.01","820.83","10.32","297.22","1.213.48","2.351.57","583.69","-248.86","3.138.09","5.423.01","-2.142.67"
"20012","Arama","702.00","1.031.77","-22.42","2.444.14","-537.01","175.46","-27.26","26.30","1.235.13","831.57","1.276.85","1.474.21","71.22"
"01003","Aramaio","260.77","131.96","563.86","534.24","-248.60","238.30","-216.41","66.12","-385.84","94.01","68.83","310.12","187.47"
"48006","Arantzazu","233.02","229.63","210.11","294.52","313.47","623.18","1.245.20","-2.547.06","702.51","254.04","200.32","-499.98","278.20"
"48093","Areatza","190.39","126.17","124.14","-31.21","408.17","-64.75","593.11","293.00","160.83","175.87","268.55","429.79","417.76"
"20013","Aretxabaleta","127.42","70.19","546.49","963.90","467.27","374.52","608.79","190.90","232.24","124.00","287.40","381.33","208.79"
"01006","Armiñón","2.00","8.13","723.45","-80.88","586.85","956.08","1.017.31","1.037.76","32.96","368.11","385.54","392.51","385.54"
"01037","Arraia-Maeztu","19.20","76.76","-46.32","129.74","436.85","47.74","115.89","-3.22","173.37","236.72","42.45","261.33","161.20"
