"Udalerri kodea","Udalerria","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003"
"48001","Abadiño","0.27","-2.93","-3.61","0.40","6.26","2.60","4.55","7.47","9.76","7.97","5.04","5.65","-1.00"
"20001","Abaltzisketa","6.12","0.00","0.00","9.17","6.19","6.17","9.49","9.46","0.00","3.33","0.00","0.00","7.12"
"48002","Abanto y Ciérvana-Abanto Zierbena","-0.73","0.41","-2.88","4.42","3.60","0.62","0.00","4.05","-0.62","-2.08","1.05","0.11","-1.51"
"20002","Aduna","-4.26","0.00","-4.31","-4.40","-8.85","-4.54","17.46","2.57","2.68","2.71","19.44","2.88","2.92"
"20016","Aia","3.90","3.42","8.34","3.94","6.95","2.99","10.73","12.07","7.06","7.22","9.65","5.21","2.98"
"20003","Aizarnazabal","-9.03","1.29","-5.17","10.42","9.33","13.87","8.97","4.54","-1.55","1.60","-24.12","8.28","7.07"
"48911","Ajangiz","8.62","-4.34","13.13","-11.01","0.00","2.20","2.25","2.25","2.25","11.31","6.82","-2.31","2.33"
"20004","Albiztur","6.15","3.09","-3.08","9.40","0.00","0.00","0.00","0.00","6.49","0.00","0.00","6.73","3.39"
"20005","Alegia","-2.30","6.31","6.86","3.97","10.14","9.07","-1.15","12.20","11.18","8.34","10.85","-1.81","4.28"
"01001","Alegría-Dulantzi","-4.53","2.07","10.70","2.79","16.22","8.34","11.83","20.83","12.57","18.25","7.55","14.62","11.03"
"20006","Alkiza","-8.33","-5.43","-5.31","5.32","10.99","5.63","-2.80","0.00","5.97","9.35","9.65","0.00","3.55"
"48912","Alonsotegi","-9.10","2.81","1.76","1.76","4.24","2.83","0.71","3.53","2.48","-2.86","2.17","6.70","-1.14"
"20906","Altzaga","0.00","5.85","12.12","0.00","0.00","6.25","0.00","-6.29","0.00","19.35","0.00","6.62","0.00"
"20007","Altzo","12.22","14.89","-14.81","0.00","7.35","2.49","-2.49","-4.99","5.13","35.23","-11.14","11.30","2.99"
"20008","Amezketa","11.70","6.28","4.12","1.03","5.14","4.07","5.05","7.09","36.12","1.04","6.17","-2.05","2.04"
"48003","Amorebieta-Etxano","7.18","4.02","-2.26","14.10","16.37","12.35","9.81","4.29","8.62","11.01","5.48","2.93","5.76"
"48004","Amoroto","4.78","4.83","-2.44","0.00","2.44","0.00","-2.45","0.00","9.83","4.96","2.55","13.19","2.67"
"01002","Amurrio","0.58","4.19","0.79","2.17","7.15","1.20","6.24","13.82","13.76","12.81","6.97","6.28","0.31"
"20009","Andoain","1.37","1.57","-0.48","1.78","2.80","2.32","0.41","9.62","6.84","3.82","1.78","-4.75","-1.66"
"20010","Anoeta","13.14","2.60","9.03","2.16","4.92","-2.72","4.86","16.93","11.67","1.12","1.68","-1.69","1.13"
"20011","Antzuola","-3.20","2.74","5.93","1.83","4.12","-1.38","0.92","3.71","-2.81","-4.77","-4.86","4.01","-2.59"
"48005","Arakaldo","19.11","13.25","0.00","0.00","0.00","16.67","-31.58","0.00","-10.53","0.00","43.48","-43.01","0.00"
"20012","Arama","-14.42","4.67","36.87","33.49","19.90","9.52","-5.03","10.31","0.00","0.00","5.92","0.00","6.06"
"01003","Aramaio","-1.99","5.34","4.71","0.00","11.30","1.34","2.67","7.36","-10.06","5.36","14.03","0.00","6.72"
"48006","Arantzazu","5.26","-5.25","0.00","2.76","2.80","20.59","3.28","9.80","26.14","10.00","10.27","0.00","3.55"
"48093","Areatza","14.94","-1.66","-22.97","3.26","17.46","13.78","7.96","21.41","39.27","18.59","13.28","8.75","16.60"
