"Udalerri kodea","Udalerria","2011","2006","2001","1996","1991"
"48066","Morga","60.70","61.21","58.59","60.40","53.61"
"48068","Mundaka","66.50","66.32","64.70","60.70","65.40"
"48069","Mungia","74.70","78.07","76.65","66.40","64.29"
"48007","Munitibar-Arbatzegi Gerrikaitz-","65.90","67.17","66.57","61.20","57.97"
"48908","Murueta","70.70","67.44","67.17","67.40","63.55"
"48071","Muskiz","68.80","75.82","74.33","58.10","58.44"
"20057","Mutiloa","67.30","68.57","64.48","57.90","51.25"
"20056","Mutriku","66.20","62.22","60.00","60.40","61.87"
"48067","Muxika","64.00","67.00","66.26","59.10","54.15"
"48909","Nabarniz","67.00","63.73","64.00","55.40","57.94"
"01041","Navaridas","62.40","70.35","70.80","63.70","57.77"
"20063","Oiartzun","72.50","71.68","74.67","65.60","62.24"
"01042","Okondo","69.80","67.80","69.14","60.50","57.87"
"20058","Olaberria","65.70","62.96","58.20","63.00","61.65"
"48073","Ondarroa","62.70","56.85","55.84","56.90","59.69"
"20076","Ordizia","69.80","75.49","73.41","66.80","60.55"
"20905","Orendain","66.90","64.67","60.19","62.70","61.03"
"20060","Orexa","59.70","62.73","59.04","65.40","60.56"
"20061","Orio","72.60","70.09","68.63","60.30","60.96"
"20062","Ormaiztegi","69.00","75.39","72.52","69.30","62.76"
"48075","Orozko","69.60","68.26","66.23","61.90","58.15"
"48083","Ortuella","61.50","65.85","64.66","56.80","58.96"
"48072","Otxandio","63.90","61.25","57.77","60.10","60.06"
"01043","Oyón-Oion","72.70","71.33","68.22","64.30","62.47"
"20059","Oñati","80.20","76.02","75.21","75.70","72.65"
"20064","Pasaia","65.10","58.02","56.89","55.80","58.89"
"01044","Peñacerrada-Urizaharra","64.20","61.45","59.13","62.10","58.41"
"48077","Plentzia","73.60","69.22","68.17","64.70","63.28"
"48078","Portugalete","65.90","66.46","64.94","61.10","61.88"
"01047","Ribera Baja/Erribera Beitia","69.50","70.66","68.42","58.90","57.92"
"01051","Salvatierra/Agurain","73.00","65.62","61.79","64.30","63.43"
"01052","Samaniego","66.00","64.63","64.56","68.00","62.53"
"01053","San Millán/Donemiliaga","65.70","69.83","68.01","63.70","63.58"
"48082","Santurtzi","67.40","66.55","63.87","60.50","61.29"
"20070","Segura","65.50","71.45","70.49","64.40","60.10"
"48084","Sestao","60.00","63.33","62.47","57.00","59.26"
"48904","Sondika","71.50","74.07","71.12","64.20","59.08"
"48085","Sopela","76.50","83.82","82.82","68.40","66.86"
"48086","Sopuerta","61.60","59.66","57.88","58.90","57.73"
"20065","Soraluze-Placencia de las Armas","64.40","66.32","63.82","56.90","58.64"
"48076","Sukarrieta","72.70","74.72","74.97","69.00","66.33"
"20071","Tolosa","71.50","65.01","63.96","66.40","61.94"
"48087","Trucios-Turtzioz","65.20","63.76","61.55","57.70","52.56"
"48088","Ubide","71.50","68.44","61.85","61.00","57.24"
"48065","Ugao-Miraballes","70.60","71.02","70.26","59.90","61.31"
"48089","Urduliz","74.50","74.49","73.69","62.60","61.64"
"48074","Urduña/Orduña","65.30","65.05","62.45","61.30","58.96"
"01054","Urkabustaiz","68.00","65.58","59.99","62.10","60.42"
"20072","Urnieta","71.20","68.41","66.14","69.80","60.18"
"20077","Urretxu","76.30","74.07","72.82","69.80","61.43"
"20073","Usurbil","72.10","71.98","69.61","62.50","61.47"
"01055","Valdegovía/Gaubea","67.60","64.36","62.80","58.60","55.42"
"48080","Valle de Trápaga-Trapagaran","67.80","65.95","64.27","58.90","60.00"
"20075","Villabona","70.60","72.91","71.93","65.40","60.82"
"01057","Villabuena de Álava/Eskuernaga","67.60","71.62","72.82","66.70","63.23"
"01059","Vitoria-Gasteiz","79.70","78.57","76.75","74.50","71.45"
"01060","Yécora/Iekora","65.50","67.31","67.30","69.70","65.18"
"48095","Zaldibar","69.50","70.92","70.70","59.20","59.44"
"20078","Zaldibia","67.50","77.49","75.92","63.50","59.53"
"01061","Zalduondo","66.40","71.60","66.67","65.80","57.95"
"48096","Zalla","68.30","72.15","70.40","61.00","60.89"
"01062","Zambrana","65.80","67.89","67.09","63.30","60.12"
"48905","Zamudio","68.40","68.74","67.46","58.50","59.73"
"48097","Zaratamo","63.80","59.95","58.42","58.60","59.79"
"20079","Zarautz","71.50","70.83","70.85","63.30","65.03"
"48024","Zeanuri","70.00","61.76","59.99","61.40","60.49"
"48025","Zeberio","63.30","65.35","64.87","61.10","57.56"
"20025","Zegama","62.20","63.56","61.91","62.40","61.08"
"20026","Zerain","67.50","72.11","71.79","69.30","61.35"
"20027","Zestoa","68.60","70.11","67.20","61.30","60.50"
"48913","Zierbena","67.80","66.49","66.19","59.70",NA
"01018","Zigoitia","72.40","72.54","71.85","69.50","63.79"
"48915","Ziortza-Bolibar","79.60","80.60","59.66",NA,NA
"20028","Zizurkil","70.80","77.21","76.88","57.70","59.98"
"01063","Zuia","70.00","71.41","69.78","71.70","61.63"
"20081","Zumaia","75.40","73.99","71.37","64.50","64.17"
"20080","Zumarraga","69.20","72.77","71.58","67.00","60.64"
