"Udalerri kodea","Udalerria","2011","2006","2001","1996","1991"
"48001","Abadiño","73.80","72.62","69.95","61.00","61.53"
"20001","Abaltzisketa","71.60","69.31","67.63","67.00","55.27"
"48002","Abanto y Ciérvana-Abanto Zierbena","67.20","70.99","69.19","59.50","58.35"
"20002","Aduna","66.10","62.46","60.87","62.90","58.59"
"20016","Aia","73.40","70.42","69.64","62.60","61.07"
"20003","Aizarnazabal","73.40","67.00","62.67","65.00","61.10"
"48911","Ajangiz","72.10","69.47","69.27","64.60","60.03"
"20004","Albiztur","71.80","59.21","57.90","58.70","57.90"
"20005","Alegia","59.90","59.30","58.13","58.80","59.42"
"01001","Alegría-Dulantzi","78.50","71.09","63.72","65.30","62.92"
"20006","Alkiza","69.30","68.75","67.55","62.30","60.25"
"48912","Alonsotegi","64.40","67.36","62.91","56.70","59.05"
"20906","Altzaga","68.80","72.75","71.11","61.30","54.25"
"20007","Altzo","66.50","65.79","61.29","63.60","59.40"
"20008","Amezketa","63.40","67.85","65.63","60.30","58.21"
"48003","Amorebieta-Etxano","75.70","74.44","72.47","66.60","64.53"
"48004","Amoroto","68.90","63.23","62.83","64.30","60.28"
"01002","Amurrio","73.60","74.34","71.23","68.30","63.31"
"20009","Andoain","71.40","77.29","74.69","60.00","60.43"
"20010","Anoeta","68.10","69.92","68.07","59.20","61.12"
"20011","Antzuola","71.90","71.57","69.14","68.40","61.64"
"48005","Arakaldo","59.40","55.47","56.45","52.30","54.82"
"20012","Arama","67.80","70.79","71.18","63.00","57.33"
"01003","Aramaio","68.90","68.55","68.19","68.80","63.97"
"48006","Arantzazu","68.50","57.87","56.26","57.40","56.60"
"48093","Areatza","64.70","63.45","63.49","62.70","60.09"
"20013","Aretxabaleta","79.10","77.98","76.32","73.30","72.34"
"01006","Armiñón","68.20","71.06","67.72","62.60","59.11"
"01037","Arraia-Maeztu","67.90","68.96","68.37","62.50","55.90"
"48009","Arrankudiaga","69.70","69.14","67.98","63.60","59.77"
"20055","Arrasate/Mondragón","72.80","75.94","74.22","72.00","67.95"
"48914","Arratzu","68.80","67.61","67.11","63.00",NA
"01008","Arratzua-Ubarrundia","71.10","70.67","70.17","66.90","61.69"
"48010","Arrieta","68.20","68.43","67.76","61.50","57.71"
"48011","Arrigorriaga","71.70","74.81","71.56","65.50","61.91"
"48023","Artea","72.60","70.34","69.15","64.50","60.94"
"48008","Artzentales","60.00","57.94","56.60","53.20","51.86"
"01004","Artziniega","66.00","70.79","69.05","63.60","61.24"
"01009","Asparrena","67.40","64.29","62.30","63.50","59.00"
"20014","Asteasu","62.40","61.93","59.60","63.90","59.92"
"20903","Astigarraga","75.30","63.08","59.30","61.30","59.90"
"20015","Ataun","63.90","61.53","58.20","59.30","59.55"
"48091","Atxondo","68.60","73.48","71.92","65.70","63.49"
"48070","Aulesti","66.20","64.57","65.04","61.20","60.68"
"01010","Ayala/Aiara","73.70","72.62","68.36","63.90","58.88"
"20017","Azkoitia","73.80","74.16","71.73","65.70","61.70"
"20018","Azpeitia","76.50","75.49","74.48","68.50","64.19"
"01049","Añana","67.90","64.77","63.35","57.50","55.83"
"48012","Bakio","69.80","61.82","62.33","61.10","55.65"
"20904","Baliarrain","64.80","60.73","58.24","62.50","47.00"
"48090","Balmaseda","67.70","71.58","70.63","57.20","57.75"
"48013","Barakaldo","68.40","67.34","63.57","58.70","60.40"
"48014","Barrika","70.00","64.84","63.69","63.10","61.69"
"01013","Barrundia","75.50","74.12","71.89","66.50","60.27"
"48015","Basauri","68.40","68.26","67.49","62.30","61.24"
"01011","Baños de Ebro/Mañueta","64.40","65.25","64.44","67.60","62.66"
"20019","Beasain","73.60","75.92","73.89","68.70","64.14"
"48092","Bedia","65.80","64.02","62.94","55.00","57.68"
"20020","Beizama","59.10","51.11","54.80","57.10","56.48"
"20021","Belauntza","61.80","68.16","69.45","59.50","57.20"
"48016","Berango","77.60","81.97","80.95","65.70","60.43"
"01014","Berantevilla","65.80","70.51","68.80","64.20","58.39"
"20022","Berastegi","65.60","65.49","65.26","61.10","59.43"
"20074","Bergara","74.10","75.53","74.56","71.40","67.50"
"48017","Bermeo","66.00","66.66","65.59","60.20","63.09"
"01016","Bernedo","69.00","69.99","68.49","63.90","61.72"
"48018","Berriatua","67.80","64.61","61.56","60.60","62.65"
"48019","Berriz","69.80","73.83","71.04","60.80","61.70"
"20023","Berrobi","66.40","69.28","66.82","57.60","54.79"
"20024","Bidania-Goiatz","64.80","68.51","67.25","64.10","58.19"
"48020","Bilbao","70.80","71.70","70.14","63.80","63.88"
"48021","Busturia","62.20","62.42","60.79","59.60","60.36"
"01017","Campezo/Kanpezu","67.40","71.09","70.02","64.50","61.53"
"20029","Deba","70.50","65.73","64.47","60.40","62.37"
"48901","Derio","70.70","71.51","68.99","60.40","60.14"
"48026","Dima","69.10","69.08","68.10","60.20","60.48"
"20069","Donostia / San Sebastián","74.10","75.09","74.12","71.90","71.29"
"48027","Durango","77.30","78.47","76.67","71.40","67.63"
"48028","Ea","60.70","61.39","60.32","60.30","58.90"
"20030","Eibar","69.90","72.85","72.92","62.90","60.84"
"48031","Elantxobe","59.70","69.75","69.29","58.10","57.43"
"01021","Elburgo/Burgelu","72.40","68.31","64.84","66.70","60.35"
"01022","Elciego","65.30","64.72","61.60","70.10","63.54"
"20031","Elduain","63.90","64.87","62.66","63.20","55.63"
"20033","Elgeta","69.10","66.81","63.97","64.90","61.78"
"20032","Elgoibar","71.50","69.44","66.01","60.50","60.84"
"48032","Elorrio","71.80","77.97","77.42","68.00","62.16"
"01023","Elvillar/Bilar","66.80","70.16","69.66","63.20","58.80"
"48902","Erandio","69.10","66.70","63.64","57.40","59.33"
"48033","Ereño","63.20","59.19","59.24","57.60","54.13"
"48034","Ermua","70.70","68.57","67.11","58.00","58.01"
"20067","Errenteria","70.40","70.55","69.53","58.90","61.83"
"20066","Errezil","63.10","68.29","67.51","60.70","54.18"
"01046","Erriberagoitia/Ribera Alta","66.70","67.87","67.90","61.80","55.75"
"48079","Errigoiti","62.60","65.42","65.03","58.80","57.63"
"20034","Eskoriatza","76.10","75.39","74.06","70.90","60.59"
"48029","Etxebarri","79.40","77.03","73.26","58.20","59.38"
"48030","Etxebarria","66.50","62.31","60.91","64.00","63.38"
"20035","Ezkio-Itsaso","71.10","72.13","72.11","61.60","56.24"
"48906","Forua","69.40","66.72","66.40","63.70","60.03"
"48035","Fruiz","68.40","68.55","69.31","59.60","55.47"
"20038","Gabiria","65.40","70.47","70.97","65.20","63.51"
"20037","Gaintza","68.70","71.47","68.70","64.50","54.84"
"48036","Galdakao","71.00","73.51","72.22","67.20","66.62"
"48037","Galdames","61.10","59.71","58.41","55.20","52.30"
"48038","Gamiz-Fika","68.80","71.22","70.29","64.90","62.60"
"48039","Garai","64.60","61.05","60.26","61.20","67.76"
"48040","Gatika","73.20","74.43","70.65","62.00","63.25"
"48041","Gautegiz Arteaga","68.00","72.32","71.54","64.80","66.08"
"20907","Gaztelu","61.10","59.54","56.42","60.70",NA
"48046","Gernika-Lumo","73.80","78.09","76.93","63.50","64.09"
"20039","Getaria","60.40","63.64","62.52","65.10","63.88"
"48044","Getxo","74.50","78.53","77.75","74.20","71.75"
"48047","Gizaburuaga","66.10","66.01","64.79","64.10","56.94"
"48042","Gordexola","65.30","63.26","62.26","58.80","57.18"
"48043","Gorliz","75.30","67.12","65.74","65.90","65.71"
"48045","Güeñes","66.60","65.43","61.10","57.00","58.26"
"01056","Harana/Valle de Arana","66.50","71.27","69.54","65.30","61.60"
"20040","Hernani","70.20","63.70","60.77","64.40","61.29"
"20041","Hernialde","71.10","69.69","66.39","65.40","64.12"
"20036","Hondarribia","72.90","77.57","76.94","68.50","65.77"
"20042","Ibarra","71.10","75.47","73.92","62.00","62.83"
"48048","Ibarrangelu","65.10","71.23","69.49","64.70","61.30"
"20043","Idiazabal","66.40","70.86","68.09","67.80","61.61"
"48094","Igorre","74.90","73.95","71.59","62.40","62.29"
"20044","Ikaztegieta","65.30","66.39","60.19","61.90","61.76"
"20045","Irun","72.10","74.76","73.23","66.20","65.01"
"20046","Irura","77.10","81.62","78.66","64.60","58.92"
"01027","Iruraiz-Gauna","64.70","63.17","62.11","65.30","60.70"
"01901","Iruña Oka/Iruña de Oca","79.60","70.10","67.13","60.90","59.89"
"48049","Ispaster","69.20","68.20","67.41","61.60","62.82"
"20047","Itsasondo","62.00","69.41","66.33","58.80","55.95"
"48910","Iurreta","66.60","66.57","65.78","62.30","59.53"
"48050","Izurtza","63.20","62.86","59.06","56.90","56.62"
"48022","Karrantza Harana/Valle de Carranza","65.30","64.80","64.41","56.80","50.57"
"48907","Kortezubi","66.60","64.80","58.85","56.20","59.05"
"01019","Kripan","64.20","65.50","61.34","63.60","60.12"
"01020","Kuartango","64.50","59.09","57.12","60.70","57.07"
"01028","Labastida/Bastida","63.90","64.68","63.83","63.70","63.09"
"01030","Lagrán","67.50","69.10","68.06","61.50","58.62"
"01031","Laguardia","67.40","61.29","58.69","60.40","58.30"
"01032","Lanciego/Lantziego","63.60","65.53","65.03","61.80","60.21"
"48051","Lanestosa","62.90","63.45","63.53","57.40","55.82"
"01902","Lantarón","63.90","64.84","63.21","57.00","53.21"
"01033","Lapuebla de Labarca","63.10","60.54","52.36","62.70","59.83"
"48052","Larrabetzu","72.90","62.92","59.97","62.20","59.82"
"20048","Larraul","70.40","63.54","57.64","66.20","67.50"
"20902","Lasarte-Oria","75.00","74.19","72.72","64.90","63.96"
"01036","Laudio/Llodio","72.60","73.40","71.84","66.30","65.23"
"48053","Laukiz","70.80","74.14","73.37","75.50","67.82"
"20049","Lazkao","71.00","75.01","73.69","68.10","60.31"
"20050","Leaburu","60.60","64.07","64.47","56.90","54.12"
"20051","Legazpi","76.50","77.50","75.94","63.60","62.20"
"20052","Legorreta","61.60","63.00","57.73","60.30","60.18"
"01058","Legutio","73.60","71.47","70.51","65.70","60.06"
"20068","Leintz-Gatzaga","59.50","61.07","60.35","62.30","57.13"
"48054","Leioa","76.30","74.09","72.77","69.30","67.27"
"48057","Lekeitio","64.90","65.73","64.85","60.80","62.59"
"48055","Lemoa","72.10","75.05","72.12","58.60","57.98"
"48056","Lemoiz","68.50","68.56","68.80","59.40","57.54"
"01034","Leza","68.50","67.80","68.00","63.70","59.67"
"48081","Lezama","71.40","70.67","67.73","64.70","62.82"
"20053","Lezo","66.90","61.59","60.08","58.40","62.01"
"20054","Lizartza","59.00","59.50","58.00","57.70","54.43"
"48903","Loiu","77.50","75.77","72.51","63.80","62.79"
"48058","Mallabia","67.70","65.21","60.81","59.80","58.82"
"48060","Markina-Xemein","70.80","60.70","59.75","62.10","61.79"
"48061","Maruri-Jatabe","65.30","68.27","69.56","65.70","64.20"
"48059","Mañaria","63.00","66.01","62.51","59.40","58.67"
"20901","Mendaro","71.20","69.03","60.99","59.60","56.43"
"48062","Mendata","62.80","66.21","66.16","59.80","60.22"
"48063","Mendexa","64.00","64.25","62.87","63.10","64.03"
"48064","Meñaka","65.20","70.01","70.55","60.70","60.11"
"01039","Moreda de Álava / Moreda Araba","63.70","68.58","69.41","63.10","59.69"
