"Udalerri kodea","Udalerria","2009","2008","2007","2006","2005"
"01010","Ayala/Aiara","2.48","3.62","2.58","1.90","1.90"
"20017","Azkoitia","1.59","1.60","1.62","1.67","1.69"
"20018","Azpeitia","1.96","1.95","1.98","1.99","2.01"
"01049","Añana","5.71","0.00","0.00","0.00","0.00"
"48012","Bakio","3.64","3.89","3.99","4.11","4.26"
"20904","Baliarrain","8.33","9.09","10.00","10.99","10.53"
"48090","Balmaseda","1.09","1.10","0.98","3.24","3.25"
"48013","Barakaldo","4.08","3.94","4.11","5.19","5.23"
"48014","Barrika","6.72","2.76","2.82","0.71","0.73"
"01013","Barrundia","15.38","16.00","1.19","12.22","12.58"
"48015","Basauri","2.57","2.34","2.56","3.05","3.03"
"01011","Baños de Ebro/Mañueta","3.04","3.00","2.80","0.00","0.00"
"20019","Beasain","0.44","0.44","0.44","0.08","0.08"
"48092","Bedia","1.04","1.04","2.04","1.02","1.02"
"20020","Beizama","0.00","0.00","0.00","5.49","5.88"
"20021","Belauntza","3.38","0.00","3.13","3.27","3.26"
"48016","Berango","2.22","1.06","1.71","0.80","0.67"
"01014","Berantevilla","2.00","0.00","0.00","0.00","0.00"
"20022","Berastegi","1.90","1.94","1.94","1.99","1.99"
"20074","Bergara","2.73","2.72","2.78","2.77","2.76"
"48017","Bermeo","1.00","1.00","0.94","0.95","0.71"
"01016","Bernedo","0.00","1.74","1.70","15.49","15.82"
"48018","Berriatua","2.34","2.29","2.34","2.44","2.55"
"48019","Berriz","2.46","2.45","2.48","2.52","2.57"
"20023","Berrobi","1.74","1.67","1.70","1.70","1.70"
"20024","Bidania-Goiatz","0.00","0.00","0.00","0.00","0.00"
"48020","Bilbao","4.12","3.94","3.62","3.62","3.44"
"48021","Busturia","1.14","1.15","0.58","0.58","0.58"
"01017","Campezo/Kanpezu","0.00","0.00","0.00","3.62","3.72"
"20029","Deba","1.86","1.66","1.67","1.86","1.32"
"48901","Derio","2.23","2.26","2.28","2.70","2.74"
"48026","Dima","0.76","0.77","0.79","3.23","0.87"
"20069","Donostia / San Sebastián","1.51","1.19","1.19","1.12","1.10"
"48027","Durango","0.64","0.60","0.61","0.62","0.18"
"48028","Ea","4.46","4.42","4.48","4.60","4.74"
"20030","Eibar","1.97","1.97","1.93","1.90","1.67"
"48031","Elantxobe","6.83","4.54","6.85","8.95","9.01"
"01021","Elburgo/Burgelu","11.88","12.94","13.31","15.27","14.58"
"01022","Elciego","1.90","1.91","1.95","1.00","1.07"
"20031","Elduain","4.26","4.20","4.24","4.41","4.65"
"20033","Elgeta","4.63","0.94","0.95","0.95","0.00"
"20032","Elgoibar","2.30","2.32","2.35","2.39","1.50"
"48032","Elorrio","2.34","2.35","1.95","1.97","1.97"
"01023","Elvillar/Bilar","2.72","2.71","2.80","8.43","8.57"
"48902","Erandio","3.25","3.83","3.29","3.42","3.17"
"48033","Ereño","11.63","11.63","11.86","11.54","11.67"
"48034","Ermua","1.36","1.35","1.35","1.41","1.41"
"20067","Errenteria","1.59","1.47","1.48","1.30","1.32"
"20066","Errezil","1.62","0.00","0.00","0.00","0.00"
"01046","Erriberagoitia/Ribera Alta","2.67","1.37","1.42","0.00","0.00"
"48079","Errigoiti","7.56","7.80","7.72","1.96","2.00"
"20034","Eskoriatza","2.96","2.95","2.70","2.78","2.55"
"48029","Etxebarri","0.41","0.65","0.94","1.47","1.52"
"48030","Etxebarria","1.22","1.20","1.20","3.65","3.69"
"20035","Ezkio-Itsaso","1.64","1.70",NA,"1.75",NA
"48906","Forua","0.99","3.94","12.17","4.15","4.10"
"48035","Fruiz","4.44","2.36","0.00","2.48","2.49"
"20038","Gabiria","2.03","2.11","2.23","2.30","2.33"
"20037","Gaintza","7.81","7.58","7.58","7.35","7.58"
"48036","Galdakao","0.03","0.03","0.03","0.03","0.03"
"48037","Galdames","1.19","1.19","2.46","8.44","8.61"
"48038","Gamiz-Fika","3.01","3.03","0.00","1.56","1.55"
"48039","Garai","3.10","3.14","3.12","3.24","3.58"
"48040","Gatika","1.27","1.28","0.66","1.37","1.41"
"48041","Gautegiz Arteaga","2.30","2.29","2.30","1.15","1.13"
"20907","Gaztelu","6.02","6.33","6.02","5.88","6.58"
"48046","Gernika-Lumo","1.04","1.17","2.46","2.47","2.51"
"20039","Getaria","4.49","4.57","4.64","4.75","4.75"
"48044","Getxo","1.93","2.66","3.08","1.96","1.88"
"48047","Gizaburuaga","4.98","5.10","5.49","5.75","5.59"
"48042","Gordexola","2.30","2.30","2.35","2.44","2.52"
"48043","Gorliz","2.73","1.67","0.00","0.00","0.00"
"48045","Güeñes","2.16","2.21","1.12","2.42","2.11"
"01056","Harana/Valle de Arana","0.00","0.00","0.00","12.78","12.16"
"20040","Hernani","1.45","0.93","0.94","0.94","0.95"
"20041","Hernialde","2.87","2.89","2.92","2.99","2.99"
"20036","Hondarribia","0.79","0.79","0.80","0.80","0.81"
"20042","Ibarra","0.00","0.92","1.16","1.17","1.16"
"48048","Ibarrangelu","3.26","3.25","3.27","3.37","3.48"
"20043","Idiazabal","0.44","0.44","0.45","0.46",NA
"48094","Igorre","0.47","4.72","4.81","3.44","3.44"
"20044","Ikaztegieta","2.13","2.15","2.18","2.20","2.21"
"20045","Irun","0.57","0.54","0.54","0.55","0.51"
"20046","Irura","0.00","5.94","6.35","7.87","8.38"
"01027","Iruraiz-Gauna","21.53","22.31","22.63","22.77","23.21"
"01901","Iruña Oka/Iruña de Oca","0.34","0.00","0.00","0.00","0.00"
"48049","Ispaster","2.99","3.02","3.02","3.18","3.24"
"20047","Itsasondo","1.51","1.54","1.58","1.64","1.69"
"48910","Iurreta","2.36","2.35","1.82","2.08",NA
"48050","Izurtza","3.70","3.88","0.00","20.41","19.92"
"48022","Karrantza Harana/Valle de Carranza","2.15","2.14","4.24","2.13","4.23"
"48907","Kortezubi","2.39","2.43","2.44","2.48","2.55"
"01019","Kripan","5.13","5.15","5.43","10.87","10.64"
"01020","Kuartango","2.82","2.80","0.00","0.00","0.00"
"01028","Labastida/Bastida","0.68","1.34","2.00","1.36","1.39"
"01030","Lagrán","0.00","0.00","0.00","15.46","15.71"
"01031","Laguardia","0.00","0.00","0.00","0.00","0.00"
"01032","Lanciego/Lantziego","1.44","1.48","1.46","4.37","4.46"
"48051","Lanestosa","11.03","10.45","10.49","6.80","7.17"
"01902","Lantarón","1.04","0.00","0.00","0.00","0.00"
"01033","Lapuebla de Labarca","1.15","1.14","1.10","0.00","0.00"
"48052","Larrabetzu","1.56","1.60","2.17","2.30","2.41"
"20048","Larraul","3.95","4.02","4.18","4.81","5.65"
"20902","Lasarte-Oria","1.51","1.18","1.19","1.19","1.19"
"01036","Laudio/Llodio","1.79","1.75","3.28","2.34","2.16"
"48053","Laukiz","1.80","1.85","0.00","2.01","2.04"
"20049","Lazkao","0.56","0.56","0.38","0.38","0.39"
"20050","Leaburu","5.06","5.18","5.15","2.60",NA
"20051","Legazpi","0.46","0.46","0.46","0.46",NA
"20052","Legorreta","0.67","0.67","0.69","0.69","0.71"
"01058","Legutio","1.82","1.83","1.87","2.52","2.64"
"20068","Leintz-Gatzaga","7.63","7.52","7.60","8.00","7.78"
"48054","Leioa","1.29","1.30","1.34","1.23","1.17"
"48057","Lekeitio","2.29","2.41","2.40","2.43","2.46"
"48055","Lemoa","0.62","0.63","0.64","3.37","3.55"
"48056","Lemoiz","2.93","2.92","1.94","3.03","3.16"
"01034","Leza","0.00","0.00","4.42","4.35","4.50"
"48081","Lezama","2.00","2.03","2.05","2.49","2.55"
"20053","Lezo","2.17","1.67","1.66","0.34","0.34"
"20054","Lizartza","1.51","1.56","1.59","1.64","1.66"
"48903","Loiu","2.78","3.06","3.26","3.21","3.18"
"48058","Mallabia","2.54","2.55","2.56","2.58","2.64"
"48060","Markina-Xemein","2.83","2.83","2.91","2.99","3.06"
"48061","Maruri-Jatabe","2.23","3.34","2.34","2.36","2.37"
"48059","Mañaria","5.78","6.05","6.33","6.34","6.54"
"20901","Mendaro","3.16","3.15","3.26","4.07","4.14"
"48062","Mendata","2.56","2.62","2.70","2.68","2.67"
"48063","Mendexa","4.64","4.58","4.83","4.87","5.00"
"48064","Meñaka","2.85","2.95","0.00","3.10","3.15"
"01039","Moreda de Álava / Moreda Araba","8.03","7.66","3.75","3.64","3.65"
"48066","Morga","2.39","2.44","2.51","2.53","2.48"
"48068","Mundaka","0.52","0.52","0.54","1.08","1.06"
"48069","Mungia","2.30","3.33","1.26","1.30","1.32"
"48007","Munitibar-Arbatzegi Gerrikaitz-","0.00","2.42","2.53","2.62","2.63"
"48908","Murueta","0.00","0.00","0.00","0.00","0.00"
"48071","Muskiz","3.82","4.43","2.26","2.30","2.34"
"20057","Mutiloa","4.03","4.26","4.26","4.59","5.00"
"20056","Mutriku","2.79","2.61","2.61","2.44","2.29"
"48067","Muxika","2.05","1.36","1.38","0.00",NA
"48909","Nabarniz","4.27","4.33","4.44","4.35","4.48"
"01041","Navaridas","0.00","0.00","0.00","4.59","4.74"
"20063","Oiartzun","2.21","1.31","1.32","1.43","1.42"
"01042","Okondo","10.75","11.04","11.15","4.70","4.84"
"20058","Olaberria","1.05","1.03","2.07","2.14","2.17"
"48073","Ondarroa","1.58","1.46","1.45","1.43","1.40"
"20076","Ordizia","0.61","0.62","0.61","0.43","0.44"
"20905","Orendain","5.24","5.46","5.56","5.71","5.88"
"20060","Orexa","8.13","8.26","8.26","8.70","10.42"
"20061","Orio","1.36","1.19","1.21","1.24","1.28"
"20062","Ormaiztegi","0.76","0.76","0.76","0.77","0.79"
"48075","Orozko","3.33","3.32","3.36","3.41","2.14"
"48083","Ortuella","1.78","1.76","1.76","1.75","1.74"
"48072","Otxandio","3.15","3.25","1.64","1.69","1.81"
"01043","Oyón-Oion","1.85","1.90","1.93","1.33","1.37"
"20059","Oñati","2.56","3.12","3.05","2.88","2.79"
"20064","Pasaia","1.69","1.38","1.38","1.37","1.36"
"01044","Peñacerrada-Urizaharra","0.00","0.00","0.00","23.72","23.08"
"48077","Plentzia","4.66","3.25","0.96","1.47","1.47"
"48078","Portugalete","3.13","3.12","2.39","4.13","4.07"
"01047","Ribera Baja/Erribera Beitia","0.77","0.83","1.71","0.00","0.00"
"01051","Salvatierra/Agurain","1.03","0.21","0.22","0.45","0.47"
"01052","Samaniego","0.00","3.13","3.04","3.19","3.25"
"01053","San Millán/Donemiliaga","1.38","1.41","1.40","21.51","22.35"
"48082","Santurtzi","0.87","0.94","0.94","2.27","2.26"
"20070","Segura","0.69","0.72","0.73","0.76","0.80"
"48084","Sestao","0.55","0.54","0.54","1.51","1.66"
"48904","Sondika","1.33","1.32","1.34","1.35","1.37"
"48085","Sopela","3.51","2.75","2.04","1.90","1.94"
"48086","Sopuerta","2.35","2.40","0.82","2.90","2.96"
"20065","Soraluze-Placencia de las Armas","2.50","2.51","2.23","3.20","3.17"
"48076","Sukarrieta","5.68","5.71","5.80","5.67","5.65"
"20071","Tolosa","3.32","3.33","2.68","0.84","0.84"
"48087","Trucios-Turtzioz","7.38","7.52","7.33","7.30","5.73"
"48088","Ubide","5.99","6.21","6.33","6.45","6.37"
"48065","Ugao-Miraballes","2.96","2.98","2.49","0.75","0.74"
"48089","Urduliz","1.46","0.60","0.91","0.61","0.64"
"48074","Urduña/Orduña","7.05","0.47","0.48","0.48","0.00"
"01054","Urkabustaiz","2.36","0.84","0.86","0.88","0.95"
"20072","Urnieta","2.28","1.63",NA,"1.67","1.70"
"20077","Urretxu","0.43","0.43","0.44","0.59",NA
"20073","Usurbil","1.33","1.35","1.38","0.35","0.35"
"01055","Valdegovía/Gaubea","0.90","0.00","0.00","0.00","0.00"
"48080","Valle de Trápaga-Trapagaran","1.14","1.62","1.61","1.61","1.60"
"20075","Villabona","0.86","0.86","0.87","0.87",NA
"01057","Villabuena de Álava/Eskuernaga","3.16","3.14","3.15","3.18","3.08"
"01059","Vitoria-Gasteiz","1.95","2.33","1.59","2.18","2.20"
"01060","Yécora/Iekora","3.50","3.28","3.34",NA,NA
"48095","Zaldibar","0.66","1.33","0.68","1.04","1.04"
"20078","Zaldibia","0.66","0.66","1.33","0.68",NA
"01061","Zalduondo","5.18","0.00",NA,"0.00","0.00"
"48096","Zalla","2.08","2.20","2.57","2.11","2.62"
"01062","Zambrana","0.00","0.00","2.79","0.00","0.00"
"48905","Zamudio","2.17","2.50","2.79","2.79","2.82"
"48097","Zaratamo","2.93","2.88","2.30","0.00","0.00"
"20079","Zarautz","0.49","0.49","0.49","1.79",NA
"48024","Zeanuri","1.54","0.75","0.76","3.90","4.03"
"48025","Zeberio","4.72","4.74","4.66","4.66","4.76"
"20025","Zegama","0.65","0.67","0.69","0.71","0.74"
"20026","Zerain","4.02","4.12","4.10","4.03","4.10"
"20027","Zestoa","2.26","2.01","2.04","2.35","2.42"
"48913","Zierbena","9.30","9.41","2.96","0.00","0.00"
"01018","Zigoitia","1.18","1.21","2.52","0.66","0.71"
"48915","Ziortza-Bolibar","2.45","2.53","5.06","0.00","0.00"
"20028","Zizurkil","2.17","2.15","2.15","2.15","1.75"
"01063","Zuia","6.25","6.28","2.52",NA,NA
"20081","Zumaia","1.18","1.18","1.21","2.23","1.92"
"20080","Zumarraga","0.50","0.49","0.50","0.50",NA
