"Udalerri kodea","Udalerria","2009","2008","2007","2006","2005"
"48001","Abadiño","2.46","2.48","2.36","0.56","0.56"
"20001","Abaltzisketa","3.07","3.16","3.15","3.29","3.39"
"48002","Abanto y Ciérvana-Abanto Zierbena","3.39","2.70","3.85","2.91","2.91"
"20002","Aduna","9.32","9.98","7.98","5.41","5.43"
"20016","Aia","1.99","1.53","1.08","1.09","1.13"
"20003","Aizarnazabal","1.41","1.49","1.53","1.57","1.63"
"48911","Ajangiz","4.44","4.49","4.49","4.52","4.54"
"20004","Albiztur","3.17","3.21","3.18","3.31","3.41"
"20005","Alegia","0.00","1.73","1.75","0.59","0.60"
"01001","Alegría-Dulantzi","2.21","0.38","0.41",NA,"0.91"
"20006","Alkiza","2.83","2.80","8.65","3.11","3.12"
"48912","Alonsotegi","3.18","3.17","3.18","3.21","3.23"
"20906","Altzaga","6.29","6.21","6.37","6.41","6.54"
"20007","Altzo","0.00","2.49","2.50","2.64","2.79"
"20008","Amezketa","1.01","1.01","3.05","2.10","2.05"
"48003","Amorebieta-Etxano","0.39","0.39","0.34","0.29","0.23"
"48004","Amoroto","0.00","2.45","2.48","2.44","2.53"
"01002","Amurrio","1.99","0.59","1.99","0.91","0.93"
"20009","Andoain","1.57","1.57","1.59","1.62","1.56"
"20010","Anoeta","0.54","0.54","3.31","3.36",NA
"20011","Antzuola","2.78","2.77","2.80","2.83","2.89"
"48005","Arakaldo","0.00","0.00","0.00","0.00","0.00"
"20012","Arama","4.59","5.03","5.32","5.43","5.78"
"01003","Aramaio","1.34","1.33","0.67","0.00","0.00"
"48006","Arantzazu","3.08","3.28","0.00","3.28","3.40"
"48093","Areatza","0.88","0.88","0.90","0.93","0.93"
"20013","Aretxabaleta","0.15","2.24","3.16","3.20","3.25"
"01006","Armiñón","4.44","4.83","5.05","10.05","11.17"
"01037","Arraia-Maeztu","14.12","14.08","14.14","22.28","21.98"
"48009","Arrankudiaga","14.13","14.30","14.69","0.00","0.00"
"20055","Arrasate/Mondragón","2.95","2.95","3.28","3.26","3.23"
"48914","Arratzu","29.02","26.67","2.79","2.83","2.85"
"01008","Arratzua-Ubarrundia","15.33","15.20","15.52","13.64","13.92"
"48010","Arrieta","5.38","5.44","5.44","3.62","3.70"
"48011","Arrigorriaga","2.43","1.21","1.29","0.00","0.00"
"48023","Artea","1.32","1.33","1.38","1.47","1.48"
"48008","Artzentales","8.23","8.43","7.04","8.75","5.81"
"01004","Artziniega","3.85","2.20","2.27","3.53","3.68"
"01009","Asparrena","1.19","1.82","3.76","3.80","3.79"
"20014","Asteasu","0.00","2.03","2.02","2.06","2.11"
"20903","Astigarraga","1.70","1.07","0.88","0.68","0.71"
"20015","Ataun","0.60","0.60","0.60","1.25","1.27"
"48091","Atxondo","1.40","0.69","0.69","0.69","0.69"
"48070","Aulesti","1.47","1.46","1.47","1.48","1.48"
