"Udalerri kodea","Udalerria","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003"
"48001","Abadiño","87.16","86.67","83.06","84.10","82.75","81.23","79.88","77.48","76.84","76.10","80.11","82.86","92.59","89.47"
"20001","Abaltzisketa","90.91","88.89","92.86","88.89","85.71","77.78","90.00","83.33","83.33","80.00","50.00","66.67","66.67","50.00"
"48002","Abanto y Ciérvana-Abanto Zierbena","85.47","84.18","83.03","83.17","82.61","82.13","81.03","77.71","81.82","77.52","78.81","78.57","78.31","74.63"
"20002","Aduna","66.67","50.00","60.00","87.50","87.50","87.50","90.91","75.00","72.73","70.00","75.00","60.00","0.00","0.00"
"20016","Aia","74.42","77.78","72.62","75.29","77.67","77.27","78.45","81.25","71.43","70.59","65.22","60.00","66.67","100.00"
"20003","Aizarnazabal","95.31","92.11","92.31","92.50","91.67","91.94","92.19","87.27","87.50","90.91","95.24","100.00","100.00","100.00"
"48911","Ajangiz","60.00","71.43","57.14","33.33","55.56","63.64","66.67","42.86","33.33","60.00","75.00","75.00","60.00","50.00"
"20004","Albiztur","40.00","50.00","40.00","0.00","0.00","0.00","0.00","60.00","60.00","33.33","33.33","66.67","66.67","100.00"
"20005","Alegia","92.55","88.19","85.82","78.63","82.31","76.00","75.47","76.36","77.65","80.00","80.49","86.67","92.86","66.67"
"01001","Alegría-Dulantzi","88.84","86.11","85.60","87.60","84.55","80.43","74.43","71.17","70.23","71.05","66.30","74.68","69.64","66.67"
"20006","Alkiza","28.57","45.45","30.00","30.00","40.00","42.86","50.00","60.00","50.00","80.00","50.00","50.00","100.00","100.00"
"48912","Alonsotegi","90.57","87.16","86.82","85.71","91.73","89.90","90.43","86.87","92.86","89.55","85.48","86.27","88.89","92.31"
"20906","Altzaga","66.67","66.67","80.00","80.00","66.67","75.00","75.00","75.00","80.00","80.00","0.00","50.00","80.00","80.00"
"20007","Altzo","86.67","60.00","25.00","26.67","15.38","38.46","44.44","27.27","38.46","30.00","100.00","100.00","100.00","100.00"
"20008","Amezketa","96.23","86.67","83.93","95.83","91.84","89.36","50.75","47.54","42.55","81.82","77.78","100.00","100.00","100.00"
"48003","Amorebieta-Etxano","94.08","94.75","94.54","94.47","94.39","93.84","93.86","92.59","91.84","91.30","87.70","85.64","81.76","77.22"
"48004","Amoroto","100.00","100.00","85.71","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","55.56"
"01002","Amurrio","88.60","88.74","85.40","84.45","84.12","84.80","84.59","82.42","84.36","84.98","80.90","82.20","87.88","81.74"
"20009","Andoain","85.19","82.74","81.92","77.76","78.57","76.67","73.61","71.86","69.32","65.10","63.09","62.98","62.70","50.45"
