"Udalerri kodea","Udalerria","2009","2008","2007","2006","2005"
"48055","Lemoa","10.85","10.77","9.63","9.77","9.58"
"48056","Lemoiz","20.53","20.43","8.73","20.18","21.05"
"01034","Leza","12.71","13.33","8.85","8.70","9.01"
"48081","Lezama","6.00","6.09","5.73","5.81","5.95"
"20053","Lezo","3.17","3.17","3.16","1.01","1.01"
"20054","Lizartza","4.54","4.68","3.18","3.28","3.32"
"48903","Loiu","11.50","12.23","11.64","14.22","14.09"
"48058","Mallabia","6.77","6.79","4.27","4.30","4.41"
"48060","Markina-Xemein","4.44","4.65","4.58","3.85","3.93"
"48061","Maruri-Jatabe","10.04","14.48","15.20","15.35","15.42"
"48059","Mañaria","9.63","10.08","10.55","10.57","8.71"
"20901","Mendaro","5.27","5.24","4.89","4.07","4.14"
"48062","Mendata","25.64","18.32","18.87","18.77","5.35"
"48063","Mendexa","13.92","6.86","7.25","7.30","7.50"
"48064","Meñaka","7.12","4.42","4.52","4.64","4.73"
"01039","Moreda de Álava / Moreda Araba","16.06","15.33","14.98","21.82","21.90"
"48066","Morga","7.16","4.89","5.01","7.59","7.43"
"48068","Mundaka","4.64","4.66","4.29","4.30","4.26"
"48069","Mungia","5.26","5.37","5.17","4.87","4.77"
"48007","Munitibar-Arbatzegi Gerrikaitz-","4.82","4.84","5.06","5.25","5.26"
"48908","Murueta","6.49","6.45","9.71","9.84","0.00"
"48071","Muskiz","5.87","5.13","4.09","4.18","3.80"
"20057","Mutiloa","8.06","8.51","8.51","18.35","20.00"
"20056","Mutriku","3.58","2.61","2.61","2.44","2.29"
"48067","Muxika","7.50","6.79","6.91","7.26",NA
"48909","Nabarniz","25.64","17.32","17.78","17.39","13.45"
"01041","Navaridas","9.48","9.57","9.13","18.35","18.96"
"20063","Oiartzun","4.93","2.73","2.74","3.26","3.15"
"01042","Okondo","17.03","13.80","11.15","3.76","3.88"
"20058","Olaberria","7.38","8.26","7.24","7.48","7.61"
"48073","Ondarroa","3.16","2.80","3.23","2.87","2.69"
"20076","Ordizia","4.20","4.21","3.79","3.85","3.92"
"20905","Orendain","5.24","5.46","5.56","5.71","5.88"
"20060","Orexa","8.13","8.26","8.26","8.70","10.42"
"20061","Orio","10.49","10.74","10.87","10.75","10.65"
"20062","Ormaiztegi","4.55","4.54","4.59","4.61","4.73"
"48075","Orozko","8.32","8.30","8.40","7.68","7.71"
"48083","Ortuella","4.62","2.58","2.59","3.26","3.25"
"48072","Otxandio","21.28","21.92","9.02","9.31","8.13"
"01043","Oyón-Oion","7.70","6.35","6.45","11.94","12.29"
"20059","Oñati","2.83","2.85","2.77","7.53","7.54"
"20064","Pasaia","3.51","2.25","2.25","2.11","1.98"
"01044","Peñacerrada-Urizaharra","33.78","34.48","36.90","51.38","50.00"
"48077","Plentzia","5.59","5.11","5.31","4.90","4.92"
"48078","Portugalete","2.26","1.83","2.12","2.38","2.24"
"01047","Ribera Baja/Erribera Beitia","36.07","30.88","21.31","15.93","16.39"
"01051","Salvatierra/Agurain","9.86","7.08","7.35","3.63","3.79"
"01052","Samaniego","12.16","12.54","12.16","19.17","19.48"
"01053","San Millán/Donemiliaga","67.59","68.92","68.53","67.20","69.83"
"48082","Santurtzi","1.89","2.66","1.64","1.76","1.63"
"20070","Segura","4.12","4.31","4.36","2.27","2.40"
"48084","Sestao","2.70","2.68","2.67","2.66","2.80"
"48904","Sondika","7.09","7.05","7.58","7.67","8.66"
"48085","Sopela","6.15","5.58","5.47","5.36","5.48"
"48086","Sopuerta","10.19","10.38","9.06","8.69","6.78"
"20065","Soraluze-Placencia de las Armas","3.50","3.51","2.73","4.43","4.39"
"48076","Sukarrieta","8.52","8.57","8.70","17.00","16.95"
"20071","Tolosa","3.37","3.38","2.63","3.13","2.96"
"48087","Trucios-Turtzioz","9.23","9.40","7.33","7.30","7.63"
"48088","Ubide","17.96","18.63","12.66","12.90","12.74"
"48065","Ugao-Miraballes","3.46","2.98","2.49","2.49","2.48"
"48089","Urduliz","5.55","4.79","4.85","5.20","5.42"
"48074","Urduña/Orduña","7.75","6.64","6.67","6.05","5.37"
"01054","Urkabustaiz","35.41","35.95","37.10","8.76","9.54"
"20072","Urnieta","4.23","3.26",NA,"3.33","3.39"
"20077","Urretxu","3.02","3.04","3.08","3.11",NA
"20073","Usurbil","4.99","5.07","5.18","7.35","6.99"
"01055","Valdegovía/Gaubea","38.88","43.72","41.81","43.17","44.61"
"48080","Valle de Trápaga-Trapagaran","3.98","3.97","4.03","3.69","3.60"
"20075","Villabona","3.44","3.46","2.43","2.61",NA
"01057","Villabuena de Álava/Eskuernaga","9.49","18.87","18.93","19.11","18.46"
"01059","Vitoria-Gasteiz","2.81","2.84","2.89","1.95","1.96"
"01060","Yécora/Iekora","20.98","19.67","10.03","34.13","34.97"
"48095","Zaldibar","7.89","7.96","8.19","7.96","10.78"
"20078","Zaldibia","2.66","1.97","3.99","2.73",NA
"01061","Zalduondo","41.45","32.43",NA,"27.03","28.41"
"48096","Zalla","7.71","6.84","6.85","6.81","6.99"
"01062","Zambrana","39.16","23.87","19.55","25.00","24.86"
"48905","Zamudio","11.14","6.87","10.54","8.68","9.09"
"48097","Zaratamo","4.68","2.31","4.02","2.37","2.42"
"20079","Zarautz","5.16","3.89","3.92","3.59",NA
"48024","Zeanuri","12.29","11.28","11.39","11.69","12.08"
"48025","Zeberio","7.55","7.59","7.46","7.46","5.71"
"20025","Zegama","7.84","6.03","5.50","5.69","5.93"
"20026","Zerain","4.02","4.12","4.10","4.03","4.10"
"20027","Zestoa","8.18","7.47","7.59","6.74","6.34"
"48913","Zierbena","7.87","10.13","8.14","6.93","7.01"
"01018","Zigoitia","38.96","37.60","27.69","38.33","39.09"
"48915","Ziortza-Bolibar","14.71","12.63","12.66","5.06","2.61"
"20028","Zizurkil","5.78","5.72","3.22","4.30","4.19"
"01063","Zuia","34.15","33.05","30.69","33.31","33.92"
"20081","Zumaia","4.93","3.66","3.74","3.23","2.94"
"20080","Zumarraga","3.69","3.46","3.58","3.28",NA
