"Udalerri kodea","Udalerria","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003"
"48001","Abadiño","0.13","0.67","4.28","4.58","4.76","5.88","8.92","5.95","6.00","3.36","3.36","3.39","3.42"
"20001","Abaltzisketa","12.23","3.04","3.03","3.06","3.10","3.09","0.00","0.00","0.00","0.00","5.17","0.00","0.00"
"48002","Abanto y Ciérvana-Abanto Zierbena","16.45","15.73","13.06","13.77","12.46","13.27","19.00","13.92","13.95","14.47","12.45","10.10","10.27"
"20002","Aduna","4.26","8.49","4.31","6.60","4.42","0.00","4.82","2.57","2.68","4.07","4.17","4.32","4.39"
"20016","Aia","3.90","3.91","4.90","4.43","4.47","5.99","4.03","2.10","2.17","5.55","5.68","5.78","5.95"
"20003","Aizarnazabal","16.77","11.61","5.17","5.21","2.67","2.77","7.26","3.03","3.10","2.40","2.41","2.48","2.65"
"48911","Ajangiz","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.39","3.41","3.46","3.50"
"20004","Albiztur","0.00","3.09","3.08","3.13","3.18","3.18","3.18","0.00","0.00","0.00","0.00","0.00","0.00"
"20005","Alegia","18.43","13.77",NA,"8.51","5.63","13.04","17.22","9.87","10.01","11.91","6.63","9.07","7.95"
"01001","Alegría-Dulantzi","10.46","9.64","8.97","8.02","5.64","8.70","12.75","8.25","7.54","5.34","5.66","6.05","6.62"
"20006","Alkiza","2.78","5.43","7.96","2.66","2.75","2.82","8.45","5.68","5.97","4.67","4.82","5.07","5.32"
"48912","Alonsotegi","26.60","22.81","26.46","17.63","15.88","14.16","23.66","13.77","13.84","17.17","17.36","14.89","15.14"
"20906","Altzaga","5.75","5.85","6.06","6.13","6.21","6.25","6.25","6.29","6.37","0.00","0.00","0.00","0.00"
"20007","Altzo","9.78","17.37","0.00","4.88","4.90","4.98","12.50","4.99","5.13","4.07","0.00","0.00","0.00"
"20008","Amezketa","8.51","10.47","10.31","6.16","4.11","5.09","4.03","1.01","1.03","0.00","0.00","0.00","0.00"
"48003","Amorebieta-Etxano","7.98","3.11",NA,NA,"2.46",NA,NA,"9.98","10.11","10.14","8.43","5.93","6.00"
"48004","Amoroto","0.00","0.00","0.00","2.48","2.44","2.42","2.43","0.00","0.00","0.00","0.00","0.00","0.00"
"01002","Amurrio","0.00","0.00","0.00","5.04","4.57","8.27","13.90","10.64","6.53","8.71","4.06","5.34","4.09"
"20009","Andoain","6.76","6.89","6.90","5.33","5.11","5.93","10.57","8.73","8.87","8.41","7.76","7.84","7.87"
"20010","Anoeta","13.14","11.42","14.34","8.64","6.55","8.69","14.05","8.19","8.34","5.05","5.05","4.49","5.06"
"20011","Antzuola","5.95","5.02","8.22","7.33","8.71","8.28","8.78","3.71","3.75","6.20","4.86","3.01","4.15"
"48005","Arakaldo","0.00","0.00","0.00","7.81","7.87","0.00","0.00","0.00","0.00","15.62","16.30","16.13","15.79"
"20012","Arama","4.81","0.00","4.61","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"01003","Aramaio","2.65","1.34","2.69","2.00","2.66","6.68","6.01","3.35","3.35","3.35","0.00","0.00","0.00"
"48006","Arantzazu","2.63","2.62","8.06","5.52","2.80","2.94","12.70","3.27","3.27","5.00","5.14","5.28","5.32"
"48093","Areatza","10.79","9.14","10.66","8.97","7.48","6.89","17.59","13.38","13.70","18.59","14.23","1.46","12.70"
"20013","Aretxabaleta","6.59","6.16","3.02","5.08","5.16","8.64","6.27","4.80","4.85","5.22","4.38","3.65","4.47"
"01006","Armiñón","8.37","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8.47","8.88","9.04"
"01037","Arraia-Maeztu","9.76","0.00","1.38","1.36","2.74","5.59","2.82","1.41","1.40","2.07","5.47","5.44","5.43"
"48009","Arrankudiaga","5.10","4.11","3.10","2.08","2.11","4.31","4.37","3.34","3.46","1.79","1.85","1.90","1.93"
"20055","Arrasate/Mondragón","10.04","9.07","12.06","9.76","10.27","11.55","12.57","2.95","2.95","2.97","2.94","2.90","2.87"
"48914","Arratzu","12.25","7.46","7.63","7.74","2.57","7.81","7.96","2.72","2.81","0.00","0.00","0.00","0.00"
"01008","Arratzua-Ubarrundia","4.05","1.00","1.01","1.02","5.17","8.58","7.63","1.10","3.37","1.72","1.80","1.87","1.98"
"48010","Arrieta","8.82","5.24","3.58","5.47","1.83","0.00","1.80","5.44","5.43","2.74","2.80","2.88","2.95"
"48011","Arrigorriaga","17.32","17.80","19.23","12.61","10.46","12.06","20.57","14.09","14.15","13.42","11.89","9.91","10.95"
"48023","Artea","1.32","0.00","0.00","0.00","1.28","3.89","2.65","2.71","2.84","2.21","2.22","2.22","2.26"
"48008","Artzentales","13.57","8.26","4.14","5.38","7.99","4.08","6.93","7.03","7.16","2.18","2.20","2.24","2.26"
"01004","Artziniega","5.45","3.84","4.93","8.67","5.40","12.02","22.00","21.22","15.58","14.40","12.78","14.92","14.12"
"01009","Asparrena","15.86","7.88","10.83","4.75","9.46","18.43","25.87","19.14","17.01","13.28","8.78","10.04","8.87"
"20014","Asteasu","9.90","9.84","9.22","7.27","6.66","10.12","11.52","6.07","6.11","7.64","7.10","6.57","6.76"
"20903","Astigarraga","8.82","6.77","5.35","5.44","5.09","4.62","7.24","5.87","6.06","6.26","6.43","5.33","4.71"
"20015","Ataun","8.29","7.11","4.73","4.17","2.39","0.00","0.00","1.20","1.23","0.95","0.97","0.98","0.99"
"48091","Atxondo","6.54","5.05","5.76","4.28","4.92","4.19","6.23","9.62","9.64","5.54","5.57","5.60","5.56"
"48070","Aulesti","0.00","0.00","1.54","1.52","1.48","4.41","2.93","2.93","2.95","2.23","2.24","2.26","2.28"
"01010","Ayala/Aiara","1.36","0.34","1.36","1.37","0.69","3.50","5.37","5.48","5.99","8.75","5.03","5.24","5.59"
"20017","Azkoitia","7.86","7.98","5.75","4.44","4.63","6.32","11.76","7.87","8.04","4.95","5.02","5.09","5.14"
"20018","Azpeitia","10.43","9.98","8.94","9.79","8.32","9.84","9.90","6.73","6.81","6.15","6.18","4.97","5.48"
"01049","Añana","0.00","0.00","6.25","6.25","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"48012","Bakio","8.09","8.46","4.96","7.65","8.16","3.99","11.71","5.69","5.85","6.04","6.28","6.07","4.25"
"20904","Baliarrain","6.85","21.58","15.27","7.75","8.00","8.26","17.39","9.52","10.42","16.13","0.00","0.00","0.00"
"48090","Balmaseda","21.61","17.27","14.17","11.82","11.88","9.23","15.03","14.12","14.29","9.03","9.32","9.57","9.60"
"48013","Barakaldo","10.67","11.02","11.90","13.88","8.49","10.72",NA,"8.01","8.09","8.57","7.52","7.55","7.57"
"48014","Barrika","3.27","2.60","6.51","3.94","3.30","3.99","6.81","4.19","4.25","1.08","1.11","1.15","0.00"
"01013","Barrundia","3.32","2.20","2.17","2.18","1.10","3.30","5.60","2.33","0.00","1.86","0.00","0.00","0.00"
"48015","Basauri","14.75","13.31","0.00","0.00","0.00","4.14","12.55","10.56","10.49","9.92","7.19","6.99","7.03"
"01011","Baños de Ebro/Mañueta","3.23","0.00","3.09","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20019","Beasain","10.45","10.36","7.54","4.20","5.30","9.42","8.52","5.84","5.98","5.23","5.30","4.79","4.84"
"48092","Bedia","7.80","5.83","5.84","5.98","3.06","4.13","8.30","2.06","2.04","9.16","7.11","8.15","6.11"
"20020","Beizama","0.00","0.00","0.00","0.00","0.00","10.93","5.49","0.00","0.00","0.00","0.00","0.00","0.00"
"20021","Belauntza","16.33","23.62","15.09","3.64","3.52","6.85","3.40","0.00","0.00","0.00","0.00","0.00","0.00"
"48016","Berango","2.87","5.19","4.33","3.18","4.09","4.28","7.35","5.53","5.66","4.07","4.20","4.26","0.00"
"01014","Berantevilla","4.37","2.12","0.00","0.00","2.05","0.00","2.13","0.00","4.47","3.38","3.33","3.28","3.25"
"20022","Berastegi","2.80","4.72","3.77","3.76","1.88","1.89","2.88","2.91","2.95","1.50","1.50","1.51","1.52"
"20074","Bergara","4.88","5.07","3.78","6.85","7.72","8.49","12.61","6.86","6.83","6.54","5.45","5.24","5.41"
"48017","Bermeo","11.48","12.12","10.35","10.26","9.53","12.08","25.26","16.88","16.94","15.65","7.51","7.51","7.51"
"01016","Bernedo","5.85","5.60","1.80","1.76","1.76","1.75","1.74","1.72","0.00","0.00","2.64","2.72","2.77"
"48018","Berriatua","9.86","10.59","9.65","4.79","1.59","3.93","1.54","0.00","0.00","1.24","1.29","1.35","1.43"
"48019","Berriz","0.00","0.42","7.28","7.23","8.02","5.33","7.37","4.53","4.59","5.72","8.68","7.55","8.97"
"20023","Berrobi","17.27","13.89","14.13","15.90","12.22","8.67","10.20","8.40","8.50","0.00","0.00","0.00","0.00"
"20024","Bidania-Goiatz","9.60","7.62","7.62","5.65","3.74","7.52","3.84","2.00","2.05","3.16","3.25","3.35","3.44"
"48020","Bilbao","29.54","28.21","12.30","20.05","16.69","19.06","22.26","19.89","19.94","21.32","18.33","18.30","15.38"
"48021","Busturia","9.56","8.28","4.69","5.20","6.81","7.35","12.54","10.98","11.02","9.87","9.92","4.71","4.78"
"01017","Campezo/Kanpezu","4.70","5.57","5.42","7.07","4.42","3.56","4.46","8.09","6.32","4.58","1.39","1.38","1.40"
"20029","Deba","0.00","0.00","0.00","0.00","0.92","0.00","0.00","2.03","2.04","2.06","2.08","2.09","2.09"
"48901","Derio","6.73","6.35","4.25","4.54","3.43","4.99","9.74","5.68","5.74","2.52","2.56","2.61","2.64"
"48026","Dima","3.47","3.52","2.84","2.89","2.94","3.00","5.35","4.67","4.79","3.34","1.31","3.52","1.36"
"20069","Donostia / San Sebastián","14.66","14.14","12.60","11.05","9.97","13.82","18.34","13.81","13.90","13.53","13.54","11.31","11.51"
"48027","Durango","4.04","3.54","2.47","2.65","3.17","4.74","13.10","5.92","6.00","3.38","3.44","3.50","3.55"
"48028","Ea","3.55","1.17","3.47","2.29","4.49","3.34","7.77","3.34","3.41","1.75","1.83","1.89","1.89"
"20030","Eibar","13.18","11.27","12.14","6.70","6.70","7.81","10.47","7.90","7.91","7.14","6.58","6.13","5.13"
"48031","Elantxobe","13.19","18.04","7.65","2.52","4.84","9.28","9.09","20.45","20.32","13.45","13.33","3.26","3.25"
"01021","Elburgo/Burgelu","3.28","3.25","3.22","3.21","1.60","1.65","3.54","3.75","0.00","0.00","0.00","0.00","0.00"
