"Udalerri kodea","Udalerria","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000"
"48058","Mallabia","48.11","45.33","44.49","42.29","44.95","46.05","46.95","43.75","47.03","45.37","45.41","45.25","44.13","42.31","41.53","38.67","40.66"
"48060","Markina-Xemein","67.72","66.75","65.64","64.36","66.49","72.53","72.03","73.63","74.18","75.13","75.71","75.80","77.59","77.90","76.82","76.66","74.87"
"48061","Maruri-Jatabe","66.67","74.14","69.09","70.37","59.68","77.19","77.97","80.00","80.39","81.25","80.85","83.72","81.08","81.25","87.50","93.55","93.55"
"48059","Mañaria","54.72","56.86","53.06","52.08","50.00","63.04","60.00","61.54","60.38","61.11","60.38","57.45","55.56","53.66","60.00","60.87","60.42"
"20901","Mendaro","56.02","53.53","52.80","53.41","56.71","60.53","60.13","60.24","62.42","61.59","58.33","60.28","64.06","65.25","68.14","70.18","67.52"
"48062","Mendata","47.83","40.00","48.28","40.00","42.86","75.00","70.00","73.68","70.59","77.78","76.47","85.71","87.50","81.25","82.35","81.25","76.47"
"48063","Mendexa","64.71","61.11","63.89","64.10","68.57","81.25","77.14","77.78","76.47","80.65","82.14","85.19","82.61","84.62","81.82","81.82","80.00"
"48064","Meñaka","78.05","78.95","76.32","63.89","69.23","83.33","82.05","73.53","67.74","70.00","67.86","64.29","60.71","61.54","62.50","62.50","63.64"
"01039","Moreda de Álava / Moreda Araba","32.56","39.39","34.29","32.35","34.48","66.67","66.67","61.54","58.33","57.14","53.33","53.33","53.85","50.00","42.86","46.15","55.56"
"48066","Morga","62.50","61.76","62.50","53.12","53.12","86.36","85.00","84.21","87.50","83.33","68.18","66.67","68.42","66.67","60.00","60.00","61.90"
"48068","Mundaka","76.81","78.99","76.06","74.32","71.24","76.35","77.85","77.18","80.41","85.51","82.73","83.46","85.42","83.33","82.31","84.85","88.00"
"48069","Mungia","76.78","75.47","75.06","73.87","73.52","76.00","75.24","74.41","75.61","74.72","75.69","75.13","75.65","74.62","74.42","74.54","74.42"
"48007","Munitibar-Arbatzegi Gerrikaitz-","67.65","66.67","69.70","71.43","68.97","88.46","84.00","80.95","77.27","78.26","79.17","82.61","80.95","73.68","76.47","83.33","80.95"
"48908","Murueta","68.42","72.22","66.67","68.75","73.68","75.00","71.43","63.64","66.67","71.43","76.92","73.33","73.33","71.43","66.67","58.33","70.00"
"48071","Muskiz","72.25","70.68","72.46","71.91","72.69","75.62","76.82","72.98","71.86","72.50","72.35","75.71","74.04","71.74","70.00","71.50","73.14"
"20057","Mutiloa","52.17","57.89","50.00","40.00","45.16","77.78","73.68","71.43","86.67","87.50","91.67","91.67","85.71","85.71","85.71","92.86","92.31"
"20056","Mutriku","65.33","64.35","62.66","61.32","60.98","73.33","73.29","71.22","72.24","72.53","71.99","71.35","70.76","70.98","70.67","70.55","70.00"
"48067","Muxika","54.17","53.97","55.37","52.38","56.91","69.31","69.44","69.16","69.44","68.52","68.57","67.33","69.39","67.00","65.22","68.42","68.93"
"48909","Nabarniz","52.94","56.25","56.25","58.82","50.00","69.23","69.23","75.00","75.00","81.82","81.82","87.50","77.78","70.00","77.78","77.78","80.00"
"01041","Navaridas","22.92","25.58","16.33","19.61","18.75","33.33","29.17","23.08","18.75","18.18","14.71","14.71","12.12","11.76","11.43","11.11","9.76"
"20063","Oiartzun","69.31","68.89","67.66","66.41","66.32","68.44","68.01","66.67","67.95","68.13","67.21","67.68","67.09","66.40","64.91","64.89","65.82"
"01042","Okondo","51.52","47.00","46.30","46.73","43.52","55.17","59.04","60.44","59.34","59.52","61.54","64.38","66.20","64.62","64.62","62.30","64.52"
"20058","Olaberria","72.73","72.87","72.00","66.92","66.18","74.02","71.77","69.23","72.09","74.17","72.32","70.25","69.75","68.70","70.37","71.43","69.16"
"48073","Ondarroa","75.70","78.07","78.25","77.22","78.31","81.42","80.69","81.30","82.60","82.96","83.57","83.06","84.53","84.21","83.33","84.25","85.25"
"20076","Ordizia","73.55","75.78","72.46","69.90","66.71","69.26","68.69","64.29","66.05","80.14","80.27","80.14","79.02","79.34","78.60","77.99","77.91"
"20905","Orendain","38.89","29.41","31.25","33.33","40.00","88.89","87.50","87.50","87.50","77.78","75.00","71.43","100.00","100.00","100.00","100.00","100.00"
"20060","Orexa","55.56","60.00","45.45","38.46","42.86","90.00","90.91","90.00","90.00","88.89","88.89","88.89","90.00","90.00","90.00","80.00","81.82"
"20061","Orio","73.12","71.46","70.74","69.10","69.09","71.83","70.94","67.31","71.46","70.28","71.09","70.12","69.03","69.94","70.66","72.03","73.77"
"20062","Ormaiztegi","71.43","69.79","69.57","66.67","68.48","70.83","70.75","70.27","71.05","69.64","71.57","69.52","69.90","73.47","70.83","71.28","70.83"
"48075","Orozko","55.09","51.52","50.65","50.00","53.15","68.18","69.77","68.42","70.11","70.00","71.83","71.92","70.21","70.29","71.11","72.31","70.87"
"48083","Ortuella","69.59","69.07","69.98","68.78","67.99","67.54","66.32","64.74","65.23","66.62","67.88","68.48","69.01","70.00","71.80","72.07","71.66"
"48072","Otxandio","70.37","66.67","65.88","62.50","63.64","71.88","72.73","69.70","79.10","77.94","72.31","75.38","74.60","74.19","77.05","78.95","80.00"
"01043","Oyón-Oion","53.99","55.49","51.34","48.30","50.83","55.31","53.82","53.29","55.87","53.72","52.05","51.27","53.41","51.34","50.19","50.20","48.96"
"20059","Oñati","70.17","69.29","65.88","61.93","62.97","72.27","72.58","72.43","76.42","76.29","75.55","75.07","73.21","72.95","72.63","72.87","72.02"
"20064","Pasaia","76.89","76.62","76.76","76.00","74.20","77.22","74.81","72.38","71.13","70.56","71.29","72.40","73.57","73.81","73.11","74.14","75.44"
"01044","Peñacerrada-Urizaharra","50.00","46.88","51.52","50.00","48.48","76.19","82.61","87.50","82.35","84.21","83.33","83.33","82.35","81.25","84.62","76.92","84.62"
"48077","Plentzia","85.67","85.42","84.10","80.89","82.75","86.86","86.60","86.60","88.31","87.33","87.02","88.08","87.22","86.74","88.63","89.30","89.27"
"48078","Portugalete","83.90","84.03","83.47","82.50","82.10","81.84","81.11","78.70","78.75","79.61","80.07","80.68","80.19","80.83","81.19","81.45","82.86"
"01047","Ribera Baja/Erribera Beitia","66.02","65.69","63.30","61.39","56.60","68.24","68.49","64.10","64.63","61.33","66.18","69.70","66.67","69.23","76.00","78.26","77.27"
"01051","Salvatierra/Agurain","72.09","74.29","72.22","71.04","70.56","72.08","71.15","71.86","76.18","76.30","77.81","78.03","77.41","77.52","76.33","76.69","76.49"
"01052","Samaniego","27.42","29.51","28.81","27.42","32.79","43.59","43.59","39.02","38.64","34.09","33.33","27.50","27.27","27.50","24.39","23.08","25.58"
"01053","San Millán/Donemiliaga","25.71","29.03","25.00","25.47","27.88","75.68","75.00","71.79","73.53","65.71","66.67","64.52","66.67","71.43","60.00","66.67","66.67"
"48082","Santurtzi","79.74","80.67","80.36","80.32","79.63","78.50","77.79","76.50","76.61","77.08","75.90","77.34","77.62","77.90","78.62","78.92","79.43"
"20070","Segura","70.79","70.97","64.37","61.54","64.58","79.55","79.35","77.32","78.22","81.25","81.32","81.18","83.13","81.71","83.54","89.47","87.65"
"48084","Sestao","78.14","79.59","79.15","78.50","78.18","77.35","76.99","74.71","75.04","75.36","75.95","76.95","76.79","77.67","78.75","78.40","80.05"
"48904","Sondika","70.23","69.24","69.87","69.34","69.62","67.98","68.02","68.84","70.96","71.66","72.16","70.14","72.16","72.08","73.42","75.16","76.56"
"48085","Sopela","84.46","84.18","83.74","81.94","82.72","82.30","81.88","82.46","84.15","83.13","83.64","83.93","83.26","82.77","83.47","84.31","85.49"
"48086","Sopuerta","67.03","67.03","66.31","63.83","66.86","76.88","76.58","76.51","75.76","76.07","77.42","77.12","76.03","75.52","73.29","74.15","74.52"
"20065","Soraluze-Placencia de las Armas","67.54","62.56","63.36","62.50","63.45","69.83","67.23","64.48","64.96","65.12","64.42","62.72","60.92","60.99","59.93","61.49","61.01"
"48076","Sukarrieta","88.00","86.96","78.95","81.25","80.95","90.48","90.48","87.50","92.59","92.00","92.59","91.67","91.30","91.67","92.59","91.67","92.59"
"20071","Tolosa","81.80","80.72","80.14","78.80","79.49","80.69","79.37","78.97","80.67","80.16","79.97","80.05","79.64","79.57","79.37","79.81","79.57"
"48087","Trucios-Turtzioz","50.00","46.97","47.46","48.33","50.00","75.68","75.68","71.79","72.97","74.36","79.55","79.55","84.62","84.21","84.62","84.62","83.33"
"48088","Ubide","56.25","57.14","46.67","43.75","50.00","85.71","84.62","71.43","78.57","84.62","83.33","90.91","88.89","90.00","90.00","90.00","80.00"
"48065","Ugao-Miraballes","75.65","75.90","75.50","73.48","70.21","68.22","67.91","67.68","71.20","71.58","71.55","72.43","72.31","74.66","74.82","75.18","75.52"
"48089","Urduliz","70.63","68.97","69.47","67.15","65.07","67.92","68.12","68.24","67.70","66.55","67.60","69.33","71.12","69.30","69.95","73.33","75.51"
"48074","Urduña/Orduña","66.78","64.80","65.13","64.00","64.80","78.55","76.78","79.56","82.69","80.95","82.94","82.49","78.31","80.08","82.87","85.04","83.90"
"01054","Urkabustaiz","52.89","55.36","52.89","51.28","48.70","70.89","68.83","73.24","74.65","78.26","76.47","73.53","76.56","77.78","79.66","80.36","78.18"
"20072","Urnieta","66.54","64.47","64.04","62.50","63.79","68.86","66.61","66.78","66.77","66.12","64.38","63.19","63.19","63.67","63.62","63.95","65.09"
"20077","Urretxu","71.38","71.32","71.48","70.82","71.05","73.77","73.84","73.43","73.96","73.08","74.56","74.96","72.91","71.93","73.25","73.11","73.06"
"20073","Usurbil","67.57","66.56","64.97","64.83","65.25","68.31","68.54","67.82","67.66","69.40","70.42","69.97","68.42","69.15","69.33","70.02","66.80"
"01055","Valdegovía/Gaubea","50.00","52.17","50.83","49.21","51.67","71.25","75.32","77.11","84.52","84.81","79.45","75.71","78.26","78.46","78.12","80.95","80.65"
"48080","Valle de Trápaga-Trapagaran","71.34","70.18","70.09","69.13","67.79","68.09","68.71","67.37","68.88","67.24","67.77","68.69","69.02","69.71","70.19","70.31","72.02"
"20075","Villabona","72.28","71.51","71.19","69.82","70.60","73.96","72.73","73.45","75.05","74.85","73.17","73.77","73.72","73.44","72.36","72.34","74.18"
"01057","Villabuena de Álava/Eskuernaga","18.28","19.32","20.22","17.53","20.69","31.03","25.81","25.00","25.35","25.35","23.61","18.84","20.00","20.00","19.70","20.29","20.00"
"01059","Vitoria-Gasteiz","82.15","81.92","81.43","80.64","79.96","79.70","78.93","77.74","78.99","79.08","79.41","80.03","80.18","80.00","80.06","80.36","81.00"
"01060","Yécora/Iekora","11.67","11.76","13.21","14.29","18.52","50.00","52.17","54.55","45.83","43.48","45.00","45.00","42.11","36.36","31.82","33.33","31.58"
"48095","Zaldibar","54.91","52.97","51.80","51.13","50.22","51.67","53.01","52.67","52.33","52.61","55.13","53.88","57.20","56.56","57.92","59.59","57.20"
"20078","Zaldibia","56.00","54.20","52.99","48.59","49.29","57.26","58.54","53.60","59.52","64.35","60.00","64.04","64.04","62.28","62.71","63.96","64.22"
"01061","Zalduondo","52.63","52.63","54.55","54.17","54.55","100.00","93.33","92.86","85.71","78.57","80.00","91.67","90.91","90.91","90.91","83.33","91.67"
"48096","Zalla","73.12","71.19","71.59","71.61","71.78","74.49","74.13","72.64","73.34","74.57","74.93","74.52","72.78","73.11","71.07","71.33","73.00"
"01062","Zambrana","46.43","52.00","51.85","53.85","61.54","80.95","73.91","68.18","68.18","77.27","77.27","73.91","70.83","71.43","71.43","66.67","70.83"
"48905","Zamudio","67.80","67.89","65.61","65.83","65.64","65.78","66.11","67.48","68.45","66.60","64.58","65.05","64.17","65.02","63.66","62.73","60.84"
"48097","Zaratamo","63.84","61.71","60.87","59.16","57.95","57.21","57.28","55.05","53.78","52.78","52.63","54.11","54.07","53.54","56.02","54.64","57.14"
"20079","Zarautz","79.34","78.54","77.62","76.69","75.23","75.91","75.93","74.70","76.10","76.10","76.10","75.55","74.27","73.41","73.85","74.33","74.52"
"48024","Zeanuri","64.00","58.65","57.58","55.34","57.41","78.57","81.71","80.49","79.52","81.25","81.58","81.69","83.56","80.56","76.39","77.14","76.39"
"48025","Zeberio","62.50","54.79","52.38","57.35","59.70","67.16","63.38","61.97","66.67","66.67","66.10","66.10","64.81","68.00","71.15","69.09","68.97"
"20025","Zegama","63.89","63.06","62.18","57.66","61.26","75.00","74.76","66.37","60.80","62.81","63.25","67.23","70.34","70.80","78.85","77.45","79.61"
"20026","Zerain","41.18","41.67","40.54","39.47","42.11","57.14","62.50","66.67","76.19","75.00","78.95","77.78","75.00","76.47","70.59","68.42","63.16"
"20027","Zestoa","59.09","57.64","57.31","55.69","56.60","67.36","67.77","68.57","72.61","74.32","75.82","75.19","76.21","76.95","76.39","75.22","76.47"
"48913","Zierbena","75.00","73.47","70.07","70.75","69.01","73.33","72.79","72.30","75.74","77.69","76.32","75.96","73.79","73.58","72.38","77.78","80.85"
"01018","Zigoitia","62.50","64.67","68.33","68.09","69.63","83.97","84.00","80.67","83.03","83.82","83.93","85.80","86.47","87.06","72.50","75.00","72.13"
"48915","Ziortza-Bolibar","56.00","54.17","50.00","44.00","54.55","80.00","85.71","84.62","78.57","73.33","75.00","75.80","77.59","77.90","76.82","76.66","74.87"
"20028","Zizurkil","56.77","57.92","55.92","52.84","55.60","60.99","60.91","58.53","59.93","59.51","60.36","61.40","59.23","58.08","58.24","59.52","58.37"
"01063","Zuia","63.64","66.48","63.92","63.45","70.00","84.15","82.18","80.81","77.84","80.49","80.82","79.87","78.47","77.54","75.56","75.37","72.46"
"20081","Zumaia","74.30","73.82","72.12","71.83","71.43","74.12","71.86","72.67","75.47","75.90","74.51","74.88","72.87","72.88","72.44","73.02","73.28"
"20080","Zumarraga","77.14","77.66","77.50","76.86","76.03","78.49","77.33","76.27","78.39","77.25","75.86","75.43","74.92","74.06","74.15","73.54","73.94"
