"Udalerri kodea","Udalerria","2012","2010","2008","2005","2000"
"48001","Abadiño","52.30","52.10","55.95","66.20","78.60"
"20001","Abaltzisketa","2.10","1.70","1.70","5.30","4.10"
"48002","Abanto y Ciérvana-Abanto Zierbena","34.80","33.90","35.35","37.90","43.10"
"20002","Aduna","60.10","52.00","54.51","58.90","66.20"
"20016","Aia","46.60","51.60","59.86","57.90","60.50"
"20003","Aizarnazabal","67.40","71.60","61.73","77.80","85.60"
"48911","Ajangiz","80.40","83.80","86.74","75.40","62.60"
"20004","Albiztur","71.50","71.10","70.68","69.50","75.40"
"20005","Alegia","52.90","46.00","43.73","49.30","45.60"
"01001","Alegría-Dulantzi","41.10","44.90","52.54","45.10","53.40"
"20006","Alkiza","4.90","11.70","12.20","2.60","3.90"
"48912","Alonsotegi","45.10","42.90","50.35","53.70","58.60"
"20906","Altzaga","5.10","5.30","7.94","5.80","4.60"
"20007","Altzo","68.60","70.60","74.74","80.30","76.40"
"20008","Amezketa","71.20","70.70","66.71","56.70","51.80"
"48003","Amorebieta-Etxano","31.90","35.20","45.01","39.70","47.20"
"48004","Amoroto","65.70","69.60","67.91","74.20","74.80"
"01002","Amurrio","60.30","58.40","63.51","62.30","67.80"
"20009","Andoain","46.70","47.00","41.77","48.70","49.40"
"20010","Anoeta","33.60","37.70","40.74","25.00","64.60"
"20011","Antzuola","74.20","70.90","69.56","72.70","72.40"
"48005","Arakaldo","53.30","64.40","68.79","71.00","72.20"
"20012","Arama","3.30","5.10","4.71","3.30","3.70"
"01003","Aramaio","19.80","22.00","36.21","30.30","23.70"
"48006","Arantzazu","36.20","24.10","27.21","18.90","27.30"
"48093","Areatza","8.00","17.70","4.01","13.20","22.40"
"20013","Aretxabaleta","58.60","60.60","48.45","64.80","63.50"
"01006","Armiñón","70.00","72.50","66.14","77.30","84.80"
"01037","Arraia-Maeztu","37.80","52.20","39.77","48.30","40.80"
"48009","Arrankudiaga","52.40","58.50","54.87","67.20","73.90"
"20055","Arrasate/Mondragón","36.90","36.10","41.86","46.50","54.30"
"48914","Arratzu","2.90","0.90","6.48","8.50","7.20"
"01008","Arratzua-Ubarrundia","11.50","10.10","7.33","6.60","24.30"
"48010","Arrieta","8.60","8.20","10.90","10.00","11.70"
"48011","Arrigorriaga","31.90","32.70","40.54","38.90","37.50"
"48023","Artea","60.40","53.80","49.01","17.60","15.00"
"48008","Artzentales","6.50","7.00","4.77","5.00","6.40"
"01004","Artziniega","44.60","47.20","62.09","48.80","47.50"
"01009","Asparrena","63.80","61.30","65.03","72.90","66.30"
"20014","Asteasu","70.90","71.50","77.87","74.90","66.70"
"20903","Astigarraga","24.10","24.10","33.50","27.60","26.90"
"20015","Ataun","12.30","8.20","8.28","11.70","18.80"
"48091","Atxondo","72.20","72.80","60.29","71.50","78.00"
"48070","Aulesti","45.30","44.00","36.45","50.20","30.80"
"01010","Ayala/Aiara","46.00","39.20","47.16","45.30","44.90"
"20017","Azkoitia","49.80","48.50","51.52","48.30","47.00"
"20018","Azpeitia","39.70","45.70","55.03","54.50","47.50"
"01049","Añana","15.50","41.30","23.67","24.20","12.50"
"48012","Bakio","5.10","3.70","4.31","4.90","6.10"
"20904","Baliarrain","2.70","3.30","2.79","1.20","3.40"
"48090","Balmaseda","23.10","22.80","19.85","18.60","32.20"
"48013","Barakaldo","7.70","8.50","9.60","9.60","12.00"
"48014","Barrika","7.60","6.30","9.55","8.70","6.00"
"01013","Barrundia","12.20","17.00","20.08","22.10","10.70"
"48015","Basauri","27.90","29.00","33.37","33.00","29.00"
"01011","Baños de Ebro/Mañueta","58.10","59.90","56.45","57.80","25.20"
"20019","Beasain","67.20","64.60","60.82","56.80","52.40"
"48092","Bedia","57.30","42.80","54.48","51.20","55.70"
"20020","Beizama","8.40","11.00","16.71","17.60","9.90"
"20021","Belauntza","69.20","70.70","72.25","80.80","80.00"
"48016","Berango","30.30","31.10","31.05","31.20","37.80"
"01014","Berantevilla","82.50","78.90","79.96","78.60","65.40"
"20022","Berastegi","65.10","67.70","54.29","68.30","73.20"
"20074","Bergara","45.80","50.10","53.44","49.30","52.50"
"48017","Bermeo","10.60","13.00","12.02","13.90","17.70"
"01016","Bernedo","25.30","36.60","18.21","8.20","5.90"
"48018","Berriatua","77.70","82.50","75.61","74.60","69.10"
"48019","Berriz","60.80","57.70","58.37","58.40","65.20"
"20023","Berrobi","57.70","59.50","59.64","61.20","66.10"
"20024","Bidania-Goiatz","26.70","36.30","49.02","42.10","37.90"
"48020","Bilbao","6.90","6.20","6.48","6.80","9.10"
"48021","Busturia","8.40","7.90","10.91","7.40","7.50"
"01017","Campezo/Kanpezu","16.30","15.20","21.61","24.90","26.80"
"20029","Deba","52.60","53.70","61.66","60.20","59.70"
"48901","Derio","17.40","15.00","14.21","21.70","34.60"
"48026","Dima","27.40","30.10","17.23","9.20","16.40"
"20069","Donostia / San Sebastián","5.80","5.80","6.78","7.30","9.60"
"48027","Durango","14.90","13.10","17.96","16.50","23.40"
"48028","Ea","31.30","36.10","48.20","33.90","12.30"
"20030","Eibar","20.10","22.30","22.63","24.60","28.60"
"48031","Elantxobe","4.10","2.20","2.09","1.70","2.50"
"01021","Elburgo/Burgelu","6.20","25.60","35.91","5.90","3.80"
"01022","Elciego","48.90","51.80","48.23","67.20","58.70"
"20031","Elduain","65.50","60.10","63.79","55.70","29.20"
"20033","Elgeta","68.80","70.20","66.17","69.40","73.80"
"20032","Elgoibar","58.70","56.90","57.08","51.30","55.60"
"48032","Elorrio","33.00","33.50","39.33","36.60","33.20"
"01023","Elvillar/Bilar","47.60","52.80","50.50","60.60","17.10"
"48902","Erandio","19.10","18.60","22.60","25.50","30.70"
"48033","Ereño","16.50","17.50","37.46","20.10","10.20"
