"Udalerri kodea","Udalerria","2009","2008","2007","2006","2005"
"48001","Abadiño","0.00","0.00","0.00","0.00","0.00"
"20001","Abaltzisketa","0.00","63.29","31.55","65.79","67.80"
"48002","Abanto y Ciérvana-Abanto Zierbena","0.00","0.00","0.00","2.08","2.08"
"20002","Aduna","46.62","49.88","53.19","27.03","27.17"
"20016","Aia","0.00","0.00","0.00","0.00","0.00"
"20003","Aizarnazabal","0.00","0.00","0.00","0.00","0.00"
"48911","Ajangiz","0.00","0.00","0.00","0.00","0.00"
"20004","Albiztur","31.75","32.05","31.85","33.11","34.13"
"20005","Alegia","11.43",NA,NA,"11.86","11.97"
"01001","Alegría-Dulantzi","0.00","0.00","0.00","0.00","0.00"
"20006","Alkiza","0.00","0.00","0.00","0.00","0.00"
"48912","Alonsotegi","0.00","0.00","0.00","0.00","0.00"
"20906","Altzaga","62.89","62.11","63.69","64.10","65.36"
"20007","Altzo","25.13","24.88","25.00","26.39","27.86"
"20008","Amezketa","10.06","10.10","10.17","10.48","10.27"
"48003","Amorebieta-Etxano","1.67","1.68","1.70","1.72","1.75"
"48004","Amoroto","0.00","0.00","0.00","0.00","0.00"
"01002","Amurrio","1.99","1.98","1.99","2.02","1.04"
"20009","Andoain","0.68","0.68","0.69","0.70","0.71"
"20010","Anoeta","5.41","5.40","5.52","5.60","5.63"
"20011","Antzuola","9.25","9.23","9.32","4.71","4.82"
"48005","Arakaldo","0.00","0.00","0.00","0.00","0.00"
"20012","Arama","0.00","0.00","0.00","0.00","0.00"
"01003","Aramaio","0.00","0.00","0.00","0.00","0.00"
"48006","Arantzazu","0.00","0.00","0.00","0.00","0.00"
"48093","Areatza","8.76","8.84","0.00","0.00","0.00"
"20013","Aretxabaleta","1.49","1.49","1.50","1.52","1.55"
"01006","Armiñón","0.00","0.00","0.00","0.00","0.00"
"01037","Arraia-Maeztu","0.00","0.00","0.00","27.86","27.47"
"48009","Arrankudiaga","0.00",NA,NA,"0.00","0.00"
"20055","Arrasate/Mondragón","2.27","2.27","1.82","0.45","0.45"
"48914","Arratzu","0.00","0.00","0.00","0.00","0.00"
"01008","Arratzua-Ubarrundia","0.00","0.00","0.00","0.00","0.00"
"48010","Arrieta","0.00","0.00","0.00","0.00","0.00"
"48011","Arrigorriaga","1.62","1.61","0.81","0.81","0.82"
"48023","Artea","0.00","0.00","0.00","0.00","0.00"
"48008","Artzentales","0.00","0.00","0.00","0.00","0.00"
"01004","Artziniega","0.00","0.00","0.00","0.00","0.00"
"01009","Asparrena","0.00","0.00","0.00","0.00","0.00"
"20014","Asteasu","6.79","13.53","6.72","6.87","7.02"
"20903","Astigarraga","2.12","2.14","2.21","0.00","0.00"
"20015","Ataun","17.96","17.95","18.14","18.76","19.06"
"48091","Atxondo","13.96","13.76","13.74","0.00","0.00"
"48070","Aulesti","14.71","14.64","14.71","14.84","14.84"
"01010","Ayala/Aiara","0.00","0.00","0.00","0.00","0.00"
"20017","Azkoitia","0.88","0.89","0.90","1.85","0.94"
"20018","Azpeitia","2.10","2.09","1.41","1.42","1.44"
"01049","Añana","0.00","0.00","0.00","0.00","0.00"
"48012","Bakio","8.10","4.32","4.43","0.00","0.00"
"20904","Baliarrain","83.33","181.82","200.00","219.78","210.53"
"48090","Balmaseda","1.36","1.38","1.39","1.41","1.41"
"48013","Barakaldo","1.41","1.42","1.44","1.24","1.25"
"48014","Barrika","20.17","0.00","0.00","0.00","0.00"
"01013","Barrundia","0.00","0.00","0.00","0.00","0.00"
"48015","Basauri","2.59","2.58","2.33","2.08","2.06"
"01011","Baños de Ebro/Mañueta","0.00","0.00","0.00","0.00","0.00"
"20019","Beasain","1.46","1.48","1.48","1.55","1.58"
"48092","Bedia","0.00",NA,"0.00",NA,NA
"20020","Beizama","109.29","111.11","111.11","109.89","117.65"
"20021","Belauntza","0.00","0.00","0.00","0.00","0.00"
"48016","Berango","0.00","0.00","0.00","0.00","0.00"
"01014","Berantevilla","0.00","0.00","0.00","0.00","0.00"
"20022","Berastegi","0.00","0.00","0.00","0.00","0.00"
"20074","Bergara","2.05","2.04","0.68","0.67","0.67"
"48017","Bermeo","2.94","2.95","2.95","2.97","2.96"
"01016","Bernedo","0.00","0.00","0.00","34.42","35.15"
"48018","Berriatua","7.79","7.64","7.80","0.00","0.00"
"48019","Berriz","0.00","0.00","0.00","0.00","0.00"
"20023","Berrobi","17.36","16.67","16.98","0.00","0.00"
"20024","Bidania-Goiatz","18.83","19.61","20.33","20.70","21.55"
"48020","Bilbao","1.08","0.87","0.88","0.88","0.82"
"48021","Busturia","0.00","0.00","0.00","0.00","0.00"
"01017","Campezo/Kanpezu","0.00","0.00","0.00","0.00","0.00"
"20029","Deba","7.43","5.55","5.55","5.59","7.53"
"48901","Derio","3.72","3.77","1.90","5.78","5.87"
"48026","Dima","7.62","7.66","7.90","8.07","8.66"
"20069","Donostia / San Sebastián","1.35","1.03","1.03","0.98","0.82"
"48027","Durango","1.06","1.06","1.08","1.09","1.11"
"48028","Ea","22.30","22.10","11.21","0.00","0.00"
"20030","Eibar","1.10","1.09","1.45","0.73","0.73"
"48031","Elantxobe","22.78","22.68","22.83","22.37","22.52"
"01021","Elburgo/Burgelu","0.00","0.00","0.00","0.00","0.00"
"01022","Elciego","0.00","0.00","0.00","0.00","0.00"
"20031","Elduain","0.00","0.00","0.00","0.00","0.00"
"20033","Elgeta","9.27","0.00","0.00","0.00","0.00"
"20032","Elgoibar","5.30","2.67","2.71","3.67","2.81"
"48032","Elorrio","2.76","2.77","2.79","2.82","2.81"
"01023","Elvillar/Bilar","0.00","0.00","0.00","0.00","0.00"
"48902","Erandio","0.00","0.00","0.00","0.00","0.00"
"48033","Ereño","38.76","38.76","39.53","76.92","77.82"
"48034","Ermua","0.00","0.00","0.00","0.00","0.00"
"20067","Errenteria","0.26","0.26","0.26","0.26","0.00"
"20066","Errezil","16.23","31.85","32.05","15.80","16.37"
"01046","Erriberagoitia/Ribera Alta","0.00","0.00","0.00","14.64","16.61"
"48079","Errigoiti","0.00","0.00","0.00","0.00","0.00"
"20034","Eskoriatza","0.00","0.00","0.00","0.00","0.00"
"48029","Etxebarri","2.07","2.18","2.34","3.68","3.80"
"48030","Etxebarria","12.18","12.03","12.02","12.15","12.32"
"20035","Ezkio-Itsaso","0.00",NA,NA,"0.00","0.00"
"48906","Forua","0.00","0.00","0.00","0.00","0.00"
"48035","Fruiz","0.00","0.00","0.00","0.00","0.00"
"20038","Gabiria","0.00","0.00","0.00","0.00","0.00"
"20037","Gaintza","0.00","0.00","0.00","0.00","0.00"
"48036","Galdakao","0.34","0.34","0.34","0.34","0.34"
"48037","Galdames","0.00","0.00","0.00","0.00","0.00"
"48038","Gamiz-Fika","0.00","0.00","0.00","0.00","0.00"
"48039","Garai","0.00","0.00","0.00","0.00","0.00"
"48040","Gatika","0.00","0.00","0.00","0.00","0.00"
"48041","Gautegiz Arteaga","0.00","0.00","0.00","0.00","0.00"
"20907","Gaztelu","180.72","189.87","180.72","176.47","197.37"
"48046","Gernika-Lumo","1.84","1.85","1.23","1.24","0.63"
"20039","Getaria","11.21","3.81","3.87","3.96","3.96"
"48044","Getxo","0.25","0.25","0.86","0.86","0.85"
"48047","Gizaburuaga","0.00","0.00","0.00","0.00","0.00"
"48042","Gordexola","11.49","11.49","11.74","6.09","6.29"
"48043","Gorliz","0.00","0.00","0.00","0.00","0.00"
"48045","Güeñes","6.18","4.73","4.78","4.84","4.86"
"01056","Harana/Valle de Arana","0.00","0.00","0.00","31.95","30.40"
"20040","Hernani","1.56","1.56","1.56","1.57","1.58"
"20041","Hernialde","0.00","0.00","0.00","0.00","0.00"
"20036","Hondarribia","0.61","0.61","1.23","1.85","1.87"
"20042","Ibarra","4.60","4.61","4.65","2.34","0.00"
"48048","Ibarrangelu","32.57","32.47","32.73","0.00","0.00"
"20043","Idiazabal","4.42","4.42","4.52","4.57","4.62"
"48094","Igorre","2.36","0.00","0.00","0.00","0.00"
"20044","Ikaztegieta","42.55","43.01","43.57","43.96","0.00"
"20045","Irun","1.97","1.80","1.81","1.32","0.50"
"20046","Irura","0.00","0.00","0.00","0.00","0.00"
"01027","Iruraiz-Gauna","0.00","0.00","0.00","0.00","0.00"
"01901","Iruña Oka/Iruña de Oca","0.00","0.00","0.00","0.00","0.00"
"48049","Ispaster","0.00","0.00","0.00","0.00","0.00"
"20047","Itsasondo","0.00","0.00","0.00","0.00","0.00"
"48910","Iurreta","2.62","2.61","2.59","2.60","2.56"
"48050","Izurtza","0.00","0.00","0.00","0.00","0.00"
"48022","Karrantza Harana/Valle de Carranza","0.00","0.00","3.53","0.00","0.00"
"48907","Kortezubi","0.00","0.00","0.00","0.00","0.00"
"01019","Kripan","0.00","0.00","0.00","0.00","0.00"
"01020","Kuartango","28.17","0.00","0.00","0.00","0.00"
"01028","Labastida/Bastida","0.00","0.00","0.00","0.00","0.00"
"01030","Lagrán","0.00","107.53","105.26","103.09","471.20"
"01031","Laguardia","6.61","6.62","6.64","6.74","6.73"
"01032","Lanciego/Lantziego","0.00","0.00","0.00","0.00","0.00"
"48051","Lanestosa","0.00","0.00","0.00","0.00","0.00"
"01902","Lantarón","0.00","0.00","0.00","0.00","0.00"
"01033","Lapuebla de Labarca","0.00","0.00","0.00","0.00","0.00"
"48052","Larrabetzu","0.00","0.00","0.00","0.00","0.00"
"20048","Larraul","0.00","0.00","41.84","96.15","0.00"
"20902","Lasarte-Oria","0.00","0.00","0.00","0.00","0.00"
"01036","Laudio/Llodio","3.26","3.82","3.83","3.80","3.79"
"48053","Laukiz","0.00","0.00","0.00","0.00","0.00"
"20049","Lazkao","1.87","1.87","1.89","1.92","1.95"
"20050","Leaburu","0.00","0.00","0.00","0.00","0.00"
"20051","Legazpi","1.15","1.15","1.15","1.16","1.16"
"20052","Legorreta","0.00","6.69","6.91","6.95","7.07"
"01058","Legutio","0.00","0.00","0.00","0.00","0.00"
"20068","Leintz-Gatzaga","0.00","0.00","38.02","80.00","77.82"
