"Udalerri kodea","Udalerria","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004"
"48001","Abadiño","64.48","64.80","63.11","64.15","62.57","66.67","62.20","58.28","58.82","36.10","39.20","24.29","13.58"
"20001","Abaltzisketa","90.91","88.89","92.86","88.89","85.71","77.78","90.00","83.33","83.33","20.00","50.00","66.67","66.67"
"48002","Abanto y Ciérvana-Abanto Zierbena","72.67","73.42","69.09","63.86","64.73","59.42","69.23","65.61","70.78","34.11","32.20","24.49","24.10"
"20002","Aduna","33.33","25.00","60.00","87.50","87.50","87.50","90.91","75.00","72.73","30.00","16.67","40.00","100.00"
"20016","Aia","66.28","67.90","67.86","68.24","73.79","72.73","69.83","71.88","60.71","37.25","32.61","45.00","33.33"
"20003","Aizarnazabal","93.75","90.79","91.03","91.25","87.50","85.48","82.81","76.36","82.81","13.64","30.95","0.00","0.00"
"48911","Ajangiz","20.00","57.14","42.86","0.00","33.33","45.45","55.56","28.57","16.67","60.00","50.00","62.50","40.00"
"20004","Albiztur","40.00","50.00","40.00","0.00","0.00","0.00","0.00","60.00","60.00","66.67","100.00","33.33","33.33"
"20005","Alegia","75.78","75.00","73.05","66.41","70.77","61.60","66.98","68.18","77.65","20.00","29.27","16.67","7.14"
"01001","Alegría-Dulantzi","83.48","81.02","80.80","83.47","79.83","78.70","71.59","68.10","68.70","28.95","39.13","29.11","32.14"
"20006","Alkiza","28.57","45.45","30.00","30.00","40.00","42.86","50.00","60.00","50.00","20.00","50.00","50.00","0.00"
"48912","Alonsotegi","66.04","66.06","65.89","66.39","66.92","58.59","60.64","57.58","55.95","34.33","35.48","50.98","50.00"
"20906","Altzaga","66.67","66.67","40.00","40.00","33.33","25.00","25.00","25.00","40.00","80.00","400.00","50.00","20.00"
"20007","Altzo","86.67","60.00","25.00","26.67","15.38","38.46","44.44","27.27","38.46","70.00","175.00","0.00","0.00"
"20008","Amezketa","88.68","75.56","75.00","85.42","77.55","65.96","34.33","34.43","25.53","54.55","55.56","0.00","0.00"
"48003","Amorebieta-Etxano","36.45","36.31","36.64","41.04","40.79","37.24","35.38","34.78","35.04","62.38","80.08","53.47","48.99"
"48004","Amoroto","72.73","57.14","42.86","50.00","42.86","70.00","70.00","72.73","45.45","40.00","44.44","37.50","20.00"
"01002","Amurrio","66.28","66.72","64.99","66.42","66.62","71.12","69.64","67.50","70.18","21.92","27.08","21.61","13.94"
"20009","Andoain","75.21","72.62","70.85","65.73","65.42","64.54","62.02","60.17","62.47","36.29","39.93","38.06","39.34"
"20010","Anoeta","78.43","71.55","71.96","69.00","60.71","66.28","69.31","67.68","60.00","46.81","60.98","41.18","51.52"
"20011","Antzuola","71.05","71.08","68.67","69.41","69.05","73.12","67.05","64.08","64.77","37.18","35.82","33.33","30.00"
"48005","Arakaldo","100.00","100.00","100.00","100.00","100.00","100.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20012","Arama","47.06","55.00","52.63","57.89","46.15","40.00","5.56","12.50","33.33","0.00","0.00","0.00","0.00"
"01003","Aramaio","69.23","71.05","51.52","58.82","75.00","66.67","73.53","62.86","55.56","41.18","48.00","46.43","47.62"
"48006","Arantzazu","62.50","58.33","54.55","64.71","68.42","75.00","78.57","75.00","75.00","75.00","150.00","0.00","0.00"
"48093","Areatza","41.38","36.36","46.79","51.85","52.48","46.62","37.59","35.11","38.79","66.67","64.04","70.00","67.44"
"20013","Aretxabaleta","71.34","61.76","60.86","56.76","55.21","50.00","46.50","48.26","53.15","46.89","68.55","32.14","36.11"
"01006","Armiñón","36.36","35.00","52.94","58.33","28.57","25.00","14.29","25.00","25.00","66.67","25.00","50.00","100.00"
"01037","Arraia-Maeztu","46.67","34.62","26.09","29.63","24.14","39.39","41.67","51.16","60.00","48.84","36.17","47.83","45.24"
"48009","Arrankudiaga","50.00","50.00","58.33","58.33","62.50","50.00","45.83","52.94","46.67","61.54","75.00","50.00","40.00"
"20055","Arrasate/Mondragón","87.57","83.57","81.57","78.06","75.00","73.65","74.26","75.03","72.64","25.98","26.96","28.47","25.84"
"48914","Arratzu","53.85","53.33","45.45","58.33","66.67","62.50","55.56","54.55","40.00","50.00","75.00","0.00","0.00"
"01008","Arratzua-Ubarrundia","54.55","61.54","71.43","45.45","62.50","64.71","66.67","52.00","50.00","33.33","35.29","66.67","50.00"
"48010","Arrieta","42.11","36.36","37.50","56.00","58.62","60.00","65.00","63.16","57.89","30.00","62.50","71.43","100.00"
"48011","Arrigorriaga","62.59","66.45","67.74","67.44","69.72","66.97","65.94","61.75","61.76","35.10","37.42","32.28","25.91"
"48023","Artea","80.00","39.02","43.48","51.85","53.85","51.52","64.44","65.71","69.23","28.57","26.92","51.85","48.48"
"48008","Artzentales","90.48","92.31","76.92","80.95","87.23","82.00","79.07","90.00","83.33","44.44","33.33","72.73","71.43"
"01004","Artziniega","86.90","80.26","68.25","66.67","58.33","54.17","54.08","51.65","58.23","35.56","27.66","20.93","14.89"
"01009","Asparrena","72.22","74.75","85.71","84.62","79.61","82.44","81.75","81.51","78.31","12.70","6.67","1.96","6.25"
"20014","Asteasu","79.31","73.77","71.43","79.25","76.92","75.00","74.51","64.00","63.16","28.95","30.30","35.71","40.62"
"20903","Astigarraga","46.58","39.02","36.29","41.99","50.81","52.57","51.45","52.73","51.83","48.97","48.89","54.42","51.32"
"20015","Ataun","61.73","63.93","65.62","67.19","63.33","62.50","56.25","45.61","46.15","40.00","44.00","42.86","55.56"
"48091","Atxondo","68.75","65.91","67.35","60.00","60.00","60.00","58.49","69.23","67.44","35.00","22.92","28.57","37.04"
"48070","Aulesti","100.00","100.00","100.00","100.00","92.86","90.00","87.50","80.00","57.14","50.00","33.33","25.00","0.00"
"01010","Ayala/Aiara","55.81","59.57","69.81","64.71","68.97","63.46","57.14","61.11","68.97","27.03","25.71","36.67","37.50"
"20017","Azkoitia","85.61","85.71","86.20","85.31","85.04","84.82","82.00","80.47","79.80","18.11","20.50","16.61","19.63"
"20018","Azpeitia","81.58","80.56","77.72","77.45","76.20","72.98","71.48","70.76","70.23","27.83","29.74","18.18","19.10"
"01049","Añana","87.50","100.00","100.00","100.00","100.00","100.00","16.67","16.67","100.00","0.00","0.00","0.00","100.00"
"48012","Bakio","55.67","58.59","64.86","66.39","65.73","66.67","68.80","66.67","66.29","21.59","22.37","27.78","35.00"
"20904","Baliarrain","100.00","100.00","100.00","100.00","100.00","100.00","100.00","0.00","0.00","0.00","0.00","0.00","0.00"
"48090","Balmaseda","60.82","58.21","59.03","62.21","61.61","54.16","49.73","50.45","46.05","47.62","51.93","36.77","38.13"
"48013","Barakaldo","80.01","80.77","80.31","81.63","82.53","82.00","81.30","81.20","80.10","19.65","23.16","17.99","16.69"
"48014","Barrika","60.87","70.00","66.04","57.45","57.45","61.29","58.93","53.85","54.00","48.98","69.23","53.12","60.00"
"01013","Barrundia","44.12","44.83","48.48","43.24","26.32","27.50","36.17","42.11","38.24","64.29","62.96","44.44","75.00"
"48015","Basauri","69.01","70.55","70.93","69.62","68.23","69.64","69.07","65.86","64.89","33.21","35.85","28.67","26.79"
"01011","Baños de Ebro/Mañueta","5.26","8.57","8.51","7.69","5.56","14.71","15.15","16.22","9.43","89.36","88.24","80.00","71.43"
"20019","Beasain","39.09","38.14","36.42","34.88","35.16","36.91","36.73","36.32","35.20","52.65","57.91","44.67","43.66"
"48092","Bedia","47.22","38.24","54.76","35.90","33.33","34.29","22.73","22.22","20.00","71.43","51.52","48.28","56.52"
"20020","Beizama","60.00","0.00","50.00","75.00","66.67","66.67","100.00","100.00","100.00","0.00","0.00","0.00","0.00"
"20021","Belauntza","66.67","50.00","50.00","33.33","50.00","36.84","85.71","86.67","80.00","9.09","5.56","50.00","50.00"
"48016","Berango","61.97","56.85","63.04","61.25","63.88","62.58","60.06","61.52","63.93","40.29","51.66","38.36","42.20"
"01014","Berantevilla","63.16","55.56","45.71","48.72","40.00","48.15","40.54","22.22","22.22","82.35","188.89","80.00","83.33"
"20022","Berastegi","95.00","93.75","92.86","90.91","80.00","91.67","90.91","87.50","90.91","8.33","7.14","7.69","8.33"
"20074","Bergara","80.56","80.19","79.91","78.19","76.48","75.22","73.69","73.73","74.72","22.32","23.76","30.17","32.75"
"48017","Bermeo","50.74","51.32","53.96","55.83","56.19","54.22","54.87","52.87","51.61","47.12","56.48","37.21","32.90"
"01016","Bernedo","76.92","50.00","63.64","58.97","59.52","71.43","71.74","66.67","62.22","40.62","40.00","22.73","16.67"
"48018","Berriatua","91.89","92.05","91.82","88.64","89.83","91.36","79.37","80.10","78.65","21.38","34.44","6.25","2.22"
"48019","Berriz","61.74","58.48","64.33","69.25","66.28","62.96","62.46","63.35","58.15","38.00","40.62","25.29","12.28"
"20023","Berrobi","84.00","68.57","70.97","68.00","69.57","57.14","60.87","71.88","40.00","60.00","30.77","62.50","23.53"
"20024","Bidania-Goiatz","95.00","95.83","94.74","87.50","89.29","90.00","91.43","88.00","75.00","12.50","16.67","25.00","8.33"
"48020","Bilbao","82.70","83.46","83.12","83.82","84.38","84.69","84.51","84.15","84.25","15.10","16.02","13.99","13.52"
"48021","Busturia","63.41","60.87","54.05","66.00","60.38","58.06","58.33","60.78","52.94","48.84","57.14","31.82","5.56"
"01017","Campezo/Kanpezu","75.38","75.00","74.29","76.77","67.02","64.94","67.90","60.92","62.67","35.71","33.85","24.64","26.79"
"20029","Deba","81.43","81.08","80.28","77.89","74.81","73.19","73.50","74.78","74.51","24.85","27.52","26.67","33.33"
"48901","Derio","81.41","81.96","81.73","80.95","75.10","70.85","67.91","70.53","67.86","30.77","36.30","32.26","36.14"
"48026","Dima","59.38","57.14","55.17","41.38","48.15","55.17","57.58","64.29","40.91","28.57","8.33","5.88","7.14"
"20069","Donostia / San Sebastián","75.42","74.21","73.73","73.34","73.47","73.81","73.75","72.03","70.37","29.86","30.09","29.46","31.07"
"48027","Durango","76.53","77.24","77.92","79.98","78.52","76.70","77.09","77.88","76.39","22.49","26.49","20.27","19.01"
"48028","Ea","63.64","67.65","69.70","75.00","71.88","62.50","70.59","76.47","80.00","14.29","18.75","20.00","16.67"
"20030","Eibar","91.03","89.58","88.24","87.31","85.89","84.38","84.07","83.51","85.21","13.26","15.57","11.46","10.85"
"48031","Elantxobe","50.00","50.00","50.00","66.67","80.00","85.71","81.82","80.00","88.89","0.00","0.00","0.00","54.55"
"01021","Elburgo/Burgelu","30.43","40.00","45.16","34.62","37.93","30.30","36.67","30.77","40.74","63.64","85.71","17.65","25.00"
