"Udalerri kodea","Udalerria","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002"
"48001","Abadiño","553.34","577.85","567.07","664.34","520.98","613.42","631.46","531.16","511.29","513.82","417.28","494.82","487.50"
"20001","Abaltzisketa","223.94","254.63","262.70","239.01","459.59","235.41","268.03","263.54","159.62","263.93","250.47","194.32","249.46"
"48002","Abanto y Ciérvana-Abanto Zierbena","504.56","560.99","502.42","428.52","526.41","599.17","602.78","603.97","563.21","491.05","364.81","302.44","489.35"
"20002","Aduna","997.09","1.169.34","1.144.23","1.150.56","929.72","1.009.71","1.077.20","1.000.70","1.230.47","965.39","911.89","1.097.08","997.53"
"20016","Aia","503.24","486.15","543.28","520.03","549.45","515.42","561.34","516.00","553.44","690.19","418.47","406.43","543.41"
"20003","Aizarnazabal","1.131.25","979.81","982.16","833.84","824.63","699.90","735.68","985.01","694.65","817.13","707.69","658.63","573.52"
"48911","Ajangiz","558.34","585.17","479.35","524.46","1.031.54","521.98","418.96","385.74","497.35","394.06","403.16","331.72","294.28"
"20004","Albiztur","421.26","399.12","444.62","440.20","328.21","330.68","262.41","313.36","323.88","460.82","307.79","236.09","294.78"
"20005","Alegia","341.92","346.27","386.46","322.06","314.81","458.99","353.57","332.58","347.33","239.82","213.51","217.25","206.30"
"01001","Alegría-Dulantzi","502.29","481.33","457.48","447.06","493.67","487.91","535.32","620.93","509.72","538.25","625.90","601.31","602.02"
"20006","Alkiza","348.83","297.38","254.92","261.17","267.85","242.30","256.43","242.56","244.16","408.92","289.47","462.66","183.35"
"48912","Alonsotegi","421.78","463.36","395.07","328.30","296.05","378.00","283.40","326.70","350.85","320.08","268.94","237.54","251.44"
"20906","Altzaga","283.39","311.01","277.52","294.47","279.35","309.58","499.33","218.75","259.15","246.50","349.07","167.81","211.11"
"20007","Altzo","643.80","491.33","485.34","487.72","510.13","448.17","740.69","509.05","538.02","553.01","447.35","449.56","893.14"
"20008","Amezketa","487.73","423.67","426.35","358.95","341.16","361.67","261.66","356.19","216.60","207.40","210.87","181.35","209.65"
"48003","Amorebieta-Etxano","590.40","587.88","626.16","637.32","615.63","627.13","712.16","636.65","705.44","464.70","511.71","443.41","583.75"
"48004","Amoroto","227.70","190.75","241.32","236.42","192.39","184.54","201.21","317.56","258.53","224.09","293.59","203.59","198.03"
"01002","Amurrio","522.50","546.40","595.17","570.84","473.55","537.14","459.40","538.07","422.88","428.40","453.52","629.31","307.86"
"20009","Andoain","600.53","597.83","562.31","555.81","559.25","558.69","556.60","546.84","372.86","375.81","352.08","349.31","390.89"
"20010","Anoeta","476.94","418.30","425.54","564.78","342.80","316.23","354.35","360.65","347.45","294.12","249.32","450.73","311.17"
"20011","Antzuola","429.92","431.77","471.01","416.72","368.88","337.74","306.96","288.80","385.19","367.76","434.29","401.89","624.51"
"48005","Arakaldo","311.69","308.31","313.00","740.28","261.75","474.20","584.87","685.21","2.138.60","529.25","482.77","359.18","331.66"
"20012","Arama","864.26","713.81","606.13","799.21","588.87","563.07","634.78","519.15","443.04","727.12","355.58","499.09","541.30"
"01003","Aramaio","519.90","440.96","437.73","551.43","516.02","565.90","521.19","445.58","470.95","400.58","429.72","367.18","315.70"
"48006","Arantzazu","215.67","245.88","126.21","298.08","321.04","297.57","406.68","871.83","820.61","345.71","240.53","262.93","331.42"
"48093","Areatza","263.20","278.20","264.30","236.16","239.23","234.25","275.65","370.81","297.95","284.41","206.59","144.74","149.95"
"20013","Aretxabaleta","558.78","621.88","533.35","513.09","524.86","463.69","480.06","824.37","465.62","410.94","385.58","506.49","355.25"
"01006","Armiñón","434.02","456.30","370.29","410.21","102.07","107.27","114.14","116.44","778.42","272.94","285.86","291.02","285.86"
"01037","Arraia-Maeztu","573.15","576.82","543.81","489.94","338.70","360.72","440.33","427.17","384.45","278.10","243.36","318.07","241.12"
"48009","Arrankudiaga","566.92","559.93","528.18","502.12","632.05","569.84","565.55","546.08","580.17","778.60","488.99","771.39","388.15"
"20055","Arrasate/Mondragón","693.61","651.74","621.56","604.11","603.33","583.02","606.25","618.37","603.78","499.63","542.58","385.21","374.00"
"48914","Arratzu","267.06","385.51","305.41","232.54","249.82","255.93","505.21","408.81","459.61","491.46","202.37","210.85","222.81"
"01008","Arratzua-Ubarrundia","676.90","704.70","649.71","723.37","680.70","745.46","651.35","714.40","379.96","372.94","617.10","355.63","339.60"
"48010","Arrieta","401.50","262.84","325.07","275.46","307.81","329.02","292.61","274.79","259.58","241.31","274.53","172.48","175.21"
"48011","Arrigorriaga","395.26","363.64","351.07","338.66","386.91","347.91","351.31","329.90","348.62","275.45","259.17","265.55","260.43"
"48023","Artea","408.26","409.85","492.25","451.75","410.60","376.77","641.12","493.19","979.89","255.96","791.85","441.66","208.89"
"48008","Artzentales","285.31","181.92","236.62","207.32","203.32","237.83","226.12","284.90","202.33","216.59","237.39","174.14","136.48"
"01004","Artziniega","427.46","416.00","392.68","439.50","476.84","368.43","417.86","426.79","483.72","419.95","378.92","357.67","341.24"
