"Udalerri kodea","Udalerria","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003"
"48001","Abadiño","5.71","5.71","5.19","5.48","5.99","6.12","6.84","7.30","6.56","6.56","6.71","6.86","6.78","6.13"
"20001","Abaltzisketa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.22","3.22","3.33","0.00","0.00","0.00"
"48002","Abanto y Ciérvana-Abanto Zierbena","3.12","3.23","3.10","3.81","4.02","4.22","4.22","4.56","4.89","4.37","4.47","3.87","4.04","3.89"
"20002","Aduna","2.13","2.13","2.12","2.16","2.21","2.21","2.27","4.99","5.36","5.36","0.00","0.00","0.00","0.00"
"20016","Aia","3.42","2.93","2.93","2.94","3.48","3.48","3.99","3.06","2.71","2.17","2.22","2.27","2.89","3.57"
"20003","Aizarnazabal","1.29","0.00","0.00","2.59","4.00","4.00","4.16","4.48","1.55","1.55","1.60","0.00","0.00","0.00"
"48911","Ajangiz","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20004","Albiztur","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20005","Alegia","2.88","2.88","2.87","2.29","2.25","2.82","3.40","4.04","4.12","4.12","5.96","4.82","4.84","4.89"
"01001","Alegría-Dulantzi","0.70","1.05","1.03","1.73","1.76","2.47","2.17","2.29","2.51","2.10","2.23","2.36","2.02","1.65"
"20006","Alkiza","5.56","5.56","2.72","2.65","2.75","2.75","2.82","2.80","0.00","0.00","0.00","0.00","0.00","0.00"
"48912","Alonsotegi","2.45","2.45","2.11","2.47","2.12","2.47","2.48","2.82","2.84","2.84","3.22","2.89","1.86","1.51"
"20906","Altzaga","5.75","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20007","Altzo","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.56","2.71","0.00","2.82","0.00"
"20008","Amezketa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"48003","Amorebieta-Etxano","7.18","7.45","7.99","8.49","8.78","8.68","8.86","9.02","8.85","7.94","6.72","7.08","7.42","7.15"
"48004","Amoroto","2.39","2.39","2.42","2.44","2.44","2.44","2.42","2.45","2.46","2.46","2.48","2.55","2.64","2.67"
