"Udalerri kodea","Udalerria","2015","2014","2013","2011","2010","2006","2001","1991"
"48001","Abadiño","11.01","9.03","8.26","8.20","7.60","6.41","5.84","7.83"
"20001","Abaltzisketa","26.11","26.11","25.48","25.16","22.98","19.08","15.70","56.99"
"48002","Abanto y Ciérvana-Abanto Zierbena","31.22","30.48","27.56","26.05","21.09","16.47","12.13","17.89"
"20002","Aduna","12.56","12.09","9.81","9.35","8.29","7.98","4.90","32.23"
"20016","Aia","14.38","14.08","13.72","13.42","11.07","10.21","9.46","17.39"
"20003","Aizarnazabal","25.15","24.63","24.05","25.24","23.12","22.63","25.64","28.09"
"48911","Ajangiz","30.95","29.47","28.78","27.72","24.00","26.55","24.85","21.05"
"20004","Albiztur","30.56","28.49","28.98","26.32","22.87","21.76","20.74","30.37"
"20005","Alegia","26.20","24.21","24.06","23.85","25.27","24.78","21.71","28.57"
"01001","Alegría-Dulantzi","10.16","10.09","8.14","8.42","9.81","9.77","14.61","14.22"
"20006","Alkiza","21.95","22.36","21.25","21.02","19.88","18.71","15.38","21.18"
"48912","Alonsotegi","32.61","33.54","33.05","33.03","30.10","29.76","27.47","18.45"
"20906","Altzaga","39.73","38.89","38.89","36.99","33.77","37.21","38.98","72.73"
"20007","Altzo","27.72","26.52","25.56","22.78","19.43","18.82","29.85","20.72"
"20008","Amezketa","32.13","31.61","31.30","31.26","24.08","20.31","17.87","19.37"
"48003","Amorebieta-Etxano","19.89","18.69","17.61","17.96","13.22","12.02","9.46","9.02"
"48004","Amoroto","26.88","27.17","26.37","26.23","20.43","17.44","17.29","18.46"
"01002","Amurrio","19.27","18.90","18.85","19.31","18.62","17.39","13.63","12.53"
"20009","Andoain","22.00","21.45","19.56","18.10","11.82","9.20","5.84","6.02"
"20010","Anoeta","9.11","9.77","10.41","7.44","7.25","3.71","3.92","7.60"
"20011","Antzuola","18.17","14.68","11.88","10.82","11.25","10.81","10.29","21.53"
"48005","Arakaldo","32.89","35.21","34.72","40.32","39.34","45.45","31.11","30.23"
"20012","Arama","25.30","23.81","23.81","24.10","12.50","12.00","4.92","34.09"
"01003","Aramaio","16.10","15.21","14.26","13.99","14.16","13.26","14.90","14.55"
"48006","Arantzazu","39.56","38.80","38.80","41.99","36.84","38.03","35.48","34.82"
"48093","Areatza","23.49","19.46","18.22","17.48","14.93","14.19","11.57","39.04"
"20013","Aretxabaleta","14.57","13.86","13.68","14.03","8.13","7.68","3.71","9.63"
"01006","Armiñón","31.71","31.06","31.17","29.93","28.21","30.71","30.56","57.33"
"01037","Arraia-Maeztu","24.28","23.88","22.84","24.13","22.28","21.28","18.36","75.37"
"48009","Arrankudiaga","31.11","30.67","29.93","27.48","27.13","26.75","21.23","38.01"
"20055","Arrasate/Mondragón","18.72","17.83","15.67","13.95","12.90","11.79","6.07","11.09"
"48914","Arratzu","27.00","25.25","25.25","24.75","21.86","19.76","21.30",NA
"01008","Arratzua-Ubarrundia","29.18","30.08","29.92","29.40","30.15","28.30","30.06","25.30"
"48010","Arrieta","27.62","27.51","26.21","26.38","22.36","21.00","19.44","37.29"
"48011","Arrigorriaga","19.47","17.98","17.32","17.14","11.82","10.73","9.31","12.38"
"48023","Artea","28.24","27.91","25.52","24.55","20.20","21.25","18.81","55.89"
"48008","Artzentales","55.31","54.49","54.24","53.56","47.61","45.75","40.54","58.09"
"01004","Artziniega","16.05","13.77","13.23","13.17","14.51","13.31","13.98","19.81"
"01009","Asparrena","31.34","30.95","30.75","30.74","31.05","25.73","30.29","47.39"
"20014","Asteasu","22.61","18.95","17.68","17.24","16.18","15.43","15.65","20.00"
"20903","Astigarraga","13.63","13.45","13.43","14.03","16.30","18.24","21.82","31.96"
"20015","Ataun","28.19","27.94","27.54","27.48","25.40","22.76","23.96","18.70"
"48091","Atxondo","15.26","15.09","13.93","13.48","12.46","11.17","8.33","15.26"
"48070","Aulesti","30.50","28.49","27.42","27.25","25.14","25.50","25.67","26.21"
"01010","Ayala/Aiara","26.82","25.87","25.45","24.18","22.99","24.45","24.52","29.78"
"20017","Azkoitia","21.75","21.38","19.85","19.65","15.22","10.60","7.28","21.99"
"20018","Azpeitia","14.38","14.19","13.35","13.06","11.73","8.76","8.46","16.73"
"01049","Añana","40.25","38.24","37.34","35.65","36.03","39.81","37.44","32.12"
"48012","Bakio","13.33","11.76","11.40","9.83","9.41","10.16","8.05","12.54"
"20904","Baliarrain","16.92","15.87","14.75","15.52","13.79","12.16","4.55","60.00"
