"Udalerri kodea","Udalerria","2009","2008","2007","2006","2005"
"48091","Atxondo","10.47","8.94","8.93","8.98","9.02"
"48070","Aulesti","4.41","4.39","4.41","2.97","2.97"
"01010","Ayala/Aiara","14.15","12.31","8.86","7.97","8.00"
"20017","Azkoitia","4.67","4.70","4.78","4.91","4.98"
"20018","Azpeitia","5.03","4.87","4.94","4.98","5.03"
"01049","Añana","11.43","11.36","11.36","11.05","10.99"
"48012","Bakio","12.15","12.97","13.29","13.70","14.19"
"20904","Baliarrain","8.33","9.09","10.00","10.99","10.53"
"48090","Balmaseda","4.48","4.54","3.48","3.66","1.98"
"48013","Barakaldo","2.52","2.39","2.41","2.07","1.56"
"48014","Barrika","8.74","8.97","9.17","7.12","7.27"
"01013","Barrundia","19.78","20.57","19.02","18.34","18.87"
"48015","Basauri","3.23","3.21","2.72","2.45","2.06"
"01011","Baños de Ebro/Mañueta","9.12","9.01","5.60",NA,NA
"20019","Beasain","4.39","4.28","4.29","3.71","3.78"
"48092","Bedia","22.77","21.83","20.37","1.02","1.02"
"20020","Beizama","10.93","5.56","5.56","5.49","5.88"
"20021","Belauntza","3.38","3.42","15.67","16.34","16.29"
"48016","Berango","5.63","5.77","5.90","5.41","5.32"
"01014","Berantevilla","14.03","27.40","17.90","17.94","18.10"
"20022","Berastegi","4.76","3.87","2.91","2.99","2.99"
"20074","Bergara","2.66","2.65","2.71","2.63","2.63"
"48017","Bermeo","3.23","3.25","2.95","3.45","3.43"
"01016","Bernedo","36.52","36.52","25.51","22.38","22.85"
"48018","Berriatua","6.23","5.35","5.46","5.68","5.10"
"48019","Berriz","5.12","5.11","4.97","6.09","6.20"
"20023","Berrobi","5.21","5.00","3.40","3.41","3.40"
"20024","Bidania-Goiatz","9.42","9.80","10.16","10.35","10.78"
"48020","Bilbao","2.92","2.62","2.24","2.24","2.11"
"48021","Busturia","11.35","11.45","8.74","8.67","8.75"
"01017","Campezo/Kanpezu","17.76","17.89","12.64","11.75","12.09"
"20029","Deba","2.97","3.51","3.52","2.98","3.01"
"48901","Derio","8.94","7.35","8.57","8.48","8.42"
"48026","Dima","18.28","16.09","15.01","12.91","6.93"
"20069","Donostia / San Sebastián","2.45","2.37","2.04","2.10","2.09"
"48027","Durango","4.46","4.61","3.37","3.42","2.85"
"48028","Ea","8.92","3.31","3.36","3.45","3.55"
"20030","Eibar","3.00","2.99","2.87","2.77","2.65"
"48031","Elantxobe","6.83","6.80","6.85","4.47","4.50"
"01021","Elburgo/Burgelu","18.68","18.48","11.41","11.45","12.50"
"01022","Elciego","7.61","4.78","4.88","5.99","6.44"
"20031","Elduain","4.26","4.20","8.47","8.81","9.30"
"20033","Elgeta","3.71","3.74","3.81","2.85","2.94"
"20032","Elgoibar","4.50","4.63","3.89","3.86","3.55"
"48032","Elorrio","6.34","6.37","9.63","9.03","8.99"
"01023","Elvillar/Bilar","13.62","13.55","14.01","8.43","8.57"
"48902","Erandio","3.17","3.17","3.21","2.96","3.04"
"48033","Ereño","15.50","15.50","15.81","11.54","11.67"
"48034","Ermua","2.47","2.46","2.46","2.34","2.33"
"20067","Errenteria","2.51","2.53","2.55","2.30","2.32"
"20066","Errezil","1.62","3.18","3.21","3.16","3.27"
"01046","Erriberagoitia/Ribera Alta","25.33","34.34","9.93","10.25","11.63"
"48079","Errigoiti","7.56","7.80","7.72","7.83","7.98"
"20034","Eskoriatza","3.45","3.45","2.95","2.78","2.80"
"48029","Etxebarri","5.59","5.89","6.21","6.13","1.90"
"48030","Etxebarria","9.74","9.63","9.62","9.72","9.85"
"20035","Ezkio-Itsaso","8.22","8.49",NA,"7.02",NA
"48906","Forua","10.87","10.83","11.16","11.40","11.28"
"48035","Fruiz","28.89","30.73","31.86","7.43","7.46"
"20038","Gabiria","10.16","10.55","6.70","11.52","11.66"
"20037","Gaintza","7.81","7.58","7.58","7.35","7.58"
"48036","Galdakao","2.26","2.26","2.26","1.99","1.91"
"48037","Galdames","16.71","15.53","13.53","8.44","8.61"
"48038","Gamiz-Fika","4.52","4.55","1.56","1.56","1.55"
"48039","Garai","15.48","15.72","9.35","9.71","10.75"
"48040","Gatika","7.64","7.70","7.89","4.78","4.93"
"48041","Gautegiz Arteaga","6.90","4.57","5.75","4.59","4.54"
"20907","Gaztelu","6.02","6.33","6.02","5.88","6.58"
"48046","Gernika-Lumo","3.31","3.20","2.28","2.29","2.32"
"20039","Getaria","11.21","11.42","11.61","11.08","11.09"
"48044","Getxo","2.58","2.51","2.54","2.52","2.38"
"48047","Gizaburuaga","9.95","10.20","10.99","11.49","11.17"
"48042","Gordexola","7.47","7.47","6.46","5.48","5.66"
"48043","Gorliz","7.09","6.85","5.30","3.48","3.37"
"48045","Güeñes","6.64","5.67","5.74","2.42","2.43"
"01056","Harana/Valle de Arana","16.89","16.39","16.08","12.78","12.16"
"20040","Hernani","1.61","2.13","2.13","2.20","2.22"
"20041","Hernialde","8.62","5.78","8.75","8.98","8.98"
"20036","Hondarribia","3.95","3.71","3.74","3.27","3.42"
"20042","Ibarra","4.37","4.38","3.72","3.74","3.72"
"48048","Ibarrangelu","6.51","6.49","6.55","13.49","1.74"
"20043","Idiazabal","7.08","6.18","4.97","5.03",NA
"48094","Igorre","17.22","17.70","18.26","17.21","17.21"
"20044","Ikaztegieta","6.38","6.45","6.54","4.40","4.42"
"20045","Irun","3.48","3.48","3.45","3.46","3.35"
"20046","Irura","7.61","7.26","5.64","5.51","5.87"
"01027","Iruraiz-Gauna","25.44","26.37","26.75","24.84","25.32"
"01901","Iruña Oka/Iruña de Oca","16.48","5.20","5.39","5.80","6.16"
"48049","Ispaster","8.98","9.06","9.06","9.54","9.71"
"20047","Itsasondo","10.59","10.79","6.34","11.48","11.84"
"48910","Iurreta","16.26","15.12","15.57","15.61",NA
"48050","Izurtza","11.11","11.63","11.54","12.24","11.95"
"48022","Karrantza Harana/Valle de Carranza","6.82","6.76","6.71","1.78","1.76"
"48907","Kortezubi","9.55","9.71","14.67","9.93","10.20"
"01019","Kripan","20.51","20.62","21.74","5.43","5.32"
"01020","Kuartango","42.25","42.02","19.61","19.55","19.23"
"01028","Labastida/Bastida","13.60","13.39","8.65","4.07","4.18"
"01030","Lagrán","22.47","21.51","21.05","15.46","15.71"
"01031","Laguardia","20.50","20.53","4.65","2.02","2.02"
"01032","Lanciego/Lantziego","12.93","13.29","13.18","4.37","4.46"
"48051","Lanestosa","7.35","6.97","10.49","6.80","7.17"
"01902","Lantarón","17.76","17.31","11.73","12.45","12.54"
"01033","Lapuebla de Labarca","8.08","7.98","7.69",NA,NA
"48052","Larrabetzu","6.78","7.47","5.98","6.31","6.61"
"20048","Larraul","7.91","8.03","8.37","9.62","5.65"
"20902","Lasarte-Oria","2.80","2.81","2.54","1.99","1.99"
"01036","Laudio/Llodio","3.85","4.53","4.10","3.48","3.25"
"48053","Laukiz","9.92","10.17","8.52","9.03","9.19"
"20049","Lazkao","5.05","5.04","5.30","5.38","5.47"
"20050","Leaburu","15.19","15.54","12.89","13.02",NA
"20051","Legazpi","4.36","4.13","3.90","3.94",NA
"20052","Legorreta","7.35","7.36","7.60","6.25","6.36"
"01058","Legutio","20.07","20.09","8.73","3.15","3.30"
"20068","Leintz-Gatzaga","7.63","7.52","7.60","8.00","7.78"
"48054","Leioa","5.02","4.89","4.67","4.42","3.61"
"48057","Lekeitio","4.03","3.88","4.01","4.06","3.83"
"48055","Lemoa","18.29","18.68","17.02","17.86","18.10"
"48056","Lemoiz","13.69","12.65","8.73","11.10","11.58"
"01034","Leza","12.71","17.78","8.85","8.70","9.01"
"48081","Lezama","7.60","7.71","8.19","7.47","7.65"
"20053","Lezo","3.17","3.17","3.16","1.01","1.01"
"20054","Lizartza","4.54","4.68","3.18","3.28","3.32"
"48903","Loiu","10.31","11.35","10.25","9.17","9.09"
"48058","Mallabia","8.46","8.49","7.69","7.75","7.93"
"48060","Markina-Xemein","4.04","4.04","3.75","3.85","3.93"
"48061","Maruri-Jatabe","16.74","17.82","18.71","18.89","17.79"
"48059","Mañaria","9.63","6.05","6.33","4.23","4.36"
"20901","Mendaro","5.27","5.24","5.98","4.07","4.14"
"48062","Mendata","10.26","10.47","10.78","10.72","5.35"
"48063","Mendexa","6.96","6.86","7.25","7.30","7.50"
"48064","Meñaka","5.70","5.90","6.02","4.64","4.73"
"01039","Moreda de Álava / Moreda Araba","16.06","15.33","11.24","10.91","10.95"
"48066","Morga","11.93","9.78","10.03","10.13","9.90"
"48068","Mundaka","4.13","4.14","4.29","4.30","4.26"
"48069","Mungia","4.54","5.12","2.71","2.79","2.85"
"48007","Munitibar-Arbatzegi Gerrikaitz-","2.41","4.84","5.06","5.25","5.26"
"48908","Murueta","16.23","9.68","9.71","9.84","6.62"
"48071","Muskiz","6.27","6.24","5.50","5.62","5.41"
"20057","Mutiloa","8.06","8.51","8.51","9.17","10.00"
"20056","Mutriku","4.58","3.82","3.82","3.87","3.75"
"48067","Muxika","3.41","8.83","6.22","2.90",NA
"48909","Nabarniz","17.09","17.32","17.78","17.39","13.45"
"01041","Navaridas","9.48","4.78","4.57","4.59","4.74"
"20063","Oiartzun","4.22","2.83","2.84","3.26","3.15"
"01042","Okondo","14.34","11.04","6.51","7.52","7.75"
"20058","Olaberria","9.49","10.33","8.27","8.55","8.70"
"48073","Ondarroa","2.94","2.80","2.34","2.31","2.26"
"20076","Ordizia","4.30","4.32","4.20","4.28","4.35"
"20905","Orendain","5.24","5.46","5.56","5.71","5.88"
"20060","Orexa","8.13","8.26","8.26","8.70","10.42"
"20061","Orio","10.49","10.74","10.87","10.75","10.65"
"20062","Ormaiztegi","5.31","5.29","5.35","5.38","5.52"
"48075","Orozko","4.99","2.91","7.14","5.97","5.99"
"48083","Ortuella","3.68","3.64","3.65","3.26","3.25"
"48072","Otxandio","16.55","17.05","9.02","9.31","8.13"
"01043","Oyón-Oion","7.39","8.25","8.38","6.97","7.17"
"20059","Oñati","2.92","2.94","2.87","8.09","8.10"
"20064","Pasaia","3.38","2.25","2.25","2.30","2.17"
"01044","Peñacerrada-Urizaharra","27.03","27.59","40.59","19.76","19.23"
"48077","Plentzia","6.29","5.35","5.55","5.39","4.92"
"48078","Portugalete","2.24","2.12","2.24","2.00","1.77"
"01047","Ribera Baja/Erribera Beitia","15.35","13.36","9.38","5.31","5.46"
"01051","Salvatierra/Agurain","7.19","7.29","6.48","3.63","3.79"
"01052","Samaniego","18.24","18.81","12.16","9.58","9.74"
"01053","San Millán/Donemiliaga","33.10","33.76","25.17","22.85","23.74"
"48082","Santurtzi","2.12","2.13","1.66","1.04","1.04"
"20070","Segura","4.81","5.03","5.08","3.03","3.20"
"48084","Sestao","2.57","2.54","2.53","1.75","1.73"
"48904","Sondika","7.53","7.50","7.14","7.22","7.29"
"48085","Sopela","5.03","4.61","4.57","3.79","3.88"
"48086","Sopuerta","4.31","4.39","5.36","4.55","4.66"
"20065","Soraluze-Placencia de las Armas","4.00","4.01","3.72","3.69","3.42"
"48076","Sukarrieta","11.36","11.43","11.59","14.16","14.12"
"20071","Tolosa","3.48","3.49","3.30","3.19","3.08"
"48087","Trucios-Turtzioz","11.07","11.28","10.99","3.65","3.82"
"48088","Ubide","29.94","31.06","25.32","19.35","19.11"
"48065","Ugao-Miraballes","3.70","3.47","2.99","2.49","2.48"
"48089","Urduliz","6.14","4.79","4.85","3.98","2.87"
"48074","Urduña/Orduña","3.99","3.55","3.57","4.35","4.39"
"01054","Urkabustaiz","17.31","18.39","15.53","8.76","9.54"
"20072","Urnieta","3.91","2.93",NA,"3.00","3.05"
"20077","Urretxu","3.59","3.47","3.52","3.40",NA
"20073","Usurbil","4.66","4.73","4.83","7.35","6.99"
"01055","Valdegovía/Gaubea","20.80","20.95","8.71","8.99","9.29"
"48080","Valle de Trápaga-Trapagaran","3.00","1.78","2.74","3.21","3.20"
"20075","Villabona","3.44","3.46","2.95","2.96",NA
"01057","Villabuena de Álava/Eskuernaga","12.66","12.58","12.62","9.55","9.23"
"01059","Vitoria-Gasteiz","2.88","3.06","3.14","1.96","1.91"
"01060","Yécora/Iekora","13.99","13.11","10.03",NA,NA
"48095","Zaldibar","11.51","13.27","11.94","18.01","18.08"
"20078","Zaldibia","3.32","1.97","3.99","2.73",NA
"01061","Zalduondo","15.54","16.22",NA,"16.22","17.05"
"48096","Zalla","6.85","4.40","4.40","4.46","4.49"
"01062","Zambrana","15.67","5.31","16.76","5.56","5.52"
"48905","Zamudio","7.43","14.05","7.13","7.13","6.58"
"48097","Zaratamo","2.34","2.31","4.60","2.37","2.42"
"20079","Zarautz","5.34","4.46","4.49","3.90",NA
"48024","Zeanuri","16.13","15.79","12.91","50.66","50.72"
"48025","Zeberio","10.38","10.44","10.26","6.53","6.67"
"20025","Zegama","9.15","7.37","6.88","6.40","6.68"
"20026","Zerain","8.03","8.23","8.20","4.03","4.10"
"20027","Zestoa","8.75","8.34","8.46","7.33","6.95"
"48913","Zierbena","12.88","13.02","11.84","7.70","7.79"
"01018","Zigoitia","11.22","11.52","11.96","8.59","7.82"
"48915","Ziortza-Bolibar","14.71","15.15","12.66","7.59","5.22"
"20028","Zizurkil","5.78","5.72","5.01","5.02","4.89"
"01063","Zuia","14.58","14.64","13.03","11.38","11.59"
"20081","Zumaia","6.64","6.68","6.81","6.35","6.11"
"20080","Zumarraga","4.08","3.96","4.08","3.18",NA
