"Lurralde kodea","Lurralde","2012","2010","2008","2005","2000"
"01100","Arabako Ibarrak / Valles Alaveses","76775.00","68066.00","76754.00",NA,NA
"01200","Arabako Lautada / Llanada Alavesa","67951.00","63595.00","67337.00",NA,NA
"01300","Arabako Mendialdea / Montaña Alavesa","61123.00","64911.00","56539.00",NA,NA
"48100","Arratia Nerbioi / Arratia-Nervión","66343.00","74743.00","63524.00",NA,NA
"20200","Bidasoa Beherea / Bajo Bidasoa","68234.00","64384.00","60783.00",NA,NA
"48200","Bilbo Handia / Gran Bilbao","66731.00","65145.00","65259.00",NA,NA
"20100","Deba Beherea / Bajo Deba","67381.00","63489.00","67466.00",NA,NA
"20300","Debagoiena / Alto Deba","69131.00","70261.00","69952.00",NA,NA
"20400","Donostialdea / Donostia-San Sebastián","65732.00","64878.00","63291.00",NA,NA
"48300","Durangaldea / Duranguesado","68756.00","69102.00","71474.00",NA,NA
"48400","Enkartazioak / Encartaciones","59516.00","57944.00","68807.00",NA,NA
"01400","Errioxa Arabarra / Rioja Alavesa","69640.00","67815.00","77181.00",NA,NA
"48500","Gernika-Bermeo","74494.00","64559.00","66086.00",NA,NA
"20500","Goierri","76466.00","70914.00","79652.00",NA,NA
"01500","Gorbeia Inguruak / Estribaciones del Gorbea","61756.00","57581.00","68604.00",NA,NA
"01600","Kantauri Arabarra / Cantábrica Alavesa","70059.00","61767.00","79374.00",NA,NA
"48600","Markina-Ondarroa","63668.00","59419.00","59764.00",NA,NA
"48700","Plentzia-Mungia","71188.00","74270.00","70392.00",NA,NA
"20600","Tolosaldea / Tolosa","66350.00","65157.00","67986.00",NA,NA
"20700","Urola-Kostaldea / Urola Costa","67352.00","65420.00","69952.00",NA,NA
