"Lurralde kodea","Lurralde","2014","2013","2011","2009","2006","2003","2001"
"01100","Arabako Ibarrak / Valles Alaveses","61.29","59.82","60.74","62.27","62.46","65.27","64.17"
"01200","Arabako Lautada / Llanada Alavesa","62.40","62.33","64.02","65.52","68.80","72.89","73.48"
"01300","Arabako Mendialdea / Montaña Alavesa","55.36","55.18","56.14","58.55","62.99","61.50","59.77"
"48100","Arratia Nerbioi / Arratia-Nervión","64.11","64.63","67.14","67.07","68.69","70.45","70.48"
"20200","Bidasoa Beherea / Bajo Bidasoa","59.94","60.55","61.76","62.67","66.25","67.81","68.44"
"48200","Bilbo Handia / Gran Bilbao","60.45","60.59","63.21","63.82","63.87","67.15","67.04"
"20100","Deba Beherea / Bajo Deba","62.43","62.20","63.02","60.99","66.71","67.84","68.86"
"20300","Debagoiena / Alto Deba","62.11","63.05","64.50","59.70","68.76","71.22","72.99"
"20400","Donostialdea / Donostia-San Sebastián","59.54","60.26","61.65","61.37","64.23","66.00","67.03"
"48300","Durangaldea / Duranguesado","64.11","63.96","66.74","64.86","68.64","71.32","71.91"
"48400","Enkartazioak / Encartaciones","60.56","60.77","64.69","65.52","65.96","67.76","68.62"
"01400","Errioxa Arabarra / Rioja Alavesa","49.11","51.02","52.26","52.61","49.89","51.64","48.27"
"48500","Gernika-Bermeo","59.85","59.61","62.04","60.85","61.59","64.21","63.76"
"20500","Goierri","62.64","62.69","63.01","61.66","67.41","68.39","70.15"
"01500","Gorbeia Inguruak / Estribaciones del Gorbea","65.32","66.65","67.54","69.05","70.40","73.99","70.43"
"01600","Kantauri Arabarra / Cantábrica Alavesa","59.71","60.76","63.84","64.23","67.24","70.77","71.23"
"48600","Markina-Ondarroa","59.94","60.05","62.41","60.60","62.53","63.97","63.90"
"48700","Plentzia-Mungia","67.51","66.82","68.35","69.10","67.84","72.58","72.43"
"20600","Tolosaldea / Tolosa","61.94","63.15","62.28","63.28","67.19","67.93","70.37"
"20700","Urola-Kostaldea / Urola Costa","62.44","62.97","62.91","62.72","68.31","69.95","71.99"
