"Lurralde kodea","Lurralde","2015","2011","2010","2006","2001","1996"
"01100","Arabako Ibarrak / Valles Alaveses","6.29","8.59","9.78","9.70","7.13","3.86"
"01200","Arabako Lautada / Llanada Alavesa","4.48","6.63","7.81","8.63","7.63","5.88"
"01300","Arabako Mendialdea / Montaña Alavesa","6.17","8.26","8.83","10.39","9.51","5.97"
"48100","Arratia Nerbioi / Arratia-Nervión","5.50","7.29","7.98","8.96","8.23","6.31"
"20200","Bidasoa Beherea / Bajo Bidasoa","5.97","7.64","8.89","9.70","9.83","7.83"
"48200","Bilbo Handia / Gran Bilbao","6.22","8.31","9.51","10.67","9.80","6.96"
"20100","Deba Beherea / Bajo Deba","4.17","5.51","6.24","6.72","6.44","4.83"
"20300","Debagoiena / Alto Deba","3.34","4.58","5.16","5.43","5.22","4.60"
"20400","Donostialdea / Donostia-San Sebastián","5.64","7.16","8.11","8.89","8.61","6.05"
"48300","Durangaldea / Duranguesado","4.58","6.05","6.69","6.92","6.89","5.50"
"48400","Enkartazioak / Encartaciones","7.07","8.89","10.39","11.05","10.32","7.51"
"01400","Errioxa Arabarra / Rioja Alavesa","4.18","6.32","7.34","8.94","8.63","7.82"
"48500","Gernika-Bermeo","6.05","7.95","8.94","9.80","8.49","6.33"
"20500","Goierri","5.48","7.50","7.87","7.82","7.38","6.46"
"01500","Gorbeia Inguruak / Estribaciones del Gorbea","4.66","6.26","7.00","6.75","6.36","5.38"
"01600","Kantauri Arabarra / Cantábrica Alavesa","5.44","7.33","7.60","8.38","7.36","6.39"
"48600","Markina-Ondarroa","4.66","5.65","6.94","7.30","6.84","5.09"
"48700","Plentzia-Mungia","5.42","6.80","7.66","7.75","7.11","5.29"
"20600","Tolosaldea / Tolosa","6.17","7.98","8.52","9.70","9.51","8.65"
"20700","Urola-Kostaldea / Urola Costa","5.95","7.47","8.27","8.44","8.82","7.42"
