"Lurralde kodea","Lurralde","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002"
"01100","Arabako Ibarrak / Valles Alaveses","-3.19","-4.90","0.35","-1.39","-1.04","-2.26","-1.41","-1.81","-0.18","-1.68","-1.53","-0.98","-4.02","-4.53"
"01200","Arabako Lautada / Llanada Alavesa","1.82","3.12","2.04","2.97","3.15","3.34","2.86","3.16","2.41","2.38","1.66","2.19","1.67","1.61"
"01300","Arabako Mendialdea / Montaña Alavesa","-7.08","-4.99","-10.40","-5.71","-0.63","-2.21","-7.23","-4.09","-6.00","-0.63","-8.86","-6.97","-10.18","-4.47"
"48100","Arratia Nerbioi / Arratia-Nervión","1.09","-0.88","0.75","0.34","1.39","2.47","0.17","0.61","0.71","-1.79","-1.49","-1.01","-1.89","-2.14"
"20200","Bidasoa Beherea / Bajo Bidasoa","0.56","0.87","-0.12","2.04","1.73","1.90","1.54","2.74","3.04","2.60","2.85","2.52","3.16","1.17"
"48200","Bilbo Handia / Gran Bilbao","-2.85","-1.70","-1.34","-1.25","-0.77","-0.58","-0.69","-0.33","-0.48","-0.36","-0.88","-0.61","-1.04","-1.03"
"20100","Deba Beherea / Bajo Deba","-1.94","-1.49","-0.34","-1.98","0.49","0.35","0.40","-0.80","0.17","0.55","-1.81","-1.25","-1.54","-2.87"
"20300","Debagoiena / Alto Deba","0.00","-0.38","0.29","0.21","0.89","1.32","0.79","0.21","0.42","0.24","-0.68","0.37","-0.19","-0.32"
"20400","Donostialdea / Donostia-San Sebastián","-1.61","-0.97","-0.97","-0.43","0.19","0.62","0.31","0.38","0.38","0.82","0.49","0.51","0.31","0.30"
"48300","Durangaldea / Duranguesado","0.54","1.20","1.26","1.14","2.60","2.26","2.07","2.52","1.68","2.10","1.62","2.15","1.59","1.73"
"48400","Enkartazioak / Encartaciones","-3.11","-0.84","-1.58","-0.96","-0.94","-1.58","-1.34","-0.77","-2.06","-4.04","-2.25","-2.32","-3.04","-4.27"
"01400","Errioxa Arabarra / Rioja Alavesa","-2.31","0.00","-1.51","-1.76","1.31","-1.58","3.09","-0.53","0.27","-0.55","-4.46","-0.85","-3.09","-2.92"
"48500","Gernika-Bermeo","-1.77","-1.25","-1.78","-1.52","-1.48","-1.80","-1.04","-1.66","-2.51","-2.70","-2.60","-2.24","-2.39","-3.65"
"20500","Goierri","-1.01","0.43","0.40","2.27","2.22","3.03","2.82","3.11","4.05","3.26","1.95","1.74","0.31","0.25"
"01500","Gorbeia Inguruak / Estribaciones del Gorbea","0.58","3.81","-0.23","-0.46","5.26","3.26","2.96","1.57","-0.62","6.54","2.33","3.17","2.72","3.35"
"01600","Kantauri Arabarra / Cantábrica Alavesa","-0.64","0.00","1.24","1.59","1.36","2.16","-0.64","0.68","1.43","1.76","-1.17","0.75","0.18","-0.30"
"48600","Markina-Ondarroa","-3.03","-4.21","-1.41","-0.76","-2.49","-2.30","-1.65","-1.62","-2.85","-2.33","-0.77","-1.07","-1.76","-4.70"
"48700","Plentzia-Mungia","2.92","2.78","3.55","3.50","4.18","4.24","3.91","5.33","5.31","3.70","3.31","3.27","3.65","3.07"
"20600","Tolosaldea / Tolosa","0.61","0.31","1.42","1.20","2.30","2.36","2.20","3.05","2.23","3.96","2.98","2.03","1.37","1.02"
"20700","Urola-Kostaldea / Urola Costa","0.81","2.01","1.80","3.41","3.04","4.34","4.34","4.45","2.78","3.39","2.76","3.76","2.73","2.69"
