"Lurralde kodea","Lurralde","2015","2014","2013","2011","2010","2006","2001","1991"
"01100","Arabako Ibarrak / Valles Alaveses","37.01","36.39","36.20","36.06","36.18","35.41","36.06","56.03"
"01200","Arabako Lautada / Llanada Alavesa","11.78","11.18","10.75","10.61","8.45","7.56","6.46","6.74"
"01300","Arabako Mendialdea / Montaña Alavesa","23.06","22.75","22.25","23.10","21.47","20.55","22.12","34.31"
"48100","Arratia Nerbioi / Arratia-Nervión","26.27","23.91","22.88","22.87","20.76","19.85","17.17","25.73"
"20200","Bidasoa Beherea / Bajo Bidasoa","22.09","21.14","19.55","19.31","17.46","13.81","12.23","11.51"
"48200","Bilbo Handia / Gran Bilbao","33.18","31.04","28.78","27.02","21.78","16.92","13.69","13.38"
"20100","Deba Beherea / Bajo Deba","37.87","35.43","34.20","33.02","31.68","25.33","18.49","15.96"
"20300","Debagoiena / Alto Deba","19.68","18.05","16.41","15.11","13.13","11.23","7.81","13.78"
"20400","Donostialdea / Donostia-San Sebastián","28.38","27.38","26.44","26.05","23.50","20.77","18.36","20.57"
"48300","Durangaldea / Duranguesado","20.03","17.66","16.16","15.83","13.62","11.81","8.34","10.05"
"48400","Enkartazioak / Encartaciones","31.41","30.07","28.93","28.71","25.81","24.06","21.83","26.16"
"01400","Errioxa Arabarra / Rioja Alavesa","26.02","25.60","25.54","25.58","25.58","25.77","23.24","24.35"
"48500","Gernika-Bermeo","27.11","26.14","25.45","25.02","23.90","21.92","20.63","17.58"
"20500","Goierri","25.87","24.96","23.76","22.98","20.52","16.51","14.13","16.77"
"01500","Gorbeia Inguruak / Estribaciones del Gorbea","18.63","18.39","18.34","18.68","19.29","19.03","17.69","21.59"
"01600","Kantauri Arabarra / Cantábrica Alavesa","19.98","18.42","16.46","16.42","15.40","13.84","10.13","9.77"
"48600","Markina-Ondarroa","24.76","22.83","21.41","19.98","15.86","13.55","12.94","19.74"
"48700","Plentzia-Mungia","15.51","14.17","12.81","12.26","10.47","8.53","7.33","10.92"
"20600","Tolosaldea / Tolosa","23.19","22.34","21.85","20.87","20.89","18.11","16.65","22.91"
"20700","Urola-Kostaldea / Urola Costa","16.39","15.69","14.68","14.05","11.97","9.90","8.56","15.94"
