"Lurralde kodea","Lurralde","2010","2005"
"01100","Arabako Ibarrak / Valles Alaveses","47.80","47.85"
"01200","Arabako Lautada / Llanada Alavesa","36.06","36.30"
"01300","Arabako Mendialdea / Montaña Alavesa","60.93","61.35"
"48100","Arratia Nerbioi / Arratia-Nervión","69.13","69.33"
"20200","Bidasoa Beherea / Bajo Bidasoa","45.67","43.77"
"48200","Bilbo Handia / Gran Bilbao","35.58","35.16"
"20100","Deba Beherea / Bajo Deba","66.30","66.11"
"20300","Debagoiena / Alto Deba","70.46","71.59"
"20400","Donostialdea / Donostia-San Sebastián","50.98","50.91"
"48300","Durangaldea / Duranguesado","64.71","64.92"
"48400","Enkartazioak / Encartaciones","58.09","56.82"
"01400","Errioxa Arabarra / Rioja Alavesa","12.18","11.80"
"48500","Gernika-Bermeo","67.69","66.30"
"20500","Goierri","72.14","72.40"
"01500","Gorbeia Inguruak / Estribaciones del Gorbea","60.99","61.64"
"01600","Kantauri Arabarra / Cantábrica Alavesa","58.74","58.76"
"48600","Markina-Ondarroa","76.26","75.98"
"48700","Plentzia-Mungia","50.35","48.78"
"20600","Tolosaldea / Tolosa","66.12","65.50"
"20700","Urola-Kostaldea / Urola Costa","55.81","55.93"
