"Lurralde kodea","Lurralde","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002"
"01100","Arabako Ibarrak / Valles Alaveses","5313.43","5360.31","5857.84","7187.02","7609.03","7455.21","7939.28","9048.72","0.00","0.00","0.00","0.00","0.00","7384.03"
"01200","Arabako Lautada / Llanada Alavesa","2856.66","2804.62","2947.66","2970.81","3020.03","3061.56","3115.32","3121.06","0.00","0.00","0.00","0.00","0.00","2601.94"
"01300","Arabako Mendialdea / Montaña Alavesa","4937.10","4618.56","4550.91","3710.35","3747.19","3702.78","3838.32","3569.25","0.00","0.00","0.00","0.00","0.00","2964.53"
"48100","Arratia Nerbioi / Arratia-Nervión","2439.31","2463.63","2703.80","2617.93","2677.62","2706.04","2816.06","2709.41","0.00","0.00","0.00","0.00","0.00","2317.35"
"20200","Bidasoa Beherea / Bajo Bidasoa","2874.93","2822.46","2904.09","2964.97","2980.64","3063.67","3219.84","3096.57","0.00","0.00","0.00","0.00","0.00","2524.13"
"48200","Bilbo Handia / Gran Bilbao","2963.53","2890.18","2993.24","3011.37","3011.03","3020.43","3121.71","3051.80","0.00","0.00","0.00","0.00","0.00","2556.60"
"20100","Deba Beherea / Bajo Deba","2708.16","2652.89","2858.84","2875.58","2872.29","2990.26","2899.84","2803.16","0.00","0.00","0.00","0.00","0.00","2378.33"
"20300","Debagoiena / Alto Deba","2271.92","2246.68","2404.91","2315.33","2271.98","2310.34","2398.43","2246.74","0.00","0.00","0.00","0.00","0.00","1849.20"
"20400","Donostialdea / Donostia-San Sebastián","3162.10","3045.32","3172.56","3220.97","3246.13","3307.46","3340.87","3278.82","0.00","0.00","0.00","0.00","0.00","2810.90"
"48300","Durangaldea / Duranguesado","2872.16","2836.27","2906.65","2884.48","2805.32","2886.72","2947.57","3090.34","0.00","0.00","0.00","0.00","0.00","2531.14"
"48400","Enkartazioak / Encartaciones","2839.42","2842.51","2455.77","3399.23","3583.03","3158.01","2730.86","2653.80","0.00","0.00","0.00","0.00","0.00","2273.03"
"01400","Errioxa Arabarra / Rioja Alavesa","3088.29","3121.12","3153.56","3109.91","3185.50","3229.86","3274.47","3396.22","0.00","0.00","0.00","0.00","0.00","2805.39"
"48500","Gernika-Bermeo","2574.15","2492.53","2568.06","2561.97","2531.87","2590.48","2631.53","2572.67","0.00","0.00","0.00","0.00","0.00","2256.93"
"20500","Goierri","2493.50","2503.71","2579.78","2547.98","2557.67","2574.71","2724.60","2655.39","0.00","0.00","0.00","0.00","0.00","2408.07"
"01500","Gorbeia Inguruak / Estribaciones del Gorbea","4899.77","4945.65","5037.50","4709.31","5243.14","5563.96","5106.34","5685.87","0.00","0.00","0.00","0.00","0.00","6461.50"
"01600","Kantauri Arabarra / Cantábrica Alavesa","2278.10","2278.44","2372.35","2371.12","2430.29","2507.43","2520.32","2527.17","0.00","0.00","0.00","0.00","0.00","2229.10"
"48600","Markina-Ondarroa","2599.98","2497.13","2665.16","2562.85","2544.28","2668.78","2545.17","2611.57","0.00","0.00","0.00","0.00","0.00","2370.40"
"48700","Plentzia-Mungia","2512.82","2550.50","2739.80","2692.97","2759.54","2838.12","2875.48","2847.62","0.00","0.00","0.00","0.00","0.00","2295.47"
"20600","Tolosaldea / Tolosa","2067.99","1989.03","2072.30","1994.11","2054.03","2053.91","2062.34","2077.15","0.00","0.00","0.00","0.00","0.00","1683.41"
"20700","Urola-Kostaldea / Urola Costa","2802.71","2717.66","2891.42","2879.35","2861.74","2940.71","3058.19","2951.69","0.00","0.00","0.00","0.00","0.00","2510.49"
