"Lurralde kodea","Lurralde","2015","2014","2013","2011","2010","2006","2001","1996"
"01100","Arabako Ibarrak / Valles Alaveses","58.25","57.85","56.91","56.58","54.20","42.02","36.87","29.49"
"01200","Arabako Lautada / Llanada Alavesa","64.44","63.93","63.40","62.54","61.17","50.72","41.39","40.02"
"01300","Arabako Mendialdea / Montaña Alavesa","52.06","50.64","49.31","47.94","46.10","34.08","26.87","23.12"
"48100","Arratia Nerbioi / Arratia-Nervión","62.35","61.72","60.59","59.47","58.23","48.23","38.17","33.30"
"20200","Bidasoa Beherea / Bajo Bidasoa","64.35","64.05","63.59","62.89","61.93","51.12","41.76","41.05"
"48200","Bilbo Handia / Gran Bilbao","63.75","63.19","62.61","61.83","60.79","50.36","40.80","40.19"
"20100","Deba Beherea / Bajo Deba","58.90","58.19","57.47","56.56","55.50","46.35","38.29","35.60"
"20300","Debagoiena / Alto Deba","61.88","61.32","60.69","59.80","58.45","47.87","39.71","39.45"
"20400","Donostialdea / Donostia-San Sebastián","66.63","66.10","65.48","64.79","63.37","52.99","44.06","42.91"
"48300","Durangaldea / Duranguesado","59.40","58.67","58.04","57.17","55.70","45.47","37.59","34.22"
"48400","Enkartazioak / Encartaciones","58.69","58.04","57.55","56.53","55.19","44.87","34.75","32.94"
"01400","Errioxa Arabarra / Rioja Alavesa","51.79","51.08","50.41","49.15","48.04","35.63","28.11","23.72"
"48500","Gernika-Bermeo","61.64","60.95","60.19","59.29","57.63","46.95","38.02","36.03"
"20500","Goierri","58.94","58.34","57.64","56.85","55.41","45.24","35.79","35.10"
"01500","Gorbeia Inguruak / Estribaciones del Gorbea","67.59","67.12","66.92","65.80","63.81","51.63","44.80","37.91"
"01600","Kantauri Arabarra / Cantábrica Alavesa","59.73","59.35","58.72","58.10","56.92","46.16","38.57","36.64"
"48600","Markina-Ondarroa","57.21","56.60","55.84","54.76","52.98","43.01","35.14","33.41"
"48700","Plentzia-Mungia","73.33","72.85","72.06","71.08","69.89","59.80","49.50","45.55"
"20600","Tolosaldea / Tolosa","58.50","57.91","57.25","56.22","54.60","43.97","35.51","33.06"
"20700","Urola-Kostaldea / Urola Costa","61.66","60.81","60.15","59.25","57.77","47.27","37.85","35.98"
