"Lurralde kodea","Lurralde","2015","2014"
"01100","Arabako Ibarrak / Valles Alaveses","15.51","16.45"
"01200","Arabako Lautada / Llanada Alavesa","31.28","31.68"
"01300","Arabako Mendialdea / Montaña Alavesa","14.64","12.21"
"48100","Arratia Nerbioi / Arratia-Nervión","28.22","27.60"
"20200","Bidasoa Beherea / Bajo Bidasoa","26.07","26.18"
"48200","Bilbo Handia / Gran Bilbao","42.51","43.78"
"20100","Deba Beherea / Bajo Deba","27.28","27.54"
"20300","Debagoiena / Alto Deba","16.91","16.70"
"20400","Donostialdea / Donostia-San Sebastián","25.68","26.73"
"48300","Durangaldea / Duranguesado","25.19","24.23"
"48400","Enkartazioak / Encartaciones","46.94","45.32"
"01400","Errioxa Arabarra / Rioja Alavesa","22.20","24.05"
"48500","Gernika-Bermeo","32.21","34.53"
"20500","Goierri","18.04","19.64"
"01500","Gorbeia Inguruak / Estribaciones del Gorbea","10.04","10.50"
"01600","Kantauri Arabarra / Cantábrica Alavesa","27.21","29.53"
"48600","Markina-Ondarroa","22.41","23.02"
"48700","Plentzia-Mungia","25.65","26.56"
"20600","Tolosaldea / Tolosa","22.32","22.43"
"20700","Urola-Kostaldea / Urola Costa","18.76","19.86"
