"Lurralde kodea","Lurralde","2015","2014","2013","2011","2010","2006","2001","1996"
"01100","Arabako Ibarrak / Valles Alaveses","16.61","16.76","16.50","17.11","16.48","11.34","10.29","6.78"
"01200","Arabako Lautada / Llanada Alavesa","23.97","23.92","23.52","23.65","22.73","16.54","14.67","10.99"
"01300","Arabako Mendialdea / Montaña Alavesa","14.67","14.72","14.11","14.07","13.78","9.08","7.42","5.41"
"48100","Arratia Nerbioi / Arratia-Nervión","21.61","21.54","21.04","21.12","20.42","14.28","10.64","7.34"
"20200","Bidasoa Beherea / Bajo Bidasoa","21.91","22.07","21.74","21.91","21.41","15.12","12.65","8.93"
"48200","Bilbo Handia / Gran Bilbao","25.92","25.90","25.42","25.51","24.83","19.09","15.66","11.85"
"20100","Deba Beherea / Bajo Deba","19.88","19.71","19.40","19.51","18.67","13.12","10.75","7.57"
"20300","Debagoiena / Alto Deba","21.75","21.66","21.12","21.15","20.24","12.89","12.82","9.25"
"20400","Donostialdea / Donostia-San Sebastián","26.76","26.69","26.29","26.38","25.60","19.06","16.30","12.43"
"48300","Durangaldea / Duranguesado","20.53","20.49","20.01","20.16","19.28","13.34","10.68","7.40"
"48400","Enkartazioak / Encartaciones","17.68","17.67","17.36","17.30","16.50","11.31","8.42","5.96"
"01400","Errioxa Arabarra / Rioja Alavesa","15.12","14.99","15.29","14.97","14.50","9.02","8.54","5.94"
"48500","Gernika-Bermeo","24.41","24.58","24.18","24.30","23.32","17.09","13.71","10.40"
"20500","Goierri","19.58","19.42","18.93","19.13","18.30","12.54","11.06","7.96"
"01500","Gorbeia Inguruak / Estribaciones del Gorbea","26.37","26.56","26.42","26.02","24.83","17.41","16.55","11.07"
"01600","Kantauri Arabarra / Cantábrica Alavesa","19.44","19.61","19.28","19.48","18.90","12.51","10.36","7.01"
"48600","Markina-Ondarroa","20.40","20.50","19.90","19.90","18.96","12.65","10.85","8.22"
"48700","Plentzia-Mungia","33.63","33.64","33.02","33.01","31.89","24.84","20.27","14.72"
"20600","Tolosaldea / Tolosa","19.83","19.78","19.34","19.37","18.45","12.59","10.36","7.16"
"20700","Urola-Kostaldea / Urola Costa","22.82","22.62","21.93","21.91","20.83","14.56","11.83","8.33"
