"Lurralde kodea","Lurralde","2015","2011","2010","2006","2001","1996"
"01100","Arabako Ibarrak / Valles Alaveses","57.00","57.57","58.85","56.05","46.12","40.80"
"01200","Arabako Lautada / Llanada Alavesa","72.42","70.42","67.93","64.65","60.37","57.57"
"01300","Arabako Mendialdea / Montaña Alavesa","55.94","53.16","52.04","47.63","40.16","34.38"
"48100","Arratia Nerbioi / Arratia-Nervión","65.83","64.04","61.56","57.70","51.83","48.15"
"20200","Bidasoa Beherea / Bajo Bidasoa","77.89","75.78","73.96","69.73","66.11","62.34"
"48200","Bilbo Handia / Gran Bilbao","79.89","77.76","75.38","71.77","69.39","65.58"
"20100","Deba Beherea / Bajo Deba","59.93","58.28","56.12","51.37","45.68","45.92"
"20300","Debagoiena / Alto Deba","54.13","52.06","50.59","43.45","39.72","40.48"
"20400","Donostialdea / Donostia-San Sebastián","78.50","77.52","75.27","71.62","69.12","66.34"
"48300","Durangaldea / Duranguesado","61.95","59.85","57.84","54.08","48.15","44.29"
"48400","Enkartazioak / Encartaciones","72.08","70.24","67.85","63.90","56.47","52.56"
"01400","Errioxa Arabarra / Rioja Alavesa","49.10","50.78","49.78","46.03","43.67","37.66"
"48500","Gernika-Bermeo","70.30","67.54","66.73","61.14","55.51","50.74"
"20500","Goierri","56.03","55.10","53.38","49.15","44.70","45.88"
"01500","Gorbeia Inguruak / Estribaciones del Gorbea","67.01","65.15","63.97","60.47","55.58","50.32"
"01600","Kantauri Arabarra / Cantábrica Alavesa","62.16","60.35","59.38","55.85","49.12","44.55"
"48600","Markina-Ondarroa","59.35","55.63","55.14","50.65","45.19","43.00"
"48700","Plentzia-Mungia","77.60","75.85","73.76","70.92","66.40","62.19"
"20600","Tolosaldea / Tolosa","61.93","60.97","59.22","55.50","52.38","48.53"
"20700","Urola-Kostaldea / Urola Costa","62.61","59.96","57.64","53.55","46.60","45.34"
