"Lurralde kodea","Lurralde","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002"
"01100","Arabako Ibarrak / Valles Alaveses","719.01","709.46","720.80","666.28","576.94","553.88","558.17","592.27","604.40","656.63","454.75","459.07","430.38"
"01200","Arabako Lautada / Llanada Alavesa","609.58","591.85","598.94","622.67","602.95","588.97","606.31","617.58","600.04","484.28","457.82","387.08","411.05"
"01300","Arabako Mendialdea / Montaña Alavesa","487.89","480.85","457.13","461.14","384.33","393.41","404.99","385.58","350.30","308.48","291.39","276.69","254.40"
"48100","Arratia Nerbioi / Arratia-Nervión","348.37","367.16","339.28","407.49","411.20","360.92","376.77","404.64","400.41","359.53","306.09","278.34","268.12"
"20200","Bidasoa Beherea / Bajo Bidasoa","441.42","433.69","417.13","418.25","426.72","406.22","408.75","405.01","381.92","346.19","359.54","334.72","339.03"
"48200","Bilbo Handia / Gran Bilbao","480.71","484.48","473.45","469.43","487.50","472.83","466.05","467.11","440.43","398.49","392.51","378.74","397.18"
"20100","Deba Beherea / Bajo Deba","438.38","486.68","457.38","442.22","425.19","404.65","391.04","410.53","398.90","371.84","406.75","411.53","405.66"
"20300","Debagoiena / Alto Deba","655.47","644.29","614.08","603.75","607.75","585.84","607.31","630.22","577.22","509.98","552.24","454.66","424.71"
"20400","Donostialdea / Donostia-San Sebastián","661.77","643.47","648.60","620.21","609.18","602.33","567.88","547.78","494.35","463.40","488.27","502.53","441.98"
"48300","Durangaldea / Duranguesado","493.78","491.47","507.14","531.52","508.33","505.05","511.31","507.01","504.80","422.58","406.15","421.03","417.81"
"48400","Enkartazioak / Encartaciones","321.75","308.59","306.91","338.05","310.59","331.33","312.78","361.50","327.88","335.26","318.42","223.58","214.81"
"01400","Errioxa Arabarra / Rioja Alavesa","597.86","582.99","595.72","601.43","635.56","583.64","640.23","668.08","665.80","577.43","623.24","642.48","604.07"
"48500","Gernika-Bermeo","386.74","378.57","397.22","400.21","420.61","428.83","393.87","451.48","421.71","366.01","396.64","419.86","334.93"
"20500","Goierri","507.86","488.29","465.40","453.11","416.54","434.27","421.03","423.76","428.56","405.68","412.19","381.64","379.45"
"01500","Gorbeia Inguruak / Estribaciones del Gorbea","711.64","703.87","689.60","729.84","709.18","725.98","754.08","731.01","743.46","618.15","645.54","576.70","523.51"
"01600","Kantauri Arabarra / Cantábrica Alavesa","524.14","519.12","485.34","502.41","439.30","452.90","436.32","466.96","423.97","374.87","392.68","422.45","313.17"
"48600","Markina-Ondarroa","391.70","408.48","394.04","381.27","351.72","359.65","431.68","438.18","430.41","401.21","404.41","355.91","319.06"
"48700","Plentzia-Mungia","415.49","411.82","430.24","586.76","569.05","417.25","406.19","469.21","504.12","432.91","566.92","428.44","365.66"
"20600","Tolosaldea / Tolosa","473.16","468.37","452.41","451.36","430.91","449.55","476.34","432.00","476.39","424.62","389.41","366.49","369.54"
"20700","Urola-Kostaldea / Urola Costa","576.00","561.32","538.02","583.04","546.89","531.42","510.40","533.52","499.22","466.12","465.75","443.49","407.65"
