"Lurralde kodea","Lurralde","2015","2011","2006","2001","1996"
"01100","Arabako Ibarrak / Valles Alaveses","44.75","42.63","40.04","38.69","30.50"
"01200","Arabako Lautada / Llanada Alavesa","48.41","46.34","46.89","41.68","29.47"
"01300","Arabako Mendialdea / Montaña Alavesa","45.14","41.37","38.83","35.50","29.66"
"48100","Arratia Nerbioi / Arratia-Nervión","47.45","44.83","42.69","32.55","23.24"
"20200","Bidasoa Beherea / Bajo Bidasoa","44.18","42.78","43.56","38.09","24.67"
"48200","Bilbo Handia / Gran Bilbao","42.75","40.82","40.75","32.85","22.76"
"20100","Deba Beherea / Bajo Deba","42.98","40.91","40.23","34.12","23.20"
"20300","Debagoiena / Alto Deba","46.35","45.73","46.24","41.68","29.51"
"20400","Donostialdea / Donostia-San Sebastián","46.72","44.76","44.38","39.60","27.41"
"48300","Durangaldea / Duranguesado","45.86","43.50","43.64","35.34","22.07"
"48400","Enkartazioak / Encartaciones","41.55","39.71","39.52","27.84","18.77"
"01400","Errioxa Arabarra / Rioja Alavesa","41.39","38.45","36.88","32.61","24.55"
"48500","Gernika-Bermeo","44.02","42.38","40.78","34.43","23.67"
"20500","Goierri","44.23","41.63","40.63","33.22","22.15"
"01500","Gorbeia Inguruak / Estribaciones del Gorbea","54.24","52.38","51.21","45.54","34.75"
"01600","Kantauri Arabarra / Cantábrica Alavesa","43.31","41.61","41.04","30.80","20.06"
"48600","Markina-Ondarroa","43.07","41.10","40.46","37.03","27.00"
"48700","Plentzia-Mungia","50.76","48.76","48.79","40.91","28.17"
"20600","Tolosaldea / Tolosa","47.53","45.67","44.28","36.94","25.22"
"20700","Urola-Kostaldea / Urola Costa","46.92","44.84","43.92","37.51","25.97"
