"Lurralde kodea","Lurralde","2011","2001"
"01100","Arabako Ibarrak / Valles Alaveses","96.65","85.23"
"01200","Arabako Lautada / Llanada Alavesa","33.71","29.54"
"01300","Arabako Mendialdea / Montaña Alavesa","98.37","94.93"
"48100","Arratia Nerbioi / Arratia-Nervión","95.10","87.65"
"20200","Bidasoa Beherea / Bajo Bidasoa","64.66","50.89"
"48200","Bilbo Handia / Gran Bilbao","63.67","53.25"
"20100","Deba Beherea / Bajo Deba","74.29","54.62"
"20300","Debagoiena / Alto Deba","69.92","61.72"
"20400","Donostialdea / Donostia-San Sebastián","53.43","40.31"
"48300","Durangaldea / Duranguesado","83.61","75.21"
"48400","Enkartazioak / Encartaciones","87.95","81.28"
"01400","Errioxa Arabarra / Rioja Alavesa","92.93","71.67"
"48500","Gernika-Bermeo","83.58","75.61"
"20500","Goierri","84.10","77.89"
"01500","Gorbeia Inguruak / Estribaciones del Gorbea","97.99","98.37"
"01600","Kantauri Arabarra / Cantábrica Alavesa","74.31","63.65"
"48600","Markina-Ondarroa","83.24","72.81"
"48700","Plentzia-Mungia","94.13","84.90"
"20600","Tolosaldea / Tolosa","84.72","78.89"
"20700","Urola-Kostaldea / Urola Costa","82.32","73.15"
