"Lurralde kodea","Lurralde","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002"
"01100","Arabako Ibarrak / Valles Alaveses","1449.72","1697.87","1744.08","1713.38","2254.25","2041.69","2026.00","1870.58","1921.08","1600.60","1230.20","1529.88","1315.15"
"01200","Arabako Lautada / Llanada Alavesa","1414.96","1370.78","1278.49","1487.85","1671.68","1875.32","1612.35","1538.91","1411.61","1226.30","1134.35","1181.08","1162.03"
"01300","Arabako Mendialdea / Montaña Alavesa","1220.74","1183.87","1230.08","1373.87","2029.64","1629.31","1332.17","1215.25","1357.72","1351.35","1055.61","1072.28","837.55"
"48100","Arratia Nerbioi / Arratia-Nervión","1133.73","1215.67","1377.32","1430.39","1708.46","2049.38","1946.39","1771.90","1689.29","1523.76","1492.84","1261.22","1121.33"
"20200","Bidasoa Beherea / Bajo Bidasoa","1144.63","1070.01","1109.30","1312.93","1356.69","1523.81","1256.07","1217.61","1195.71","1026.83","985.92","981.74","923.71"
"48200","Bilbo Handia / Gran Bilbao","1228.15","1189.66","1231.38","1349.35","1486.33","1605.21","1397.22","1354.30","1217.35","1146.42","1085.08","1036.29","902.85"
"20100","Deba Beherea / Bajo Deba","1159.52","1088.42","1055.94","1298.20","1430.16","1610.51","1353.24","1340.69","1228.05","1142.33","1070.72","1206.29","1059.74"
"20300","Debagoiena / Alto Deba","1416.20","1326.58","1351.38","1519.23","1636.05","1854.66","1622.49","1560.40","1675.39","1386.27","1233.02","1122.43","1057.77"
"20400","Donostialdea / Donostia-San Sebastián","1401.55","1383.50","1340.06","1555.07","1651.83","1830.54","1616.89","1517.12","1384.81","1260.93","1217.76","1194.37","1060.11"
"48300","Durangaldea / Duranguesado","1205.77","1199.39","1216.53","1236.53","1520.81","1709.24","1573.32","1469.30","1297.34","1130.16","1038.83","1089.34","955.90"
"48400","Enkartazioak / Encartaciones","1175.79","1065.92","1181.23","1381.80","1538.15","2004.28","1825.76","1739.42","1478.01","1348.49","1394.30","1173.57","1030.16"
"01400","Errioxa Arabarra / Rioja Alavesa","1823.28","1889.32","1813.22","2791.72","2431.95","1922.99","1941.79","2048.90","1842.31","1810.82","1681.66","1911.41","1514.84"
"48500","Gernika-Bermeo","1097.80","1116.65","1194.40","1352.40","1600.51","1632.41","1679.88","1640.66","1336.28","1246.02","1253.06","1102.00","1094.48"
"20500","Goierri","1229.42","1201.30","1191.64","1399.00","1535.51","1773.42","1344.46","1485.43","1345.34","1231.91","1059.47","1027.86","997.24"
"01500","Gorbeia Inguruak / Estribaciones del Gorbea","1325.51","1279.29","1289.07","1416.97","1797.87","1740.39","1418.87","1488.99","1676.60","1052.04","1181.41","1229.58","1041.52"
"01600","Kantauri Arabarra / Cantábrica Alavesa","1170.62","1129.13","1127.62","1321.82","1437.68","1647.29","1539.97","1662.56","1373.39","1271.48","1125.55","1266.91","1069.52"
"48600","Markina-Ondarroa","1112.76","1095.66","1288.05","1374.73","1512.16","1769.43","1648.09","1666.80","1642.76","1260.19","1159.34","1107.53","1004.52"
"48700","Plentzia-Mungia","1113.51","1077.21","1162.04","1394.70","1455.66","1722.02","1501.22","1661.63","1409.22","1176.02","1222.43","1035.43","982.97"
"20600","Tolosaldea / Tolosa","1293.50","1173.66","1213.49","1442.81","1550.74","1662.57","1374.49","1438.54","1538.83","1531.03","1195.78","1179.30","1096.96"
"20700","Urola-Kostaldea / Urola Costa","1248.89","1251.16","1190.20","1400.04","1479.40","1800.30","1622.29","1510.50","1479.51","1405.91","1130.42","1210.06","1195.61"
