"Lurralde kodea","Lurralde","2008","2004"
"01100","Arabako Ibarrak / Valles Alaveses","0.19","0.18"
"01200","Arabako Lautada / Llanada Alavesa","1.00","1.02"
"01300","Arabako Mendialdea / Montaña Alavesa","0.04","0.02"
"48100","Arratia Nerbioi / Arratia-Nervión","0.15","0.16"
"20200","Bidasoa Beherea / Bajo Bidasoa","24.94","24.92"
"48200","Bilbo Handia / Gran Bilbao","6.75","6.72"
"20100","Deba Beherea / Bajo Deba","0.69","0.50"
"20300","Debagoiena / Alto Deba","0.96","0.91"
"20400","Donostialdea / Donostia-San Sebastián","1.73","1.73"
"48300","Durangaldea / Duranguesado","1.30","0.95"
"48400","Enkartazioak / Encartaciones","0.16","0.11"
"01400","Errioxa Arabarra / Rioja Alavesa","0.22","0.20"
"48500","Gernika-Bermeo","0.35","0.30"
"20500","Goierri","1.16","0.96"
"01500","Gorbeia Inguruak / Estribaciones del Gorbea","0.20","0.20"
"01600","Kantauri Arabarra / Cantábrica Alavesa","0.71","0.88"
"48600","Markina-Ondarroa","0.23","0.21"
"48700","Plentzia-Mungia","0.95","0.74"
"20600","Tolosaldea / Tolosa","0.39","0.30"
"20700","Urola-Kostaldea / Urola Costa","0.71","0.52"
