"Lurralde kodea","Lurralde","2014","2013","2011","2009","2006","2003","2001"
"01100","Arabako Ibarrak / Valles Alaveses","15073.00","15461.00","16242.00","16064.00","14121.00","11266.00",NA
"01200","Arabako Lautada / Llanada Alavesa","16490.00","16587.00","17470.00","17145.00","14848.00","12320.00",NA
"01300","Arabako Mendialdea / Montaña Alavesa","15607.00","15678.00","16018.00","15936.00","12428.00","10424.00",NA
"48100","Arratia Nerbioi / Arratia-Nervión","16290.00","15853.00","15781.00","16001.00","13925.00","11262.00",NA
"20200","Bidasoa Beherea / Bajo Bidasoa","14746.00","14950.00","15947.00","15849.00","13960.00","10801.00",NA
"48200","Bilbo Handia / Gran Bilbao","15936.00","15869.00","16165.00","16443.00","14641.00","11450.00",NA
"20100","Deba Beherea / Bajo Deba","16109.00","16120.00","16788.00","16806.00","14255.00","11470.00",NA
"20300","Debagoiena / Alto Deba","16792.00","17015.00","17894.00","18363.00","15198.00","12695.00",NA
"20400","Donostialdea / Donostia-San Sebastián","16888.00","16877.00","17650.00","17742.00","15192.00","11935.00",NA
"48300","Durangaldea / Duranguesado","16323.00","16139.00","16283.00","16635.00","13885.00","11514.00",NA
"48400","Enkartazioak / Encartaciones","13907.00","13975.00","14075.00","14339.00","12719.00","9922.00",NA
"01400","Errioxa Arabarra / Rioja Alavesa","13210.00","12915.00","13376.00","13453.00","12585.00","9740.00",NA
"48500","Gernika-Bermeo","15826.00","15783.00","15585.00","15530.00","13499.00","10791.00",NA
"20500","Goierri","17107.00","17193.00","17751.00","17433.00","14478.00","11903.00",NA
"01500","Gorbeia Inguruak / Estribaciones del Gorbea","18997.00","18973.00","19952.00","19234.00","16209.00","13694.00",NA
"01600","Kantauri Arabarra / Cantábrica Alavesa","15926.00","15866.00","16138.00","15836.00","13260.00","10868.00",NA
"48600","Markina-Ondarroa","15035.00","14755.00","14842.00","14545.00","12449.00","10397.00",NA
"48700","Plentzia-Mungia","18256.00","18287.00","18703.00","18649.00","16585.00","13115.00",NA
"20600","Tolosaldea / Tolosa","16733.00","16860.00","17619.00","17214.00","14378.00","11860.00",NA
"20700","Urola-Kostaldea / Urola Costa","16590.00","16502.00","17211.00","17532.00","14229.00","11907.00",NA
