"Entitatea","2015","2011","2006","2001","1996"
"Araba/Álava","47.67","45.59","45.81","40.11","28.31"
"Bizkaia","43.49","41.51","41.32","33.37","22.93"
"CAE","44.89","42.92","42.72","35.83","24.69"
"Gipuzkoa","45.97","44.11","43.73","38.24","26.21"
