"Entitatea","2015","2011","2010","2006","2001","1996"
"Araba/Álava","22.75","23.23","24.62","27.23","31.50","35.54"
"Bizkaia","15.92","16.51","17.68","20.19","23.64","29.64"
"CAE","19.40","19.87","21.10","23.90","27.48","32.26"
"Gipuzkoa","23.24","23.60","24.90","28.30","31.53","34.81"
