"Entitatea","2014","2013","2011","2009","2006","2003","2001"
"Araba/Álava","-1.34","-1.98","1.24","4.57","6.75","3.21","7.22"
"Bizkaia","-0.18","-0.50","-0.14","3.54","9.02","4.19","5.90"
"CAE","-0.57","-1.09","0.21","4.18","8.36","3.76","6.41"
"Gipuzkoa","-0.85","-1.64","0.31","5.04","7.98","3.29","6.87"
