"Entitatea","2015","2014","2012","2011","2001"
"Araba/Álava","198.20","195.49","209.50","199.33","249.32"
"Bizkaia","177.09","174.78","179.84","181.81","197.69"
"CAE","177.97","178.07","183.41","183.50","209.85"
"Gipuzkoa","170.24","175.51","177.40","179.15","212.82"
