"Entitatea","2014","2013","2011","2009","2006","2003","2001","1997"
"Araba/Álava","99.83","100.21","102.20","100.13","99.01","103.55","104.65","101.51"
"Bizkaia","98.47","98.62","97.32","98.01","99.83","98.01","97.20","99.06"
"CAE","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00"
"Gipuzkoa","102.59","102.17","103.45","103.26","100.73","101.80","102.73","100.94"
