"Entitatea","2014","2013","2011","2010","2009","2008","2004"
"Araba/Álava","1.38","1.35","1.32","1.27","1.20","1.14","1.43"
"Bizkaia","2.32","2.23","2.11","2.04","1.80","1.74","1.51"
"CAE","2.52","2.44","2.33","2.21","1.91","1.86","1.87"
"Gipuzkoa","3.35","3.28","3.13","2.91","2.41","2.39","2.67"
