"Entitatea","2014","2013","2011","2009","2006","2003","2001"
"Araba/Álava","24112.00","24140.00","25323.00","24727.00","22703.00","19090.00","18358.00"
"Bizkaia","24265.00","24406.00","24915.00","25149.00","23370.00","18724.00","17569.00"
"CAE","24417.00","24457.00","25258.00","25376.00","23224.00","18846.00","17820.00"
"Gipuzkoa","24802.00","24685.00","25791.00","26049.00","23219.00","18939.00","18007.00"
