"Entitatea","2014","2013","2011","2009","2006","2003","2001"
"Araba/Álava","14761.00","14747.00","15074.00","14652.00","11768.00","9257.00","8308.00"
"Bizkaia","14375.00","14180.00","13938.00","13796.00","11768.00","8401.00","7454.00"
"CAE","14711.00","14549.00","14534.00","14242.00","11857.00","8744.00","7840.00"
"Gipuzkoa","15249.00","15080.00","15300.00","14811.00","12049.00","9109.00","8301.00"
