"Xehetasuna udalerriaren arabera","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Udalerri kodea","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003"
"Xehetasuna udalerriaren arabera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
