"Entitatea","2012","2010","2008","2005","2000"
"Araba/Álava","101.17","97.11","103.83","104.79","104.33"
"Bizkaia","99.49","100.44","99.79","98.96","100.21"
"CAE","100.00","100.00","100.00","100.00","100.00"
"Gipuzkoa","100.23","100.74","98.94","99.26","98.49"
