"Entitatea","2015","2011","2006","2001","1996"
"Araba/Álava","54.85","55.22","62.90","63.55","56.88"
"Bizkaia","51.42","52.37","59.65","57.19","49.59"
"CAE","52.79","53.56","60.84","59.66","52.11"
"Gipuzkoa","54.03","54.72","61.87","62.09","54.35"
