"Entitatea","2012","2010","2008","2005","2000"
"Araba/Álava","61.40","60.20","54.70","52.00","51.30"
"Bizkaia","72.80","70.20","67.10","65.10","65.70"
"CAE","68.00","65.90","62.20","60.40","60.60"
"Gipuzkoa","63.80","62.00","58.40","57.30","57.70"
