"Entitatea","2012","2010","2008","2005","2000","1996"
"Araba/Álava","110.29","107.80","114.94","118.72","122.61","120.72"
"Bizkaia","96.10","96.77","95.10","94.79","103.18","104.27"
"CAE","100.00","100.00","100.00","100.00","100.00","100.00"
"Gipuzkoa","101.69","101.76","101.39","100.36","92.38","92.34"
