"Entitatea","2014","2013","2011","2009","2006","2003","2001"
"Araba/Álava","100.67","101.20","102.96","100.49","99.90","103.55","106.11"
"Bizkaia","98.57","98.18","96.77","97.64","99.34","98.12","96.89"
"CAE","100.00","100.00","100.00","100.00","100.00","100.00","100.00"
"Gipuzkoa","102.04","102.45","104.03","103.71","101.16","101.60","102.65"
