"Entitatea","2014","2013","2011","2009","2006","2003","2001"
"Araba/Álava","16343.00","16410.00","17206.00","16891.00","14584.00","12061.00","11460.00"
"Bizkaia","16003.00","15921.00","16171.00","16411.00","14501.00","11428.00","10464.00"
"CAE","16235.00","16216.00","16711.00","16808.00","14598.00","11647.00","10800.00"
"Gipuzkoa","16567.00","16613.00","17384.00","17432.00","14767.00","11833.00","11086.00"
