"Entitatea","2014","2012","2010","2009","2008","2007","2006"
"Araba/Álava","3.43","3.44","3.45","3.34","3.35","3.39","3.44"
"Bizkaia","3.78","3.74","3.74","3.74","3.73","3.75","3.77"
"CAE","3.79","3.77","3.77","3.76","3.76","3.78","3.81"
"Gipuzkoa","3.96","3.97","3.96","3.97","3.98","4.01","4.04"
