"Entitatea","2014","2013","2011","2009","2006"
"Araba/Álava","-1.62","-2.36","1.20","2.89","5.95"
"Bizkaia","-0.88","-1.19","-0.47","2.48","7.67"
"CAE","-1.12","-1.68","-0.23","3.00","7.21"
"Gipuzkoa","-1.29","-2.18","-0.50","3.91","7.03"
