"Entitatea","2012","2010","2008","2005","2000"
"Araba/Álava","68265.00","63570.00","69269.00","62189.00","51097.00"
"Bizkaia","67128.00","65750.00","66571.00","58730.00","49079.00"
"CAE","67475.00","65460.00","66713.00","59345.00","48974.00"
"Gipuzkoa","67627.00","65941.00","66006.00","58906.00","48233.00"
