"Entitatea","2014","2013","2011","2009","2006","2003","2001"
"Araba/Álava","12735.00","12762.00","13135.00","12844.00","10246.00","8101.00","7627.00"
"Bizkaia","12310.00","12048.00","11977.00","11976.00","10038.00","7347.00","6482.00"
"CAE","12578.00","12435.00","12557.00","12412.00","10194.00","7643.00","6875.00"
"Gipuzkoa","12954.00","12937.00","13279.00","12953.00","10438.00","7952.00","7229.00"
